,Player,Player_url,Duration_2019,Type_2019,Season
365,Thomas Meunier,https://www.transfermarkt.com/thomas-meunier/profil/spieler/100986,140,"Muscle Injury , Muscle Injury , Back trouble , Torn Muscle Fibre , Cheekbone Fracture , groin strain , torn tendon , Minor Knock ,",2019
366,Marco Verratti,https://www.transfermarkt.com/marco-verratti/profil/spieler/102558,19,"Hamstring Injury ,",2019
367,Idrissa Gueye,https://www.transfermarkt.com/idrissa-gueye/profil/spieler/126665,49,"Corona virus , Corona virus , Hamstring Injury , Ankle Injury ,",2019
368,Ander Herrera,https://www.transfermarkt.com/ander-herrera/profil/spieler/99343,134,"Hamstring Injury , Hamstring Injury , Hamstring Injury , Hamstring Injury , Tear in the abductor muscle , Hamstring contusion , Knock ,",2019
369,Neymar,https://www.transfermarkt.com/neymar/profil/spieler/68290,330,"Ankle Surgery , Ankle Injury , Fitness , Ankle Injury , Adductor problems , Adductor problems , Fitness , Fitness , Adductor problems , Ankle problems ,",2019
370,Julian Draxler,https://www.transfermarkt.com/julian-draxler/profil/spieler/85148,36,"Ankle Surgery , tendon irritation , Muscle Injury ,",2019
371,Jesé,https://www.transfermarkt.com/jese/profil/spieler/134936,5,"Unknown Injury ,",2019
372,Ángel Di María,https://www.transfermarkt.com/angel-di-maria/profil/spieler/45320,35,"Ankle problems ,",2019
373,Pablo Sarabia,https://www.transfermarkt.com/pablo-sarabia/profil/spieler/74230,26,"Injury to the ankle , Thigh Problems ,",2019
374,Kylian Mbappé,https://www.transfermarkt.com/kylian-mbappe/profil/spieler/342229,6,"Hamstring Injury ,",2019
375,Mauro Icardi,https://www.transfermarkt.com/mauro-icardi/profil/spieler/68863,7,"Thigh Muscle Strain ,",2019
376,Edinson Cavani,https://www.transfermarkt.com/edinson-cavani/profil/spieler/48280,128,"Muscle Injury , Ankle Injury , Calf Injury , groin strain , tendon irritation ,",2019
377,Joachim Andersen,https://www.transfermarkt.com/joachim-andersen/profil/spieler/260827,32,"Ruptured ankle ligament ,",2019
378,Marçal,https://www.transfermarkt.com/marcal/profil/spieler/137745,106,"Groin Injury , Knock , Calf Injury ,",2019
379,Kenny Tete,https://www.transfermarkt.com/kenny-tete/profil/spieler/206746,62,"Knock , Groin Injury , Thigh Problems ,",2019
380,Maxwel Cornet,https://www.transfermarkt.com/maxwel-cornet/profil/spieler/234781,45,"Calf Injury , Knee Problems , Sprained ankle , Bruised Hip , Muscle bruise , Heel pain ,",2019
381,Moussa Dembélé,https://www.transfermarkt.com/moussa-dembele/profil/spieler/229004,25,"Strain in the thigh and gluteal muscles ,",2019
382,Amine Gouiri,https://www.transfermarkt.com/amine-gouiri/profil/spieler/418659,452,"Cruciate Ligament Rupture , Cruciate Ligament Rupture ,",2019
383,Danijel Subasic,https://www.transfermarkt.com/danijel-subasic/profil/spieler/27941,457,"Hamstring Injury , Tear in the abductor muscle , Thigh Muscle Strain , Knock , Hamstring Injury ,",2019
384,Diego Benaglio,https://www.transfermarkt.com/diego-benaglio/profil/spieler/1667,42,"Surgery , Thigh Muscle Strain ,",2019
385,Guillermo Maripán,https://www.transfermarkt.com/guillermo-maripan/profil/spieler/249730,51,"Knee Injury , Abdominal Strain ,",2019
386,Kamil Glik,https://www.transfermarkt.com/kamil-glik/profil/spieler/46552,26,"Knee Surgery ,",2019
387,Ruben Aguilar,https://www.transfermarkt.com/ruben-aguilar/profil/spieler/203746,23,"Thigh muscle rupture , Heel Bone Injury , Tear in the abductor muscle ,",2019
388,Pierre-Daniel Nguinda,https://www.transfermarkt.com/pierre-daniel-nguinda/profil/spieler/342204,247,"Cruciate Ligament Rupture ,",2019
389,Cesc Fàbregas,https://www.transfermarkt.com/cesc-fabregas/profil/spieler/8806,90,"Injury to the ankle , Fitness , Corona virus ,",2019
390,Aleksandr Golovin,https://www.transfermarkt.com/aleksandr-golovin/profil/spieler/263918,113,"Fever , Adductor problems , Adductor problems , Corona virus , Abdominal Strain ,",2019
391,Boschilia,https://www.transfermarkt.com/boschilia/profil/spieler/288496,24,"Muscular problems , Knee Injury , Unknown Injury ,",2019
392,Adama Traoré,https://www.transfermarkt.com/adama-traore/profil/spieler/262608,176,"Hamstring Injury , Unknown Injury , Hamstring Injury , Groin Strain ,",2019
393,Nacer Chadli,https://www.transfermarkt.com/nacer-chadli/profil/spieler/59631,55,"Groin Injury ,",2019
394,Henry Onyekuru,https://www.transfermarkt.com/henry-onyekuru/profil/spieler/380415,15,"Unknown Injury ,",2019
395,Gelson Martins,https://www.transfermarkt.com/gelson-martins/profil/spieler/257448,29,"Tear in the abductor muscle , Adductor problems , Tear in the abductor muscle , Tear in the abductor muscle ,",2019
396,Rony Lopes,https://www.transfermarkt.com/rony-lopes/profil/spieler/174694,111,"Corona virus , Muscle Injury ,",2019
397,Keita Baldé,https://www.transfermarkt.com/keita-balde/profil/spieler/238752,47,"Muscular problems , Tonsillitis , Muscular problems ,",2019
398,Stevan Jovetic,https://www.transfermarkt.com/stevan-jovetic/profil/spieler/46104,437,"Muscle Injury , Strain , Torn Muscle Fibre , Muscular problems ,",2019
399,Islam Slimani,https://www.transfermarkt.com/islam-slimani/profil/spieler/174915,14,"Thigh Problems ,",2019
400,Willem Geubbels,https://www.transfermarkt.com/willem-geubbels/profil/spieler/463620,517,"Unknown Injury , Unknown Injury , Unknown Injury , Muscle Injury , Metatarsal Fracture ,",2019
401,Pietro Pellegri,https://www.transfermarkt.com/pietro-pellegri/profil/spieler/364133,449,"Adductor problems , Biceps femoris muscle injury , Biceps femoris muscle injury , Unknown Injury , Unknown Injury ,",2019
402,Benjamin André,https://www.transfermarkt.com/benjamin-andre/profil/spieler/84301,6,"Muscle bruise ,",2019
403,Thiago Maia,https://www.transfermarkt.com/thiago-maia/profil/spieler/294873,19,"Cruciate Ligament Rupture , Corona virus ,",2019
404,Renato Sanches,https://www.transfermarkt.com/renato-sanches/profil/spieler/258027,28,"Muscular problems , Adductor problems ,",2019
405,Xeka,https://www.transfermarkt.com/xeka/profil/spieler/290256,154,"Injury to the ankle ,",2019
406,Yusuf Yazici,https://www.transfermarkt.com/yusuf-yazici/profil/spieler/386726,14,"Muscular problems ,",2019
407,Nico Gaitán,https://www.transfermarkt.com/nico-gaitan/profil/spieler/75442,14,"Unknown Injury ,",2019
408,Jonathan Bamba,https://www.transfermarkt.com/jonathan-bamba/profil/spieler/292818,42,"Thigh Problems ,",2019
409,Timothy Weah,https://www.transfermarkt.com/timothy-weah/profil/spieler/370846,8,"Foot Injury ,",2019
410,Steve Mandanda,https://www.transfermarkt.com/steve-mandanda/profil/spieler/23951,30,"Calf Injury ,",2019
411,Bouna Sarr,https://www.transfermarkt.com/bouna-sarr/profil/spieler/190685,32,"Knee Surgery ,",2019
412,Hiroki Sakai,https://www.transfermarkt.com/hiroki-sakai/profil/spieler/83002,6,"Calf Strain , Knee Problems ,",2019
413,Luiz Gustavo,https://www.transfermarkt.com/luiz-gustavo/profil/spieler/10471,16,"Fitness , torn tendon ,",2019
414,Grégory Sertic,https://www.transfermarkt.com/gregory-sertic/profil/spieler/81386,54,"Unknown Injury , Torn Muscle Fibre ,",2019
415,Morgan Sanson,https://www.transfermarkt.com/morgan-sanson/profil/spieler/174094,20,"Muscle Injury ,",2019
416,Kevin Strootman,https://www.transfermarkt.com/kevin-strootman/profil/spieler/68864,15,"Knee Surgery ,",2019
417,Dimitri Payet,https://www.transfermarkt.com/dimitri-payet/profil/spieler/37647,25,"Ankle problems ,",2019
418,Nemanja Radonjic,https://www.transfermarkt.com/nemanja-radonjic/profil/spieler/245078,2,"Unknown Injury ,",2019
419,Florian Thauvin,https://www.transfermarkt.com/florian-thauvin/profil/spieler/184892,30,"Muscle Injury , Muscle fiber tear , Knock ,",2019
420,Darío Benedetto,https://www.transfermarkt.com/dario-benedetto/profil/spieler/92693,56,"Calf Problems , Knee Problems , Torn muscle bundle ,",2019
421,Yoan Cardinale,https://www.transfermarkt.com/yoan-cardinale/profil/spieler/241231,73,"Thigh Problems ,",2019
422,Stanley Nsoki,https://www.transfermarkt.com/stanley-nsoki/profil/spieler/371141,18,"Ill ,",2019
423,Riza Durmisi,https://www.transfermarkt.com/riza-durmisi/profil/spieler/135208,54,"Rupture of Outer Meniscus , Unknown Injury , Hamstring Injury , Muscular problems ,",2019
424,Youcef Atal,https://www.transfermarkt.com/youcef-atal/profil/spieler/416108,98,"Thigh Problems , Knee Injury , Sprained ankle , Adductor problems ,",2019
425,Moussa Wagué,https://www.transfermarkt.com/moussa-wague/profil/spieler/364240,77,"Fitness ,",2019
426,Wylan Cyprien,https://www.transfermarkt.com/wylan-cyprien/profil/spieler/182889,69,"Unknown Injury ,",2019
427,Myziane Maolida,https://www.transfermarkt.com/myziane-maolida/profil/spieler/371142,175,"Ill , Ill ,",2019
428,Adam Ounas,https://www.transfermarkt.com/adam-ounas/profil/spieler/400485,42,"Muscle Injury , Dead Leg , Flu , Hamstring Injury ,",2019
429,Kasper Dolberg,https://www.transfermarkt.com/kasper-dolberg/profil/spieler/283196,60,"Concussion , Collarbone fracture , Appendectomy ,",2019
430,Joris Gnagnon,https://www.transfermarkt.com/joris-gnagnon/profil/spieler/378954,51,"Fitness ,",2019
431,Jérémy Gélin,https://www.transfermarkt.com/jeremy-gelin/profil/spieler/288237,36,"Unknown Injury ,",2019
432,Souleyman Doumbia,https://www.transfermarkt.com/souleyman-doumbia/profil/spieler/296356,55,"Adductor problems , Unknown Injury ,",2019
433,Steven Nzonzi,https://www.transfermarkt.com/steven-nzonzi/profil/spieler/73734,23,"Bruised Knee , Foot Injury , Fitness , Sprained ankle ,",2019
434,Jakob Johansson,https://www.transfermarkt.com/jakob-johansson/profil/spieler/46473,30,"Knee Injury ,",2019
435,James Léa Siliki,https://www.transfermarkt.com/james-lea-siliki/profil/spieler/346291,28,"Tear in the abductor muscle ,",2019
436,Benjamin Bourigeaud,https://www.transfermarkt.com/benjamin-bourigeaud/profil/spieler/266359,2,"Bruised Ankle ,",2019
437,Rafik Guitane,https://www.transfermarkt.com/rafik-guitane/profil/spieler/394328,260,"Unknown Injury ,",2019
438,Raphinha,https://www.transfermarkt.com/raphinha/profil/spieler/411295,69,"Corona virus , Ankle Injury ,",2019
439,Adrien Hunou,https://www.transfermarkt.com/adrien-hunou/profil/spieler/203507,99,"Ligament Injury ,",2019
440,Jordan,https://www.transfermarkt.com/jordan/profil/spieler/355369,101,"Dead Leg ,",2019
441,Diafra Sakho,https://www.transfermarkt.com/diafra-sakho/profil/spieler/120610,152,"Unknown Injury , Unknown Injury , Hip problems , Unknown Injury , Torn Ankle Ligament , Unknown Injury , Back Injury ,",2019
442,Laurent Koscielny,https://www.transfermarkt.com/laurent-koscielny/profil/spieler/76277,42,"Tendon crack , Strain , Groin Strain , Foot Injury , Knee Injury ,",2019
443,Loris Benito,https://www.transfermarkt.com/loris-benito/profil/spieler/119085,6,"Hamstring Injury , Unknown Injury ,",2019
444,Youssef Aït Bennasser,https://www.transfermarkt.com/youssef-ait-bennasser/profil/spieler/265569,7,"Knee Injury ,",2019
445,Rubén Pardo,https://www.transfermarkt.com/ruben-pardo/profil/spieler/99352,37,"Corona virus , Unknown Injury ,",2019
446,Samuel Kalu,https://www.transfermarkt.com/samuel-kalu/profil/spieler/424051,3,"Quarantine ,",2019
447,Josh Maja,https://www.transfermarkt.com/josh-maja/profil/spieler/453824,40,"Back Injury ,",2019
448,Alban Lafont,https://www.transfermarkt.com/alban-lafont/profil/spieler/357117,16,"Pneumothorax ,",2019
449,Molla Wagué,https://www.transfermarkt.com/molla-wague/profil/spieler/129893,17,"Calf Injury ,",2019
450,Fábio,https://www.transfermarkt.com/fabio/profil/spieler/61891,48,"Knee Problems ,",2019
451,Mehdi Abeid,https://www.transfermarkt.com/mehdi-abeid/profil/spieler/111036,138,"Strain , Unknown Injury ,",2019
452,Moses Simon,https://www.transfermarkt.com/moses-simon/profil/spieler/274862,76,"Muscle Injury , Adductor problems ,",2019
453,William Saliba,https://www.transfermarkt.com/william-saliba/profil/spieler/495666,128,"Back Injury ,",2019
454,Mathieu Debuchy,https://www.transfermarkt.com/mathieu-debuchy/profil/spieler/27306,119,"Unknown Injury , Thigh Problems , Knock , Thigh Problems , Sprained ankle , Knock ,",2019
455,Gabriel Silva,https://www.transfermarkt.com/gabriel-silva/profil/spieler/114340,191,"Unknown Injury ,",2019
456,Jean-Eudes Aholou,https://www.transfermarkt.com/jean-eudes-aholou/profil/spieler/178313,105,"Adductor problems ,",2019
457,Kévin Monnet-Paquet,https://www.transfermarkt.com/kevin-monnet-paquet/profil/spieler/44045,388,"Cruciate Ligament Rupture , Cruciate Ligament Rupture ,",2019
458,Mohamed Simakan,https://www.transfermarkt.com/mohamed-simakan/profil/spieler/666234,252,"Muscular problems ,",2019
459,Abdallah Ndour,https://www.transfermarkt.com/abdallah-ndour/profil/spieler/232854,268,"Knee Injury , Thigh Muscle Strain , Fractured Leg , Knee Injury ,",2019
460,Sanjin Prcic,https://www.transfermarkt.com/sanjin-prcic/profil/spieler/125783,74,"Knee Injury ,",2019
461,Lebo Mothiba,https://www.transfermarkt.com/lebo-mothiba/profil/spieler/427161,11,"Knee Injury ,",2019
462,Rayan Aït-Nouri,https://www.transfermarkt.com/rayan-ait-nouri/profil/spieler/578391,19,"Ill , Groin Injury ,",2019
464,Vincent Pajot,https://www.transfermarkt.com/vincent-pajot/profil/spieler/126699,168,"Elbow Injury , Hamstring Injury ,",2019
465,Anthony Mancini,https://www.transfermarkt.com/anthony-mancini/profil/spieler/677311,45,"Ankle Injury ,",2019
466,Stéphane Bahoken,https://www.transfermarkt.com/stephane-bahoken/profil/spieler/170953,54,"Unknown Injury , Calf Injury , Thigh Problems , Thigh Problems , Thigh Problems , Strain , Knock ,",2019
467,Mathías Suárez,https://www.transfermarkt.com/mathias-suarez/profil/spieler/294895,28,"Quarantine , Achilles tendon problems ,",2019
468,Damien Le Tallec,https://www.transfermarkt.com/damien-le-tallec/profil/spieler/59950,18,"Bruised Knee , Unknown Injury ,",2019
469,Facundo Píriz,https://www.transfermarkt.com/facundo-piriz/profil/spieler/148607,49,"Torn muscle bundle ,",2019
470,Il-lok Yun,https://www.transfermarkt.com/il-lok-yun/profil/spieler/131480,168,"Fitness , Fitness ,",2019
471,Dario Maresic,https://www.transfermarkt.com/dario-maresic/profil/spieler/307807,2,"Corona virus ,",2019
472,Ghislain Konan,https://www.transfermarkt.com/ghislain-konan/profil/spieler/422850,266,"Back Injury , Back Injury ,",2019
473,Nolan Mbemba,https://www.transfermarkt.com/nolan-mbemba/profil/spieler/276768,71,"Hamstring Injury ,",2019
474,Arbër Zeneli,https://www.transfermarkt.com/arber-zeneli/profil/spieler/222876,512,"Cruciate Ligament Rupture , Muscle Injury ,",2019
475,Anastasios Donis,https://www.transfermarkt.com/anastasios-donis/profil/spieler/243606,70,"Ankle Injury , Knee Injury , Ankle Injury ,",2019
476,Boulaye Dia,https://www.transfermarkt.com/boulaye-dia/profil/spieler/626913,68,"Knee Problems ,",2019
477,Kaj Sierhuis,https://www.transfermarkt.com/kaj-sierhuis/profil/spieler/315283,2,"Thigh Problems ,",2019
479,Mauro Goicoechea,https://www.transfermarkt.com/mauro-goicoechea/profil/spieler/72578,28,"Sprained ankle ,",2019
480,Gen Shoji,https://www.transfermarkt.com/gen-shoji/profil/spieler/164277,77,"Medial Collateral Ligament Injury ,",2019
481,Nicolas Isimat-Mirin,https://www.transfermarkt.com/nicolas-isimat-mirin/profil/spieler/147846,8,"Hamstring Injury ,",2019
482,Ibrahim Sangaré,https://www.transfermarkt.com/ibrahim-sangare/profil/spieler/375885,73,"Ill ,",2019
483,William Vainqueur,https://www.transfermarkt.com/william-vainqueur/profil/spieler/47893,197,"Tear in the abductor muscle , Calf Injury , Muscle Injury , Unknown Injury , Fitness , Unknown Injury ,",2019
484,Corentin Jean,https://www.transfermarkt.com/corentin-jean/profil/spieler/20463,254,"Cruciate Ligament Injury ,",2019
485,Nicholas Opoku,https://www.transfermarkt.com/nicholas-opoku/profil/spieler/396516,40,"Cruciate Ligament Rupture ,",2019
486,Bongani Zungu,https://www.transfermarkt.com/bongani-zungu/profil/spieler/240892,179,"Muscle Injury ,",2019
487,Saman Ghoddos,https://www.transfermarkt.com/saman-ghoddos/profil/spieler/204294,35,"Corona virus ,",2019
488,Gaël Kakuta,https://www.transfermarkt.com/gael-kakuta/profil/spieler/74297,64,"Achilles tendon problems , Muscle Injury ,",2019
489,Fousseni Diabaté,https://www.transfermarkt.com/fousseni-diabate/profil/spieler/364861,7,"Calf Strain ,",2019
490,Chadrac Akolo,https://www.transfermarkt.com/chadrac-akolo/profil/spieler/247459,25,"Unknown Injury , Knock ,",2019
491,Moussa Konaté,https://www.transfermarkt.com/moussa-konate/profil/spieler/192774,87,"Injury to the ankle ,",2019
492,Matthieu Udol,https://www.transfermarkt.com/matthieu-udol/profil/spieler/344886,294,"Cruciate Ligament Rupture ,",2019
493,Kévin N'Doram,https://www.transfermarkt.com/kevin-ndoram/profil/spieler/342209,116,"Shinbone injury ,",2019
496,Rúnar Alex Rúnarsson,https://www.transfermarkt.com/runar-alex-runarsson/profil/spieler/205657,8,"Foot Injury , Head Injury ,",2019
497,Nayef Aguerd,https://www.transfermarkt.com/nayef-aguerd/profil/spieler/361914,78,"Minor Knock , Ankle Injury , Ill ,",2019
498,Hamza Mendyl,https://www.transfermarkt.com/hamza-mendyl/profil/spieler/447221,64,"Rupture of Outer Meniscus , Corona virus ,",2019
499,Enzo Loiodice,https://www.transfermarkt.com/enzo-loiodice/profil/spieler/581781,30,"Shoulder Injury ,",2019
500,Matheus Pereira,https://www.transfermarkt.com/matheus-pereira/profil/spieler/323934,30,"Corona virus ,",2019
501,Yassine Benzia,https://www.transfermarkt.com/yassine-benzia/profil/spieler/187847,8,"Unknown Injury , Unknown Injury ,",2019
502,Sofiane Alakouch,https://www.transfermarkt.com/sofiane-alakouch/profil/spieler/434358,23,"Unknown Injury ,",2019
503,Haris Duljevic,https://www.transfermarkt.com/haris-duljevic/profil/spieler/184473,9,"Thigh Problems ,",2019
504,Moussa Koné,https://www.transfermarkt.com/moussa-kone/profil/spieler/364239,23,"Tear in the abductor muscle , Cold ,",2019
505,Clément Depres,https://www.transfermarkt.com/clement-depres/profil/spieler/347595,417,"Knee Surgery ,",2019
506,Ludovic Baal,https://www.transfermarkt.com/ludovic-baal/profil/spieler/39913,462,"Hamstring Injury , Hip problems ,",2019
507,Julien Faussurier,https://www.transfermarkt.com/julien-faussurier/profil/spieler/78917,70,"Dead Leg ,",2019
508,Cristian Battocchio,https://www.transfermarkt.com/cristian-battocchio/profil/spieler/129868,488,"Cruciate Ligament Rupture , Adductor problems ,",2019
509,Samuel Grandsir,https://www.transfermarkt.com/samuel-grandsir/profil/spieler/432772,17,"Cruciate Ligament Rupture ,",2019
510,Irvin Cardona,https://www.transfermarkt.com/irvin-cardona/profil/spieler/342226,143,"Foot Injury , Knee Problems ,",2019
511,Derick Osei,https://www.transfermarkt.com/derick-osei/profil/spieler/471243,478,"Fitness , Achilles tendon rupture , Achilles tendon surgery ,",2019
512,Manuel Neuer,https://www.transfermarkt.com/manuel-neuer/profil/spieler/17259,60,"Fracture of the lower leg , Fracture of the lower leg , Bruised Acromioclavicular ,",2019
513,Christian Früchtl,https://www.transfermarkt.com/christian-fruchtl/profil/spieler/336307,132,"Collarbone fracture , Elbow Injury , Shoulder Injury , Torn Ankle Ligament ,",2019
514,Ron-Thorben Hoffmann,https://www.transfermarkt.com/ron-thorben-hoffmann/profil/spieler/317444,7,"Corona virus ,",2019
515,Lucas Hernández,https://www.transfermarkt.com/lucas-hernandez/profil/spieler/281963,249,"Cruciate Ligament Rupture , Torn muscle bundle , Muscular problems , Muscular problems , Thigh Problems , Corona virus ,",2019
516,David Alaba,https://www.transfermarkt.com/david-alaba/profil/spieler/59016,38,"Rest , Hamstring Injury , Muscle Injury , Fitness ,",2019
517,Jérôme Boateng,https://www.transfermarkt.com/jerome-boateng/profil/spieler/26485,17,"Knee Injury , Knock , Tear in a joint capsule , Torn Muscle Fibre , Abdominal Influenza ,",2019
518,Alphonso Davies,https://www.transfermarkt.com/alphonso-davies/profil/spieler/424204,28,"Torn muscle bundle ,",2019
519,Benjamin Pavard,https://www.transfermarkt.com/benjamin-pavard/profil/spieler/353366,49,"Ill ,",2019
520,Álvaro Odriozola,https://www.transfermarkt.com/alvaro-odriozola/profil/spieler/280730,81,"Muscle Injury , Muscle Fatigue , Knee Problems ,",2019
521,Javi Martínez,https://www.transfermarkt.com/javi-martinez/profil/spieler/44017,3,"Corona virus ,",2019
522,Paul Will,https://www.transfermarkt.com/paul-will/profil/spieler/356640,137,"Ankle Injury , Influenza , Adductor problems ,",2019
523,Thiago,https://www.transfermarkt.com/thiago/profil/spieler/60444,34,"Hip Injury , Problems with the hip flexor , Hamstring Injury ,",2019
524,Leon Goretzka,https://www.transfermarkt.com/leon-goretzka/profil/spieler/153084,76,"Thigh Problems , Corona virus , Knee Surgery , Fitness , Hip problems , Cold , Rest , Torn Muscle Fibre , Strain ,",2019
525,Corentin Tolisso,https://www.transfermarkt.com/corentin-tolisso/profil/spieler/190393,222,"Strain in the thigh and gluteal muscles , Strain in the thigh and gluteal muscles , Unknown Injury ,",2019
527,Ryan Johansson,https://www.transfermarkt.com/ryan-johansson/profil/spieler/351071,20,"Muscle fiber tear ,",2019
528,Woo-yeong Jeong,https://www.transfermarkt.com/woo-yeong-jeong/profil/spieler/297583,14,"Ill ,",2019
529,Oliver Batista Meier,https://www.transfermarkt.com/oliver-batista-meier/profil/spieler/406614,368,"Ankle Surgery , Torn Ankle Ligament , Surgery , Ankle Surgery ,",2019
530,Malik Tillman,https://www.transfermarkt.com/malik-tillman/profil/spieler/467437,15,"Hamstring Injury , Corona virus , Knock ,",2019
531,Philippe Coutinho,https://www.transfermarkt.com/philippe-coutinho/profil/spieler/80444,29,"Hamstring Injury , Corona virus ,",2019
532,Kingsley Coman,https://www.transfermarkt.com/kingsley-coman/profil/spieler/243714,115,"Knock , Torn Muscle Fibre , Muscular problems , Muscular problems , Corona virus ,",2019
533,Serge Gnabry,https://www.transfermarkt.com/serge-gnabry/profil/spieler/159471,78,"Hip problems , Ankle problems , Tear in a joint capsule , Hand Injury , Influenza , Adductor problems ,",2019
534,Fiete Arp,https://www.transfermarkt.com/fiete-arp/profil/spieler/343337,9,"Corona virus , Torn Muscle Fibre ,",2019
535,Roman Bürki,https://www.transfermarkt.com/roman-burki/profil/spieler/59027,38,"Cold , Shoulder Injury , Infection , Hip problems , Infection ,",2019
536,Marwin Hitz,https://www.transfermarkt.com/marwin-hitz/profil/spieler/59238,14,"Achilles tendon problems , Unknown Injury ,",2019
537,Luca Unbehaun,https://www.transfermarkt.com/luca-unbehaun/profil/spieler/388815,378,"Back trouble , Hand Injury ,",2019
538,Jonas Hupe,https://www.transfermarkt.com/jonas-hupe/profil/spieler/300582,290,"Mensical Laceration ,",2019
539,Dan-Axel Zagadou,https://www.transfermarkt.com/dan-axel-zagadou/profil/spieler/344598,102,"Foot Injury , Torn Ankle Ligament , Influenza ,",2019
540,Mats Hummels,https://www.transfermarkt.com/mats-hummels/profil/spieler/39728,39,"Thigh Problems , Cold , Hip problems , Muscle Injury , Corona virus ,",2019
541,Manuel Akanji,https://www.transfermarkt.com/manuel-akanji/profil/spieler/284730,98,"Minor Knock , Torn Muscle Fibre , Calf Problems , Knee Surgery , Torn Muscle Fibre ,",2019
542,Leonardo Balerdi,https://www.transfermarkt.com/leonardo-balerdi/profil/spieler/575998,17,"Shoulder Injury ,",2019
543,Ömer Toprak,https://www.transfermarkt.com/omer-toprak/profil/spieler/43512,47,"Fitness , Unknown Injury , Unknown Injury , Unknown Injury ,",2019
544,Marco Rente,https://www.transfermarkt.com/marco-rente/profil/spieler/237244,42,"Ill ,",2019
545,Raphaël Guerreiro,https://www.transfermarkt.com/raphael-guerreiro/profil/spieler/170986,42,"Torn muscle bundle , Muscular problems , Thigh Problems ,",2019
546,Nico Schulz,https://www.transfermarkt.com/nico-schulz/profil/spieler/85867,9,"Muscle Injury , Torn Muscle Fibre ,",2019
547,Marcel Schmelzer,https://www.transfermarkt.com/marcel-schmelzer/profil/spieler/35208,88,"Knee Surgery , Knee Problems , Muscular problems , Torn Muscle Fibre , Strain ,",2019
548,Achraf Hakimi,https://www.transfermarkt.com/achraf-hakimi/profil/spieler/398073,66,"Hamstring Injury ,",2019
549,Marius Wolf,https://www.transfermarkt.com/marius-wolf/profil/spieler/193900,42,"Ill , Vestibular disorder , Infection ,",2019
550,Lukasz Piszczek,https://www.transfermarkt.com/lukasz-piszczek/profil/spieler/25727,89,"Muscular problems , Muscular problems , Back trouble , Torn Muscle Fibre , Muscular problems , Heel pain , Heel Bone Injury ,",2019
551,Mateu Morey Bauzà,https://www.transfermarkt.com/mateu-morey-bauza/profil/spieler/388513,283,"Fitness , Knee Surgery ,",2019
552,Emre Can,https://www.transfermarkt.com/emre-can/profil/spieler/119296,58,"Muscular problems , Muscle Injury , Muscle Injury ,",2019
553,Axel Witsel,https://www.transfermarkt.com/axel-witsel/profil/spieler/35047,17,"Infection , Achilles tendon rupture ,",2019
554,Julian Weigl,https://www.transfermarkt.com/julian-weigl/profil/spieler/196792,11,"Bruise , Ruptured syndesmotic ligament ,",2019
555,Thomas Delaney,https://www.transfermarkt.com/thomas-delaney/profil/spieler/91849,19,"Knee Injury , Calf Strain , Muscular problems , Infection ,",2019
556,Mahmoud Dahoud,https://www.transfermarkt.com/mahmoud-dahoud/profil/spieler/191422,18,"Shoulder Injury , Shoulder Injury , Back trouble ,",2019
557,Tobias Raschl,https://www.transfermarkt.com/tobias-raschl/profil/spieler/384745,67,"groin strain , groin strain ,",2019
558,Taylan Duman,https://www.transfermarkt.com/taylan-duman/profil/spieler/314214,21,"Hamstring Injury ,",2019
559,Marco Reus,https://www.transfermarkt.com/marco-reus/profil/spieler/35207,40,"Ill , Ill , Ankle Inflammation , Ankle problems , Ruptured ankle aigament ,",2019
560,Mario Götze,https://www.transfermarkt.com/mario-gotze/profil/spieler/74842,39,"Adductor problems , Ankle Injury , Minor Knock , Ill , Minor Knock ,",2019
561,Immanuel Pherai,https://www.transfermarkt.com/immanuel-pherai/profil/spieler/412935,15,"Muscular problems ,",2019
562,Jadon Sancho,https://www.transfermarkt.com/jadon-sancho/profil/spieler/401173,2,"Ill ,",2019
563,Thorgan Hazard,https://www.transfermarkt.com/thorgan-hazard/profil/spieler/102226,7,"Ankle Injury ,",2019
564,Jacob Bruun Larsen,https://www.transfermarkt.com/jacob-bruun-larsen/profil/spieler/293281,50,"Groin Surgery , Muscular problems , Fitness , Corona virus , Muscular problems ,",2019
565,Erling Haaland,https://www.transfermarkt.com/erling-haaland/profil/spieler/418560,42,"groin strain , Bruised Foot ,",2019
566,Paco Alcácer,https://www.transfermarkt.com/paco-alcacer/profil/spieler/126716,81,"Muscle Injury , Muscle Injury , Achilles tendon problems , Muscle Injury , Knee Injury , Achilles Irritation , Arm Injury ,",2019
567,Yvon Mvogo,https://www.transfermarkt.com/yvon-mvogo/profil/spieler/147051,36,"Patella problems ,",2019
568,Dayot Upamecano,https://www.transfermarkt.com/dayot-upamecano/profil/spieler/344695,148,"Torn Muscle Fibre , Toe Injury , Corona virus ,",2019
569,Marcel Halstenberg,https://www.transfermarkt.com/marcel-halstenberg/profil/spieler/70243,217,"Influenza ,",2019
570,Marcelo Saracchi,https://www.transfermarkt.com/marcelo-saracchi/profil/spieler/373916,21,"Shoulder Injury , Tear in the abductor muscle , Fitness , Cruciate Ligament Rupture ,",2019
