,Player,Player_url,Duration_2018,Type_2018,Season,Duration_2019,Type_2019,Duration_2020,Type_2020,Duration_2021,Type_2021,Duration_2022,Type_2022,Duration_2023,Type_2023
3307,Jérémy Doku,https://www.transfermarkt.com/jeremy-doku/profil/spieler/486049,,,2022,,,,,,,167.0,"Calf Injury , Hamstring Injury , Knee Injury , Knee Injury , Hamstring Injury ,",100.0,"Hamstring Injury , Dead Leg , Muscle Injury , Hamstring Injury , Dead Leg , Muscle Injury ,"
3308,Thomas Didillon,https://www.transfermarkt.com/thomas-didillon/profil/spieler/182891,,,2022,,,,,,,120.0,"Fractured Finger ,",,
3309,Axel Disasi,https://www.transfermarkt.com/axel-disasi/profil/spieler/386047,,,2022,,,,,,,13.0,"Corona virus ,",,
3310,Mohamed Camara,https://www.transfermarkt.com/mohamed-camara/profil/spieler/543382,,,2022,,,,,,,13.0,"Hamstring Injury , Corona virus ,",20.0,"Ankle Injury , Ankle Injury ,"
3311,Jean Lucas,https://www.transfermarkt.com/jean-lucas/profil/spieler/578872,,,2022,,,,,,,7.0,"Corona virus ,",,
3312,Sinaly Diomandé,https://www.transfermarkt.com/sinaly-diomande/profil/spieler/702441,,,2022,,,,,,,231.0,"Ankle Surgery , Injury to the ankle , Ankle Surgery ,",22.0,"Dead Leg , Dead Leg ,"
3313,Malo Gusto,https://www.transfermarkt.com/malo-gusto/profil/spieler/620322,,,2022,,,,,,,3.0,"Muscle Fatigue ,",107.0,"Hamstring Injury , Strain in the thigh and gluteal muscles , Strain in the thigh and gluteal muscles , Knock ,"
3314,Johann Lepenant,https://www.transfermarkt.com/johann-lepenant/profil/spieler/585973,,,2022,,,,,,,10.0,"Corona virus ,",,
3315,Maxence Caqueret,https://www.transfermarkt.com/maxence-caqueret/profil/spieler/395237,,,2022,,,,,,,35.0,"Meniscal Injury ,",28.0,"Sprained ankle ,"
3316,Rayan Cherki,https://www.transfermarkt.com/rayan-cherki/profil/spieler/607223,,,2022,,,,,,,178.0,"Metatarsal Fracture , Metatarsal Fracture ,",,
3317,Amin Sarr,https://www.transfermarkt.com/amin-sarr/profil/spieler/748382,,,2022,,,,,,,5.0,"Ill ,",18.0,"Hamstring Injury ,"
3318,Tino Kadewere,https://www.transfermarkt.com/tino-kadewere/profil/spieler/384060,,,2022,,,,,,,44.0,"Leg Injury , Leg Injury ,",96.0,"Leg Injury , Leg Injury ,"
3319,Chancel Mbemba,https://www.transfermarkt.com/chancel-mbemba/profil/spieler/203348,,,2022,,,,,,,10.0,"Unknown Injury , Unknown Injury ,",,
3320,Gerson,https://www.transfermarkt.com/gerson/profil/spieler/341705,,,2022,,,,,,,7.0,"Corona virus ,",,
3321,Vitinha,https://www.transfermarkt.com/vitinha/profil/spieler/586853,,,2022,,,,,,,15.0,"Unknown Injury , Corona virus ,",20.0,"Unknown Injury , Unknown Injury ,"
3322,Bamba Dieng,https://www.transfermarkt.com/bamba-dieng/profil/spieler/822458,,,2022,,,,,,,30.0,"Muscle Injury , Corona virus , Muscle Injury ,",,
3323,Flavius Daniliuc,https://www.transfermarkt.com/flavius-daniliuc/profil/spieler/322655,,,2022,,,,,,,24.0,"Knee Problems , Knee Problems ,",8.0,"Unknown Injury , Unknown Injury ,"
3324,Mattia Viti,https://www.transfermarkt.com/mattia-viti/profil/spieler/493702,,,2022,,,,,,,11.0,"Unknown Injury , Unknown Injury ,",40.0,"Distortion of the ankle ,"
3325,Youssouf Ndayishimiye,https://www.transfermarkt.com/youssouf-ndayishimiye/profil/spieler/674612,,,2022,,,,,,,75.0,"Unknown Injury , Unknown Injury ,",124.0,"Knee Problems , Knee Problems , Knee Injury , Knee Problems ,"
3326,Lucas Chevalier,https://www.transfermarkt.com/lucas-chevalier/profil/spieler/463600,,,2022,,,,,,,75.0,"Corona virus , Meniscal Injury , Corona virus ,",,
3327,Tiago Djaló,https://www.transfermarkt.com/tiago-djalo/profil/spieler/420465,,,2022,,,,,,,9.0,"Unknown Injury ,",204.0,"Cruciate Ligament Rupture ,"
3328,Bafodé Diakité,https://www.transfermarkt.com/bafode-diakite/profil/spieler/463605,,,2022,,,,,,,102.0,"Muscle Injury , Muscle Injury ,",,
3329,Abdoulaye Ousmane,https://www.transfermarkt.com/abdoulaye-ousmane/profil/spieler/689091,,,2022,,,,,,,136.0,"Unknown Injury , Unknown Injury ,",,
3330,Ismaily,https://www.transfermarkt.com/ismaily/profil/spieler/124028,,,2022,,,,,,,27.0,"Unknown Injury , Muscle Injury ,",64.0,"Dead Leg ,"
3331,Wuilker Fariñez,https://www.transfermarkt.com/wuilker-farinez/profil/spieler/373714,,,2022,,,,,,,396.0,"Cruciate Ligament Rupture , Corona virus ,",,
3332,Jean-Louis Leca,https://www.transfermarkt.com/jean-louis-leca/profil/spieler/27490,,,2022,,,,,,,34.0,"Fractured Finger ,",5.0,"Calf Injury ,"
3333,Deiver Machado,https://www.transfermarkt.com/deiver-machado/profil/spieler/332560,,,2022,,,,,,,94.0,"Meniscal Injury ,",10.0,"Muscle Injury ,"
3334,Ismaël Boura,https://www.transfermarkt.com/ismael-boura/profil/spieler/770895,,,2022,,,,,,,14.0,"Injury to the ankle , Muscle Injury ,",,
3335,Patrick Berg,https://www.transfermarkt.com/patrick-berg/profil/spieler/308439,,,2022,,,,,,,8.0,"Adductor problems , Adductor problems ,",,
3336,Mamadou Camara,https://www.transfermarkt.com/mamadou-camara/profil/spieler/905408,,,2022,,,,,,,124.0,"Unknown Injury ,",,
3337,Adrien Thomasson,https://www.transfermarkt.com/adrien-thomasson/profil/spieler/215977,,,2022,,,,,,,45.0,"Muscle Injury ,",20.0,"Muscle Injury ,"
3338,Adam Buksa,https://www.transfermarkt.com/adam-buksa/profil/spieler/267160,,,2022,,,,,,,18.0,"Foot Injury ,",,
3339,Montassar Talbi,https://www.transfermarkt.com/montassar-talbi/profil/spieler/496706,,,2022,,,,,,,34.0,"Corona virus , Corona virus ,",,
3340,Loris Mouyokolo,https://www.transfermarkt.com/loris-mouyokolo/profil/spieler/799936,,,2022,,,,,,,41.0,"Sprained Ankle ,",404.0,"Achilles tendon rupture , Achilles tendon rupture ,"
3341,Armand Laurienté,https://www.transfermarkt.com/armand-lauriente/profil/spieler/579930,,,2022,,,,,,,30.0,"Back Injury ,",40.0,"Meniscal Injury , Knee Problems ,"
3342,Alexandre Olliero,https://www.transfermarkt.com/alexandre-olliero/profil/spieler/395602,,,2022,,,,,,,148.0,"Ankle Fracture ,",21.0,"Tear in the abductor muscle ,"
3343,Thomas Foket,https://www.transfermarkt.com/thomas-foket/profil/spieler/215114,,,2022,,,,,,,56.0,"Hamstring Injury , Hamstring Injury ,",258.0,"Hamstring Injury , Hamstring Injury ,"
3344,Marshall Munetsi,https://www.transfermarkt.com/marshall-munetsi/profil/spieler/414908,,,2022,,,,,,,46.0,"Muscle Injury ,",36.0,"Strain , Strain ,"
3345,El Bilal Touré,https://www.transfermarkt.com/el-bilal-toure/profil/spieler/649016,,,2022,,,,,,,28.0,"Hamstring Injury ,",61.0,"Muscle Injury ,"
3346,Maxime Estève,https://www.transfermarkt.com/maxime-esteve/profil/spieler/842341,,,2022,,,,,,,91.0,"Muscle Injury ,",,
3347,Thibault Tamas,https://www.transfermarkt.com/thibault-tamas/profil/spieler/569374,,,2022,,,,,,,224.0,"Knee Surgery ,",,
3348,Arnaud Nordin,https://www.transfermarkt.com/arnaud-nordin/profil/spieler/324811,,,2022,,,,,,,5.0,"Adductor problems ,",,
3349,Ismaël Doukouré,https://www.transfermarkt.com/ismael-doukoure/profil/spieler/786436,,,2022,,,,,,,136.0,"Patella tendon irritation , Patella tendon irritation ,",,
3350,Karol Fila,https://www.transfermarkt.com/karol-fila/profil/spieler/385817,,,2022,,,,,,,34.0,"Tear in the abductor muscle ,",,
3351,Fabien Centonze,https://www.transfermarkt.com/fabien-centonze/profil/spieler/384859,,,2022,,,,,,,101.0,"Torn Muscle ,",28.0,"Muscle Fatigue ,"
3352,Gor Manvelyan,https://www.transfermarkt.com/gor-manvelyan/profil/spieler/773795,,,2022,,,,,,,4.0,"Virus Infection ,",,
3353,Mostafa Mohamed,https://www.transfermarkt.com/mostafa-mohamed/profil/spieler/462348,,,2022,,,,,,,21.0,"Fitness , Thigh Problems ,",,
3354,Anthony Rouault,https://www.transfermarkt.com/anthony-rouault/profil/spieler/690799,,,2022,,,,,,,78.0,"Foot Injury ,",,
3355,Gabriel Suazo,https://www.transfermarkt.com/gabriel-suazo/profil/spieler/385105,,,2022,,,,,,,20.0,"Torn muscle bundle , Knee Problems ,",,
3356,Brecht Dejaegere,https://www.transfermarkt.com/brecht-dejaegere/profil/spieler/159098,,,2022,,,,,,,59.0,"Calf Injury ,",,
3357,Rhys Healey,https://www.transfermarkt.com/rhys-healey/profil/spieler/238185,,,2022,,,,,,,34.0,"Adductor problems , Rest , Calf Injury ,",,
3358,Achraf Dari,https://www.transfermarkt.com/achraf-dari/profil/spieler/566823,,,2022,,,,,,,9.0,"Corona virus ,",,
3359,Kenny Lala,https://www.transfermarkt.com/kenny-lala/profil/spieler/174196,,,2022,,,,,,,16.0,"Unknown Injury , Sprain , Corona virus ,",,
3360,Youcef Belaïli,https://www.transfermarkt.com/youcef-belaili/profil/spieler/175014,,,2022,,,,,,,9.0,"Food Poisoning , Corona virus ,",,
3361,Karamoko Dembélé,https://www.transfermarkt.com/karamoko-dembele/profil/spieler/466602,,,2022,,,,,,,230.0,"Corona virus , Ankle Injury ,",,
3362,Loïc Rémy,https://www.transfermarkt.com/loic-remy/profil/spieler/45121,,,2022,,,,,,,116.0,"Unknown Injury , Unknown Injury , Fitness , Unknown Injury , Fitness , Unknown Injury , Hip problems , Unknown Injury ,",,
3363,Jackson Porozo,https://www.transfermarkt.com/jackson-porozo/profil/spieler/491616,,,2022,,,,,,,62.0,"Ankle Injury , Ankle Injury ,",,
3364,Yasser Larouci,https://www.transfermarkt.com/yasser-larouci/profil/spieler/554251,,,2022,,,,,,,180.0,"Problems with the hip flexor , Knee Problems , Problems with the hip flexor ,",,
3365,Andreas Bruus,https://www.transfermarkt.com/andreas-bruus/profil/spieler/345748,,,2022,,,,,,,13.0,"Corona virus ,",,
3366,Yoann Touzghar,https://www.transfermarkt.com/yoann-touzghar/profil/spieler/68718,,,2022,,,,,,,11.0,"Corona virus ,",,
3367,Cédric Hountondji,https://www.transfermarkt.com/cedric-hountondji/profil/spieler/198709,,,2022,,,,,,,266.0,"Fractured Arm , Tear in the abductor muscle , Fractured Arm , Tear in the abductor muscle ,",,
3368,Pierrick Capelle,https://www.transfermarkt.com/pierrick-capelle/profil/spieler/214532,,,2022,,,,,,,20.0,"Unknown Injury ,",,
3369,Brayann Pereira,https://www.transfermarkt.com/brayann-pereira/profil/spieler/620317,,,2022,,,,,,,7.0,"Corona virus ,",,
3370,Ousoumane Camara,https://www.transfermarkt.com/ousoumane-camara/profil/spieler/478107,,,2022,,,,,,,267.0,"Cruciate Ligament Rupture ,",,
3371,Kays Ruiz-Atil,https://www.transfermarkt.com/kays-ruiz-atil/profil/spieler/538045,,,2022,,,,,,,57.0,"Muscle Injury , Ankle Injury , Ill , Corona virus ,",,
3372,Nuno Da Costa,https://www.transfermarkt.com/nuno-da-costa/profil/spieler/306166,,,2022,,,,,,,19.0,"Groin Injury ,",,
3373,Mory Diaw,https://www.transfermarkt.com/mory-diaw/profil/spieler/164904,,,2022,,,,,,,24.0,"Unknown Injury , Unknown Injury ,",,
3374,Maximiliano Caufriez,https://www.transfermarkt.com/maximiliano-caufriez/profil/spieler/369267,,,2022,,,,,,,4.0,"Muscle Injury ,",,
3375,Neto Borges,https://www.transfermarkt.com/neto-borges/profil/spieler/557939,,,2022,,,,,,,7.0,"Unknown Injury ,",,
3376,Sofyan Chader,https://www.transfermarkt.com/sofyan-chader/profil/spieler/748358,,,2022,,,,,,,44.0,"Unknown Injury , Unknown Injury ,",,
3377,Fernand Mayembo,https://www.transfermarkt.com/fernand-mayembo/profil/spieler/413245,,,2022,,,,,,,157.0,"Dead Leg , Dead Leg , Dead Leg ,",,
3378,Qazim Laçi,https://www.transfermarkt.com/qazim-laci/profil/spieler/290552,,,2022,,,,,,,19.0,"Unknown Injury ,",,
3379,Mathieu Coutadeur,https://www.transfermarkt.com/mathieu-coutadeur/profil/spieler/39914,,,2022,,,,,,,204.0,"Knee Injury , Knee Injury ,",,
3380,Kevin Spadanuda,https://www.transfermarkt.com/kevin-spadanuda/profil/spieler/371554,,,2022,,,,,,,8.0,"Muscular problems ,",,
3381,Bevic Moussiti-Oko,https://www.transfermarkt.com/bevic-moussiti-oko/profil/spieler/364525,,,2022,,,,,,,413.0,"Fracture , Ankle Injury , Fracture ,",,
3382,Johannes Schenk,https://www.transfermarkt.com/johannes-schenk/profil/spieler/604326,,,2022,,,,,,,129.0,"Hand Injury ,",,
3383,Liam Morrison,https://www.transfermarkt.com/liam-morrison/profil/spieler/567114,,,2022,,,,,,,21.0,"Unknown Injury ,",,
3384,Gabriel Marusic,https://www.transfermarkt.com/gabriel-marusic/profil/spieler/604322,,,2022,,,,,,,165.0,"Ligament Injury ,",,
3385,Noussair Mazraoui,https://www.transfermarkt.com/noussair-mazraoui/profil/spieler/340456,,,2022,,,,,,,108.0,"Minor Knock , Minor Knock , Thigh Problems , Ill , Minor Knock , Minor Knock , Thigh Problems ,",144.0,"Inflammation , Muscle Injury , Problems with the hip flexor , Inflammation , Muscle Injury , Problems with the hip flexor ,"
3386,Aleksandar Pavlovic,https://www.transfermarkt.com/aleksandar-pavlovic/profil/spieler/792380,,,2022,,,,,,,58.0,"Hamstring Injury ,",,
3387,Ryan Gravenberch,https://www.transfermarkt.com/ryan-gravenberch/profil/spieler/478573,,,2022,,,,,,,65.0,"Ankle Injury , Corona virus ,",20.0,"Bruised Knee , Bruised Knee ,"
3388,Marcel Lotka,https://www.transfermarkt.com/marcel-lotka/profil/spieler/453737,,,2022,,,,,,,28.0,"Nasal Bone Fracture , Concussion ,",,
3389,Salih Özcan,https://www.transfermarkt.com/salih-ozcan/profil/spieler/244940,,,2022,,,,,,,3.0,"Corona virus ,",35.0,"Abdominal Influenza , Ankle fracture , Fitness , Foot Injury ,"
3390,Abdoulaye Kamara,https://www.transfermarkt.com/abdoulaye-kamara/profil/spieler/718232,,,2022,,,,,,,31.0,"Ankle Injury ,",155.0,"Knee Injury , Medial Collateral Ligament Knee Injury , Minor Knock ,"
3391,Karim Adeyemi,https://www.transfermarkt.com/karim-adeyemi/profil/spieler/496094,,,2022,,,,,,,39.0,"Hamstring Injury , Tonsillitis , Quarantine , Adductor problems ,",202.0,"Torn Muscle Fibre , Torn Muscle Fibre , Foot Injury , Toe Injury , Torn Muscle Fibre , Torn Muscle Fibre ,"
3392,Donyell Malen,https://www.transfermarkt.com/donyell-malen/profil/spieler/326029,,,2022,,,,,,,101.0,"Strain , Abdominal Influenza ,",37.0,"Ankle problems , Cold , Torn Muscle Fibre , Ankle problems , Cold ,"
3393,Janis Blaswich,https://www.transfermarkt.com/janis-blaswich/profil/spieler/81173,,,2022,,,,,,,157.0,"Muscle Injury , Muscle Injury ,",4.0,"Calf Problems ,"
3394,David Raum,https://www.transfermarkt.com/david-raum/profil/spieler/318204,,,2022,,,,,,,5.0,"Ankle Injury ,",,
3395,Sanoussy Ba,https://www.transfermarkt.com/sanoussy-ba/profil/spieler/717346,,,2022,,,,,,,152.0,"Shoulder Injury ,",,
3396,Hugo Novoa,https://www.transfermarkt.com/hugo-novoa/profil/spieler/668276,,,2022,,,,,,,18.0,"Corona virus ,",,
3397,Dani Olmo,https://www.transfermarkt.com/dani-olmo/profil/spieler/293385,,,2022,,,,,,,95.0,"Cold , Corona virus , Torn Muscle Fibre , Torn Muscle Fibre ,",119.0,"Torn Muscle Fibre , Ruptured intraarticular ligament initiation in knee , Torn Muscle Fibre ,"
3398,Caden Clark,https://www.transfermarkt.com/caden-clark/profil/spieler/742297,,,2022,,,,,,,46.0,"Knee Injury ,",,
3399,Alexander Sørloth,https://www.transfermarkt.com/alexander-sorloth/profil/spieler/238407,,,2022,,,,,,,37.0,"Ill , Hamstring Injury , Ill ,",25.0,"Ill , Influenza , Bruised Foot , Ill ,"
3400,Niklas Lomb,https://www.transfermarkt.com/niklas-lomb/profil/spieler/85543,,,2022,,,,,,,31.0,"Corona virus , Finger Injury ,",,
3401,Piero Hincapié,https://www.transfermarkt.com/piero-hincapie/profil/spieler/659813,,,2022,,,,,,,24.0,"Corona virus , Muscle Injury ,",30.0,"Foot Injury ,"
3402,Zidan Sertdemir,https://www.transfermarkt.com/zidan-sertdemir/profil/spieler/788445,,,2022,,,,,,,105.0,"Groin Injury ,",,
3403,Mitchel Bakker,https://www.transfermarkt.com/mitchel-bakker/profil/spieler/361065,,,2022,,,,,,,113.0,"Ankle Injury , Knock , Bruise , Ankle Injury , Knock ,",,
3404,Amine Adli,https://www.transfermarkt.com/amine-adli/profil/spieler/532776,,,2022,,,,,,,274.0,"torn tendon , torn tendon ,",84.0,"Collarbone fracture , Collarbone fracture ,"
3405,Adam Hlozek,https://www.transfermarkt.com/adam-hlozek/profil/spieler/552057,,,2022,,,,,,,34.0,"Knee Problems , Knee Problems ,",26.0,"Unknown Injury , Unknown Injury ,"
3406,Jens Grahl,https://www.transfermarkt.com/jens-grahl/profil/spieler/40034,,,2022,,,,,,,5.0,"Corona virus ,",,
3407,Simon Simoni,https://www.transfermarkt.com/simon-simoni/profil/spieler/726120,,,2022,,,,,,,46.0,"Appendectomy , Bruised Knee , Unknown Injury ,",,
3408,Jérôme Onguéné,https://www.transfermarkt.com/jerome-onguene/profil/spieler/272638,,,2022,,,,,,,39.0,"Malaria ,",,
3409,Jan Schröder,https://www.transfermarkt.com/jan-schroder/profil/spieler/610798,,,2022,,,,,,,73.0,"Torn Muscle Fibre ,",,
3410,Aurélio Buta,https://www.transfermarkt.com/aurelio-buta/profil/spieler/258039,,,2022,,,,,,,518.0,"Knee Surgery , Muscle Injury , Knee Surgery ,",,
3411,Faride Alidou,https://www.transfermarkt.com/faride-alidou/profil/spieler/456492,,,2022,,,,,,,9.0,"Foot Injury , Corona virus ,",,
3412,Nacho,https://www.transfermarkt.com/nacho/profil/spieler/867357,,,2022,,,,,,,173.0,"Unknown Injury , Muscle Injury ,",88.0,"Unknown Injury , Unknown Injury , Unknown Injury , Unknown Injury ,"
3413,Moritz Nicolas,https://www.transfermarkt.com/moritz-nicolas/profil/spieler/284270,,,2022,,,,,,,38.0,"Muscle Injury , Muscle Injury ,",126.0,"Unknown Injury , Unknown Injury ,"
3414,Ko Itakura,https://www.transfermarkt.com/ko-itakura/profil/spieler/355816,,,2022,,,,,,,36.0,"Corona virus , Groin Injury , Corona virus ,",116.0,"Ruptured intraarticular ligament initiation in knee , Ruptured intraarticular ligament initiation in knee ,"
3415,Marvin Friedrich,https://www.transfermarkt.com/marvin-friedrich/profil/spieler/196231,,,2022,,,,,,,69.0,"Corona virus , Influenza , Ill , Corona virus , Ill ,",17.0,"Torn Muscle Fibre ,"
3416,Joe Scally,https://www.transfermarkt.com/joe-scally/profil/spieler/504153,,,2022,,,,,,,11.0,"Corona virus ,",3.0,"Muscular problems ,"
3417,Manu Koné,https://www.transfermarkt.com/manu-kone/profil/spieler/624690,,,2022,,,,,,,63.0,"Medial Collateral Ligament Injury ,",217.0,"Knee Injury , Muscular problems , Thigh Muscle Strain , Knock , Knee Injury , Muscular problems ,"
3418,Aster Vranckx,https://www.transfermarkt.com/aster-vranckx/profil/spieler/503881,,,2022,,,,,,,48.0,"Corona virus , Muscular problems , Disrupted Calf Muscle ,",6.0,"Pubitis ,"
3419,Patrick Wimmer,https://www.transfermarkt.com/patrick-wimmer/profil/spieler/533295,,,2022,,,,,,,75.0,"Ill , Nasal Bone Fracture , Concussion , Adductor problems , Ankle Injury , Ill ,",116.0,"Influenza , Ankle Injury , Concussion , Influenza , Ankle Injury , Concussion ,"
3420,Lukas Nmecha,https://www.transfermarkt.com/lukas-nmecha/profil/spieler/314288,,,2022,,,,,,,81.0,"Ankle Injury , Thigh Problems ,",250.0,"Knee Problems , Rupture of the pattella , Knee Problems , Knee Problems ,"
3421,Omar Marmoush,https://www.transfermarkt.com/omar-marmoush/profil/spieler/445939,,,2022,,,,,,,48.0,"Muscular problems , Corona virus , Foot Injury , Muscular problems ,",,
3422,Kenneth Schmidt,https://www.transfermarkt.com/kenneth-schmidt/profil/spieler/527276,,,2022,,,,,,,10.0,"Adductor problems ,",,
3423,Kimberly Ezekwem,https://www.transfermarkt.com/kimberly-ezekwem/profil/spieler/453865,,,2022,,,,,,,175.0,"Unknown Injury , Muscle Injury ,",,
3424,Kiliann Sildillia,https://www.transfermarkt.com/kiliann-sildillia/profil/spieler/548348,,,2022,,,,,,,18.0,"Corona virus ,",,
3425,Hugo Siquet,https://www.transfermarkt.com/hugo-siquet/profil/spieler/578680,,,2022,,,,,,,5.0,"Corona virus ,",,
3426,Robert Wagner,https://www.transfermarkt.com/robert-wagner/profil/spieler/690429,,,2022,,,,,,,7.0,"Corona virus ,",,
3427,Daniel-Kofi Kyereh,https://www.transfermarkt.com/daniel-kofi-kyereh/profil/spieler/272587,,,2022,,,,,,,21.0,"Muscle Injury ,",480.0,"Cruciate Ligament Rupture , Fever , Muscular problems , Muscular problems , Cruciate Ligament Rupture ,"
3428,Ritsu Doan,https://www.transfermarkt.com/ritsu-doan/profil/spieler/358504,,,2022,,,,,,,41.0,"Unknown Injury , Eye Injury , Knee Problems ,",7.0,"Tear in a joint capsule , Knee Problems ,"
3429,Eduardo Quaresma,https://www.transfermarkt.com/eduardo-quaresma/profil/spieler/504073,,,2022,,,,,,,16.0,"Corona virus , Corona virus ,",,
3430,Justin Che,https://www.transfermarkt.com/justin-che/profil/spieler/796429,,,2022,,,,,,,21.0,"Foot Injury ,",,
3431,Angelo Stiller,https://www.transfermarkt.com/angelo-stiller/profil/spieler/443710,,,2022,,,,,,,22.0,"Ill , Shin bone bruise , Ill ,",53.0,"Knee Problems , bruised pelvis , Unknown Injury , Ruptured ligaments , Knee Problems ,"
3432,Finn Ole Becker,https://www.transfermarkt.com/finn-ole-becker/profil/spieler/334999,,,2022,,,,,,,68.0,"Unknown Injury , Adductor problems , Unknown Injury , Adductor problems ,",,
3433,Muhammed Damar,https://www.transfermarkt.com/muhammed-damar/profil/spieler/789898,,,2022,,,,,,,184.0,"Ruptured syndesmotic ligament , Ruptured syndesmotic ligament ,",,
3434,Danilho Doekhi,https://www.transfermarkt.com/danilho-doekhi/profil/spieler/387047,,,2022,,,,,,,35.0,"Ill , Hamstring Injury ,",11.0,"Muscle Injury ,"
3435,Robin Knoche,https://www.transfermarkt.com/robin-knoche/profil/spieler/94201,,,2022,,,,,,,6.0,"Ill ,",5.0,"Infection ,"
3436,Tymoteusz Puchacz,https://www.transfermarkt.com/tymoteusz-puchacz/profil/spieler/361575,,,2022,,,,,,,7.0,"Infection ,",,
3437,Paul Seguin,https://www.transfermarkt.com/paul-seguin/profil/spieler/183780,,,2022,,,,,,,45.0,"Torn Muscle Fibre , Cold ,",,
3438,Tim Maciejewski,https://www.transfermarkt.com/tim-maciejewski/profil/spieler/392156,,,2022,,,,,,,168.0,"Syndesmotic ligament tear ,",,
3439,Milos Pantovic,https://www.transfermarkt.com/milos-pantovic/profil/spieler/232144,,,2022,,,,,,,19.0,"Hip Injury , Corona virus ,",,
3440,Jamie Leweling,https://www.transfermarkt.com/jamie-leweling/profil/spieler/518505,,,2022,,,,,,,34.0,"Torn lateral collateral ligament , Corona virus ,",,
3441,Tim Skarke,https://www.transfermarkt.com/tim-skarke/profil/spieler/287920,,,2022,,,,,,,120.0,"Tear in the abductor muscle , Corona virus ,",57.0,"Flesh Wound , Bruised Foot ,"
3442,Fabian Bredlow,https://www.transfermarkt.com/fabian-bredlow/profil/spieler/187624,,,2022,,,,,,,39.0,"Thigh Problems , Corona virus ,",39.0,"Torn Collateral Ligament , Cold ,"
3443,Nicolas Glaus,https://www.transfermarkt.com/nicolas-glaus/profil/spieler/499319,,,2022,,,,,,,37.0,"Ankle Injury ,",,
3444,Hiroki Ito,https://www.transfermarkt.com/hiroki-ito/profil/spieler/353892,,,2022,,,,,,,17.0,"Nose surgery , Corona virus ,",10.0,"Infection , Ill , Minor Knock ,"
3445,Josha Vagnoman,https://www.transfermarkt.com/josha-vagnoman/profil/spieler/448258,,,2022,,,,,,,426.0,"Fitness , torn tendon , Torn Muscle Fibre , Fitness , torn tendon , Torn Muscle Fibre ,",98.0,"Fitness , Ankle fracture , Fitness , Ankle fracture ,"
3446,Gil Dias,https://www.transfermarkt.com/gil-dias/profil/spieler/329723,,,2022,,,,,,,28.0,"Muscle Injury ,",,
3447,Ömer Beyaz,https://www.transfermarkt.com/omer-beyaz/profil/spieler/588020,,,2022,,,,,,,7.0,"Corona virus ,",,
3448,Chris Führich,https://www.transfermarkt.com/chris-fuhrich/profil/spieler/272278,,,2022,,,,,,,108.0,"Knee Problems , Corona virus , Ankle Injury , Fitness , Collarbone fracture ,",41.0,"Surgery , Muscular problems ,"
3449,Luca Pfeiffer,https://www.transfermarkt.com/luca-pfeiffer/profil/spieler/232463,,,2022,,,,,,,28.0,"Flesh Wound ,",7.0,"Infection ,"
3450,Maxim Leitsch,https://www.transfermarkt.com/maxim-leitsch/profil/spieler/334207,,,2022,,,,,,,112.0,"Corona virus , Thigh Problems ,",141.0,"Ill , Hamstring Injury , Ill ,"
3451,Niklas Tauer,https://www.transfermarkt.com/niklas-tauer/profil/spieler/470815,,,2022,,,,,,,4.0,"Head Injury ,",,
3452,Jae-sung Lee,https://www.transfermarkt.com/jae-sung-lee/profil/spieler/314398,,,2022,,,,,,,94.0,"Knee Injury , Knee Injury ,",3.0,"Foot Injury ,"
3453,Delano Burgzorg,https://www.transfermarkt.com/delano-burgzorg/profil/spieler/436585,,,2022,,,,,,,141.0,"Heart Condition , Corona virus , Groin Injury ,",,
3454,Jonathan Burkardt,https://www.transfermarkt.com/jonathan-burkardt/profil/spieler/333647,,,2022,,,,,,,3.0,"Muscular problems ,",642.0,"Knee Surgery , Influenza , Flesh Wound , Hamstring Injury , Knee Surgery ,"
3455,Marlon Mustapha,https://www.transfermarkt.com/marlon-mustapha/profil/spieler/532495,,,2022,,,,,,,54.0,"Ill , Corona virus , Infection , Ill ,",,
3456,Rafal Gikiewicz,https://www.transfermarkt.com/rafal-gikiewicz/profil/spieler/78339,,,2022,,,,,,,10.0,"Corona virus ,",,
3457,Benjamin Leneis,https://www.transfermarkt.com/benjamin-leneis/profil/spieler/381250,,,2022,,,,,,,58.0,"Gastric problems , Medial Collateral Ligament Tear ,",,
3458,Niklas Dorsch,https://www.transfermarkt.com/niklas-dorsch/profil/spieler/251302,,,2022,,,,,,,77.0,"Collarbone fracture , Influenza ,",270.0,"Nose surgery , Ill , Fever , Metatarsal Fracture , Metatarsal Fracture , Nose surgery , Ill , Fever ,"
3459,Mergim Berisha,https://www.transfermarkt.com/mergim-berisha/profil/spieler/307924,,,2022,,,,,,,117.0,"Thigh Muscle Strain , Tear in the abductor muscle , Thigh Muscle Strain ,",64.0,"Ankle problems , Ankle problems ,"
3460,Ricardo Pepi,https://www.transfermarkt.com/ricardo-pepi/profil/spieler/627207,,,2022,,,,,,,2.0,"Fitness ,",,
3461,Kelvin Yeboah,https://www.transfermarkt.com/kelvin-yeboah/profil/spieler/589737,,,2022,,,,,,,17.0,"Corona virus ,",58.0,"Ruptured ankle aigament , Ruptured ankle aigament ,"
3462,Marvin Schwäbe,https://www.transfermarkt.com/marvin-schwabe/profil/spieler/160929,,,2022,,,,,,,7.0,"Corona virus ,",,
