,Player,Player_url,Duration_2018,Type_2018,Season,Duration_2019,Type_2019,Duration_2020,Type_2020,Duration_2021,Type_2021,Duration_2022,Type_2022,Duration_2023,Type_2023
417,Benjamin Hübner,https://www.transfermarkt.com/benjamin-hubner/profil/spieler/52348,73.0,"Thigh Muscle Strain , Knee Problems , Muscular problems , Thigh Problems , Rest ,",2018,178.0,"Medial Collateral Ligament Injury , Back trouble , Corona virus ,",25.0,"Medial Collateral Ligament Injury , Back trouble ,",294.0,"Tear in a joint capsule ,",193.0,"Back trouble , Corona virus , Fitness , Back trouble ,",,
418,Kevin Akpoguma,https://www.transfermarkt.com/kevin-akpoguma/profil/spieler/160241,49.0,"Fitness ,",2018,135.0,"Thigh Problems , Thigh Problems ,",1.0,"Thigh Problems ,",192.0,"Thigh Problems , Knock , Fitness , Hamstring Injury , Thigh Problems ,",76.0,"Thigh Problems , Corona virus , Thigh Problems , Corona virus ,",4.0,"Thigh Problems , Thigh Problems ,"
419,Ermin Bicakcic,https://www.transfermarkt.com/ermin-bicakcic/profil/spieler/51676,95.0,"Adductor problems , Fitness , Cruciate Ligament Strain ,",2018,66.0,"Fitness , Corona virus , Fitness , Cruciate Ligament Rupture , Calf Problems ,",,,276.0,"Cruciate Ligament Rupture ,",304.0,"Corona virus , Fitness , Corona virus ,",,
420,Nico Schulz,https://www.transfermarkt.com/nico-schulz/profil/spieler/85867,0.0,"Muscular problems ,",2018,9.0,"Muscle Injury , Torn Muscle Fibre ,",65.0,"Muscle Injury , Torn Muscle Fibre ,",98.0,"Torn Muscle Fibre , Calf Injury , Torn Muscle Fibre , Calf Injury ,",166.0,"Muscle Injury , Torn Muscle Fibre , Muscle Injury , Muscle Injury , Torn Muscle Fibre , Muscle Injury ,",,
421,Pavel Kaderabek,https://www.transfermarkt.com/pavel-kaderabek/profil/spieler/143798,70.0,"Back trouble , Ligament Problems , Rest , Back trouble , Ligament Problems , Rest ,",2018,,,4.0,"Hamstring Injury ,",95.0,"Fitness , Calf Problems , Quarantine , Fitness , Quarantine , Hamstring Injury ,",119.0,"Ill , Corona virus , Hamstring Injury , Ankle Injury , Calf Problems ,",78.0,"Hamstring Injury , Torn Muscle Fibre ,"
422,Stefan Posch,https://www.transfermarkt.com/stefan-posch/profil/spieler/223974,157.0,"groin strain , Fitness , Pubis bone irritation , Hip Injury , Bruised Rib , Minor Knock , Torn Ligament ,",2018,7.0,"Laceration ,",17.0,"Laceration ,",93.0,"Corona virus , Quarantine , Torn Ankle Ligament , Shin bone bruise , Corona virus , Quarantine , Torn Ankle Ligament ,",20.0,"Laceration , Corona virus , Laceration , Corona virus ,",,
423,Florian Grillitsch,https://www.transfermarkt.com/florian-grillitsch/profil/spieler/195736,11.0,"Cold , Gastric problems , Fitness , Foot Injury ,",2018,43.0,"Knock , Knock , Muscle Injury , Corona virus , Corona virus , Cold ,",34.0,"Knock , Knock , Muscle Injury ,",43.0,"Abdominal Strain , Rest , Quarantine ,",,,37.0,"Knock , Knock ,"
424,Alfons Amade,https://www.transfermarkt.com/alfons-amade/profil/spieler/296340,17.0,"Knock ,",2018,,,27.0,"Knee Injury ,",,,,,,
425,Joelinton,https://www.transfermarkt.com/joelinton/profil/spieler/333241,37.0,"Ruptured lateral collateral ligament ,",2018,51.0,"Knock , Laceration , Knock , Groin Injury ,",23.0,"Knock , Laceration , Knock , Groin Injury , Ankle Injury ,",,,46.0,"Laceration , Knock , Groin Injury ,",9.0,"Knock ,"
426,Kerem Demirbay,https://www.transfermarkt.com/kerem-demirbay/profil/spieler/125858,132.0,"Capsular rupture in the ankle , Fitness , Torn ankle ligament , Hamstring Injury , Torn Muscle Fibre ,",2018,53.0,"Muscular problems , Tear in a joint capsule , Corona virus ,",14.0,"Muscular problems , Tear in a joint capsule ,",22.0,"Corona virus , Corona virus ,",28.0,"Tear in a joint capsule , Tear in a joint capsule ,",,
427,Nadiem Amiri,https://www.transfermarkt.com/nadiem-amiri/profil/spieler/232454,27.0,"Bruised Foot , Bruise , Calf Strain , Bruised Foot ,",2018,139.0,"Unknown Injury , Ill ,",34.0,"Unknown Injury ,",20.0,"Corona virus , Quarantine ,",43.0,"Unknown Injury , Ill , Unknown Injury ,",,
428,Dennis Geiger,https://www.transfermarkt.com/dennis-geiger/profil/spieler/251309,34.0,"Muscular problems , Thigh Muscle Strain , Muscular problems , Muscular problems , Rest , Calf muscle strain , Muscular problems , Rest , Minor Knock ,",2018,356.0,"Adductor problems , Unknown Injury , Ill ,",41.0,"Adductor problems , Unknown Injury , Ill , Bruise , Corona virus , Head Injury ,",209.0,"Surgery , Muscular problems , Fractured Hand , Knee Problems ,",119.0,"Bruise , Corona virus , Head Injury , Muscular problems , Thigh Problems ,",22.0,"Unknown Injury , Ill ,"
429,Lukas Rupp,https://www.transfermarkt.com/lukas-rupp/profil/spieler/82863,75.0,"Calf Problems , Knee Problems , Ankle problems , Muscular problems , Rest , Hip problems , Pelvis Injury , Rest , Back trouble ,",2018,309.0,"Unknown Injury ,",,,,,,,,
430,Leonardo Bittencourt,https://www.transfermarkt.com/leonardo-bittencourt/profil/spieler/93844,96.0,"Groin Surgery , Adductor problems , Adductor problems , Hip problems , Adductor problems , Hip problems ,",2018,43.0,"Ill , Cold , Ill ,",14.0,"Ill ,",,,120.0,"Corona virus , Infection , Medial Collateral Ligament Injury , Corona virus ,",100.0,"Ill , Cold , Ill , Strain , Ill , Cold , Ill , Strain ,"
431,Robert Zulj,https://www.transfermarkt.com/robert-zulj/profil/spieler/122676,101.0,"Fitness , Pubitis ,",2018,5.0,"Adductor problems ,",,,,,,,,
432,Vincenzo Grifo,https://www.transfermarkt.com/vincenzo-grifo/profil/spieler/185077,88.0,"Cruciate ligament stretch , Tear in a joint capsule , Cruciate ligament stretch ,",2018,,,,,24.0,"Corona virus , Corona virus ,",,,6.0,"Ill , Ill ,"
433,Steven Zuber,https://www.transfermarkt.com/steven-zuber/profil/spieler/68033,6.0,"Ill ,",2018,54.0,"Abdominal Strain , Abdominal Strain ,",224.0,"Abdominal Strain , Abdominal Strain , Tear in the abductor muscle , Foot surgery ,",,,,,,
434,Philipp Ochs,https://www.transfermarkt.com/philipp-ochs/profil/spieler/207592,5.0,"Knock ,",2018,,,,,,,,,,
435,Robin Hack,https://www.transfermarkt.com/robin-hack/profil/spieler/284010,14.0,"Abdominal Influenza , Concussion ,",2018,,,,,70.0,"Torn ankle ligament , Ankle Injury ,",,,,
436,Nicolas Wähling,https://www.transfermarkt.com/nicolas-wahling/profil/spieler/282180,8.0,"Knock ,",2018,,,,,,,,,,
437,Andrej Kramaric,https://www.transfermarkt.com/andrej-kramaric/profil/spieler/46580,20.0,"Minor Knock , Plantar fascia ,",2018,28.0,"Ankle problems ,",144.0,"Ankle problems , Corona virus , Head Injury , Ankle problems , Ankle Injury ,",50.0,"Ankle problems , Ankle Injury , Quarantine , Fitness , Corona virus ,",21.0,"Corona virus , Head Injury ,",14.0,"Ankle problems , Ankle problems ,"
438,Ishak Belfodil,https://www.transfermarkt.com/ishak-belfodil/profil/spieler/111039,13.0,"Minor Knock , Knock , Influenza ,",2018,81.0,"Corona virus ,",275.0,"Corona virus , Adductor problems ,",49.0,"Adductor problems , Unknown Injury , Fitness , Corona virus , Infected wound ,",,,,
439,Ádám Szalai,https://www.transfermarkt.com/adam-szalai/profil/spieler/39106,70.0,"Fitness , Tear in the abductor muscle , Calf Problems ,",2018,7.0,"Minor Knock ,",,,42.0,"Fitness , Meniscal Injury ,",,,,
440,David Otto,https://www.transfermarkt.com/david-otto/profil/spieler/362184,35.0,"Knock , Knock ,",2018,,,,,,,,,,
441,Jan Zimmermann,https://www.transfermarkt.com/jan-zimmermann/profil/spieler/10917,17.0,"open wound ,",2018,,,,,,,,,,
442,Martin Hinteregger,https://www.transfermarkt.com/martin-hinteregger/profil/spieler/85789,48.0,"Rest , Fitness , Ankle Surgery , Ankle problems ,",2018,24.0,"Torn Muscle Fibre , Ill , Minor Knock ,",14.0,"Torn Muscle Fibre , Ill ,",35.0,"Thigh Problems ,",,,,
443,Carlos Salcedo,https://www.transfermarkt.com/carlos-salcedo/profil/spieler/256866,45.0,"Fitness , Collarbone fracture , Influenza , Fitness ,",2018,,,,,,,,,,
444,Simon Falette,https://www.transfermarkt.com/simon-falette/profil/spieler/170927,2.0,"Knee Problems ,",2018,11.0,"Unknown Injury ,",15.0,"Unknown Injury , Unknown Injury , Unknown Injury ,",,,,,,
445,David Abraham,https://www.transfermarkt.com/david-abraham/profil/spieler/58178,67.0,"Abdominal muscles injury , Ankle fracture ,",2018,108.0,"Knee Injury , Sideband strain in the knee , Back trouble , Quarantine , Quarantine , Back trouble , Muscular problems ,",45.0,"Knee Injury , Sideband strain in the knee , Back trouble , Quarantine , Quarantine ,",,,,,,
446,Makoto Hasebe,https://www.transfermarkt.com/makoto-hasebe/profil/spieler/39259,54.0,"Influenza , Knee Problems , Knee Problems , Knee Problems , Knee Problems , Knee Problems ,",2018,29.0,"Ill , Ruptured intraarticular ligament initiation in knee ,",53.0,"Ill , Ruptured intraarticular ligament initiation in knee , Rest , Fitness , Pneumothorax ,",,,32.0,"Fitness , Pneumothorax , Minor Knock ,",83.0,"Ruptured intraarticular ligament initiation in knee , Rest ,"
447,Marco Russ,https://www.transfermarkt.com/marco-russ/profil/spieler/16520,39.0,"Bruise , Cold , Heel pain , Achilles tendon problems ,",2018,42.0,"Quarantine , Achilles tendon rupture , Achilles tendon problems ,",,,,,,,,
448,Andersson Ordóñez,https://www.transfermarkt.com/andersson-ordonez/profil/spieler/234625,9.0,"Knee Problems , Adductor problems ,",2018,,,,,,,,,,
449,Taleb Tawatha,https://www.transfermarkt.com/taleb-tawatha/profil/spieler/60761,14.0,"Thigh Problems , Ill ,",2018,,,,,,,,,,
450,Danny da Costa,https://www.transfermarkt.com/danny-da-costa/profil/spieler/85906,105.0,"Fitness , Tendon crack , Thigh Problems ,",2018,4.0,"Ill ,",28.0,"Ill , Pubis bone irritation , Pubis bone irritation ,",,,46.0,"Pubis bone irritation , Pubis bone irritation , Corona virus ,",61.0,"Ill , Pubis bone irritation , Ill ,"
451,Timothy Chandler,https://www.transfermarkt.com/timothy-chandler/profil/spieler/49723,55.0,"Knee Problems , Fitness , Torn Meniscus , Achilles tendon problems ,",2018,252.0,"Infection , Quarantine ,",14.0,"Infection ,",,,,,8.0,"Infection , Infection ,"
452,Lucas Torró,https://www.transfermarkt.com/lucas-torro/profil/spieler/213670,24.0,"Knock , Knee Injury ,",2018,163.0,"Tear in the abductor muscle , Hamstring Injury , Muscle Injury , Quarantine ,",136.0,"Tear in the abductor muscle , Hamstring Injury , Muscle Injury , Quarantine ,",27.0,"Hamstring Injury , Muscle Injury ,",,,17.0,"Tear in the abductor muscle ,"
453,Jonathan de Guzmán,https://www.transfermarkt.com/jonathan-de-guzman/profil/spieler/31067,183.0,"Thigh Muscle Strain , Fitness , Acromioclavicular Separation , Muscular problems , Dental Surgery , Fitness , Adductor problems , Fitness ,",2018,3.0,"Hamstring Injury ,",,,,,,,,
454,Gelson Fernandes,https://www.transfermarkt.com/gelson-fernandes/profil/spieler/20081,42.0,"Fitness , Torn Muscle Fibre ,",2018,19.0,"Calf Injury , Quarantine ,",,,,,,,,
455,Allan,https://www.transfermarkt.com/allan/profil/spieler/385271,95.0,"Arm Injury ,",2018,,,,,,,,,,
456,Marc Stendera,https://www.transfermarkt.com/marc-stendera/profil/spieler/160943,79.0,"Fitness , Ill , Fitness , Sprained Ankle , Shoulder Injury ,",2018,,,,,,,,,,
457,Max Besuschkow,https://www.transfermarkt.com/max-besuschkow/profil/spieler/207578,24.0,"Ill , Torn Muscle Fibre ,",2018,,,,,,,,,,
458,Sahverdi Cetin,https://www.transfermarkt.com/sahverdi-cetin/profil/spieler/342100,113.0,"Ruptured syndesmotic ligament , Hip problems , Ankle problems ,",2018,,,,,,,,,,
459,Nelson Mandela Mbouhom,https://www.transfermarkt.com/nelson-mandela-mbouhom/profil/spieler/326399,257.0,"Cruciate Ligament Rupture ,",2018,,,,,,,,,,
460,Filip Kostić,https://www.transfermarkt.com/filip-kosti%C4%87/profil/spieler/161011,47.0,"Torn Muscle Fibre , Tear in a joint capsule ,",2018,,,,,38.0,"Intraarticular ligament fissure ,",15.0,"Influenza , Corona virus , Achilles tendon problems ,",4.0,"Achilles Irritation ,"
461,Mijat Gacinovic,https://www.transfermarkt.com/mijat-gacinovic/profil/spieler/215864,3.0,"Sprained ankle , Minor Knock , Calf Problems ,",2018,60.0,"Groin Injury , Ankle Injury , Quarantine , Cold , Cold ,",54.0,"Groin Injury , Ankle Injury , Quarantine , Cold , Cold , Adductor problems , Adductor problems , Muscular problems ,",27.0,"Ankle Injury ,",,,,
462,Daichi Kamada,https://www.transfermarkt.com/daichi-kamada/profil/spieler/356141,14.0,"Ill , Dead Leg ,",2018,,,25.0,"Infection , Torn Muscle Fibre ,",7.0,"Lumbago ,",14.0,"Torn Muscle Fibre ,",4.0,"Infection ,"
463,Marco Fabián,https://www.transfermarkt.com/marco-fabian/profil/spieler/67685,193.0,"Influenza , Fitness , Lumbar vertebrae problems , Bruise ,",2018,,,,,,,,,,
464,Nicolai Müller,https://www.transfermarkt.com/nicolai-muller/profil/spieler/39426,255.0,"Fitness , Cruciate Ligament Rupture ,",2018,,,,,,,,,,
465,Ante Rebic,https://www.transfermarkt.com/ante-rebic/profil/spieler/187587,49.0,"Ill , Torn Muscle Fibre , Cold , Ankle problems ,",2018,54.0,"Ankle Injury , Tear in the abductor muscle , Back trouble , Knee Problems ,",16.0,"Ankle Injury , Tear in the abductor muscle , Back trouble ,",117.0,"Calf Problems , Problems with the hip flexor , Problems with the hip flexor , Hip problems , Patella problems , Corona virus , Foot Injury , Elbow Injury , Elbow Injury ,",83.0,"Knee Problems , Muscle Fatigue , Ankle Injury , Thigh muscle rupture , Ankle Injury ,",,
466,Danny Blum,https://www.transfermarkt.com/danny-blum/profil/spieler/41541,180.0,"Inflammation , Fitness , Calf Problems , Calf Problems , Angina , Tonsillitis , Angina , Tonsillitis ,",2018,,,,,130.0,"Calf Injury , Calf Problems , Calf Problems , Corona virus , Calf Injury ,",,,,
467,Patrice Kabuya,https://www.transfermarkt.com/patrice-kabuya/profil/spieler/336003,293.0,"Cruciate Ligament Rupture ,",2018,,,,,,,,,,
468,Luka Jović,https://www.transfermarkt.com/luka-jovi%C4%87/profil/spieler/257462,10.0,"Bruised Knee , Ill ,",2018,,,,,48.0,"Muscular problems , Tear in the abductor muscle , Corona virus , Minor Knock , Corona virus ,",51.0,"Dental Surgery , Ankle Injury , Corona virus , Knock , Abdominal Influenza ,",39.0,"Virus Infection , Unknown Injury , Unknown Injury , Virus Infection ,"
469,Sébastien Haller,https://www.transfermarkt.com/sebastien-haller/profil/spieler/181375,10.0,"Dental Surgery ,",2018,35.0,"Knee Problems ,",30.0,"Knee Problems , Fitness ,",,,4.0,"Ill ,",190.0,"Knee Problems , Fitness , Testicular Cancer , Knee Problems , Fitness ,"
470,Yann Sommer,https://www.transfermarkt.com/yann-sommer/profil/spieler/42205,27.0,"Pulled hamstring at the adductors , Twisted knee ,",2018,,,,,4.0,"Adductor problems ,",7.0,"Corona virus ,",31.0,"Cold , Torn Ankle Ligament , Cold ,"
471,Nico Elvedi,https://www.transfermarkt.com/nico-elvedi/profil/spieler/192635,3.0,"Tear in a joint capsule ,",2018,28.0,"Cold , Cold ,",18.0,"Cold , Cold ,",21.0,"Knock , Muscle Injury ,",35.0,"Corona virus , Abdominal Influenza , Ruptured lateral collateral ligament ,",20.0,"Cold , Cold , Overstretching ,"
472,Tony Jantschke,https://www.transfermarkt.com/tony-jantschke/profil/spieler/47587,69.0,"Bruised Knee , Bone Bruise , Head Injury , Head Injury , Muscular problems ,",2018,7.0,"Torn Meniscus ,",60.0,"Torn Meniscus , Thigh Problems , Knock ,",10.0,"Knee Problems ,",116.0,"Knee Surgery , Corona virus , Knee Problems , Facial Injury ,",52.0,"Torn Meniscus , Thigh Problems , Knock ,"
473,Mamadou Doucouré,https://www.transfermarkt.com/mamadou-doucoure/profil/spieler/340480,623.0,"Muscle partial avulsion , Torn muscle bundle , Torn muscle bundle ,",2018,137.0,"Fitness ,",67.0,"Fitness ,",77.0,"Knock ,",295.0,"Muscular problems , Corona virus , Achilles tendon rupture ,",200.0,"Fitness , Knee Problems , Tear in a joint capsule , Fitness ,"
474,Florian Mayer,https://www.transfermarkt.com/florian-mayer/profil/spieler/331634,38.0,"Muscle Injury , Muscle Injury ,",2018,,,,,,,,,,
475,Oscar Wendt,https://www.transfermarkt.com/oscar-wendt/profil/spieler/19305,42.0,"Muscle partial avulsion ,",2018,,,2.0,"Hamstring Injury ,",,,,,,
476,Denis Zakaria,https://www.transfermarkt.com/denis-zakaria/profil/spieler/334526,20.0,"Torn Muscle Fibre ,",2018,4.0,"Hamstring Injury ,",246.0,"Hamstring Injury ,",9.0,"Knee Problems ,",113.0,"Thigh Problems , Tear in the abductor muscle , Strain , Corona virus , Fitness , Corona virus , Thigh Problems , Tear in the abductor muscle , Strain ,",62.0,"Hamstring Injury , Hamstring Injury ,"
477,Christoph Kramer,https://www.transfermarkt.com/christoph-kramer/profil/spieler/82097,72.0,"Knee Injury , Pinched nerve , Ill , Neck Injury , Shoulder Injury , Minor Knock , Head Injury , Thigh Problems , Nasal Bone Fracture ,",2018,35.0,"Ruptured intraarticular ligament initiation in knee ,",42.0,"Ruptured intraarticular ligament initiation in knee , Muscular problems , Muscular problems ,",14.0,"Tear in a joint capsule ,",63.0,"Corona virus , Cold , Hamstring Injury ,",32.0,"Muscular problems , Muscular problems , Ill , Concussion , Concussion , Ruptured ankle aigament ,"
478,Tobias Strobl,https://www.transfermarkt.com/tobias-strobl/profil/spieler/57845,433.0,"Fitness , Cruciate Ligament Rupture , Torn Meniscus ,",2018,,,150.0,"Cruciate Ligament Rupture , Ankle Injury , Torn Muscle Fibre ,",,,652.0,"Cruciate Ligament Rupture , Ankle Injury ,",,
479,Florian Neuhaus,https://www.transfermarkt.com/florian-neuhaus/profil/spieler/278332,3.0,"Adductor problems ,",2018,,,,,,,,,182.0,"Partial damage to the cruciate ligament , Partial damage to the cruciate ligament ,"
480,Michaël Cuisance,https://www.transfermarkt.com/michael-cuisance/profil/spieler/344600,7.0,"Ankle Injury ,",2018,,,43.0,"Muscular problems , Muscle Fatigue , Unknown Injury , Muscular problems ,",20.0,"Sprained ankle , Quarantine ,",25.0,"Unknown Injury , Muscular problems , Quarantine ,",,
481,László Bénes,https://www.transfermarkt.com/laszlo-benes/profil/spieler/243188,251.0,"Foot surgery , Torn Muscle Fibre , Metatarsal Fracture ,",2018,34.0,"Torn Muscle Fibre , Torn Muscle Fibre ,",18.0,"Torn Muscle Fibre , Torn Muscle Fibre , Ankle Injury ,",48.0,"Ankle Injury ,",,,,
482,Torben Müsel,https://www.transfermarkt.com/torben-musel/profil/spieler/368860,31.0,"Torn Muscle Fibre ,",2018,,,196.0,"Back trouble ,",266.0,"Knee Surgery ,",32.0,"Hamstring Injury ,",,
483,Fabian Johnson,https://www.transfermarkt.com/fabian-johnson/profil/spieler/31041,322.0,"Back trouble , Back trouble , Back trouble , Back trouble , Back trouble , Back trouble ,",2018,,,,,,,,,,
484,Jonas Hofmann,https://www.transfermarkt.com/jonas-hofmann/profil/spieler/7161,87.0,"Medial Collateral Ligament avulsion , Muscular problems ,",2018,31.0,"Ill , Acromioclavicular Separation ,",63.0,"Ill ,",97.0,"Knee Injury , Corona virus , Muscular problems , Torn muscle bundle , Knee Injury , Corona virus , Muscular problems ,",126.0,"Torn Muscle Fibre , Knee Surgery , Torn Muscle Fibre , Knee Surgery ,",34.0,"Ill , Acromioclavicular Separation , Ill , Acromioclavicular Separation ,"
485,Patrick Herrmann,https://www.transfermarkt.com/patrick-herrmann/profil/spieler/32711,32.0,"Torn lateral collateral ligament , Torn Muscle Fibre ,",2018,10.0,"Corona virus ,",,,3.0,"Muscular problems ,",11.0,"Corona virus ,",,
486,Ibrahima Traoré,https://www.transfermarkt.com/ibrahima-traore/profil/spieler/47285,189.0,"Torn Muscle Fibre , Torn muscle bundle ,",2018,88.0,"Cold , Ill , Fitness ,",121.0,"Cold , Ill , Fitness , Adductor problems , Ankle Injury , Groin Surgery , Tear in the abductor muscle ,",,,,,,
487,Raffael,https://www.transfermarkt.com/raffael/profil/spieler/19819,60.0,"Cals Sclerosis , Calf Problems ,",2018,147.0,"Foot Injury , Foot Injury , Adductor problems ,",,,,,,,,
488,Josip Drmic,https://www.transfermarkt.com/josip-drmic/profil/spieler/140579,203.0,"Knee Injury ,",2018,75.0,"Hamstring Injury , Hamstring Injury , Torn Muscle Fibre ,",,,,,,,,
489,Julio Villalba,https://www.transfermarkt.com/julio-villalba/profil/spieler/401717,267.0,"Torn muscle bundle , Ill , Finger Injury ,",2018,,,109.0,"Unknown Injury ,",,,,,,
490,Koen Casteels,https://www.transfermarkt.com/koen-casteels/profil/spieler/108880,14.0,"Muscular problems ,",2018,52.0,"Shoulder Injury ,",77.0,"Shoulder Injury ,",11.0,"Knee Problems , laceration , Thigh Problems ,",87.0,"Shoulder Injury , Hip problems , Fitness , Corona virus , Shoulder Injury , Hip problems , Fitness , Nasal Bone Fracture ,",,
491,Phillip Menzel,https://www.transfermarkt.com/phillip-menzel/profil/spieler/284346,4.0,"Finger Injury ,",2018,,,,,,,,,,
492,John Anthony Brooks,https://www.transfermarkt.com/john-anthony-brooks/profil/spieler/124732,197.0,"Fitness , Knee inflammation , Toe Injury , Knock , Fitness , Tendon crack ,",2018,54.0,"Pulled hamstring at the adductors , Twisted knee ,",52.0,"Pulled hamstring at the adductors , Twisted knee ,",,,,,,
493,Marcel Tisserand,https://www.transfermarkt.com/marcel-tisserand/profil/spieler/170463,231.0,"torn tendon , Fitness , torn tendon , Fitness , Ill , Flu , Thigh Problems ,",2018,,,,,,,,,,
494,Felix Uduokhai,https://www.transfermarkt.com/felix-uduokhai/profil/spieler/278343,64.0,"Fitness , Knee Problems , Minor Knock , Knee Problems ,",2018,14.0,"Hamstring Injury ,",,,76.0,"Ankle Injury , Influenza ,",141.0,"Hamstring Injury , Corona virus , Knock ,",206.0,"Hamstring Injury , Syndesmotic ligament tear , Hamstring Injury , Syndesmotic ligament tear ,"
495,Jeffrey Bruma,https://www.transfermarkt.com/jeffrey-bruma/profil/spieler/88721,181.0,"Knee Problems , Virus Infection , Fitness , Knee Surgery ,",2018,17.0,"Unknown Injury ,",20.0,"Unknown Injury ,",,,,,,
496,Luca Itter,https://www.transfermarkt.com/luca-itter/profil/spieler/296378,65.0,"Torn Muscle Fibre , Muscular problems , Thigh Problems , Fitness , Bronchitis , Strain , Thigh Problems ,",2018,,,56.0,"Infection ,",67.0,"Muscle Injury ,",,,,
497,Dominik Franke,https://www.transfermarkt.com/dominik-franke/profil/spieler/288348,3.0,"Calf Problems , Infection ,",2018,,,,,,,,,,
498,Paul Verhaegh,https://www.transfermarkt.com/paul-verhaegh/profil/spieler/18021,58.0,"Head Injury , Ankle problems , Influenza , Influenza ,",2018,,,,,,,,,,
499,Sebastian Jung,https://www.transfermarkt.com/sebastian-jung/profil/spieler/49730,365.0,"Calf Problems , Fitness , Torn Muscle Fibre , Fitness , Torn ankle ligament , Fitness , Torn Muscle Fibre ,",2018,,,,,,,,,,
500,Ignacio Camacho,https://www.transfermarkt.com/ignacio-camacho/profil/spieler/58874,186.0,"Torn Muscle Fibre , Fitness , Ankle Surgery ,",2018,778.0,"Ankle problems , Tear in the abductor muscle ,",,,,,,,,
501,Josuha Guilavogui,https://www.transfermarkt.com/josuha-guilavogui/profil/spieler/93704,27.0,"Muscle Injury , Calf Problems , Minor Knock ,",2018,112.0,"Adductor problems , Calf Problems , Torn Muscle Fibre ,",105.0,"Adductor problems , Calf Problems ,",49.0,"Torn Muscle Fibre ,",4.0,"Calf Problems ,",,
502,Riechedly Bazoer,https://www.transfermarkt.com/riechedly-bazoer/profil/spieler/216443,125.0,"Meniscal Injury , Knock , Influenza , Muscular problems , Knee Injury , Torn Meniscus ,",2018,,,,,,,,,,
503,Maximilian Arnold,https://www.transfermarkt.com/maximilian-arnold/profil/spieler/117674,7.0,"Ill , Gastric problems ,",2018,,,,,10.0,"Corona virus ,",,,5.0,"Back trouble ,"
504,Yannick Gerhardt,https://www.transfermarkt.com/yannick-gerhardt/profil/spieler/119277,94.0,"Fitness , Ruptured syndesmotic ligament , Fitness ,",2018,42.0,"Ligament Injury , Facial Fracture ,",36.0,"Ligament Injury , Facial Fracture ,",,,,,126.0,"Ligament Injury , Ligament Injury ,"
505,John Yeboah,https://www.transfermarkt.com/john-yeboah/profil/spieler/439914,10.0,"Nasal Bone Fracture ,",2018,,,,,,,,,,
506,Josip Brekalo,https://www.transfermarkt.com/josip-brekalo/profil/spieler/293169,10.0,"Concussion , Calf Injury ,",2018,21.0,"Head Injury , Muscular problems ,",,,15.0,"Concussion , Corona virus ,",32.0,"Corona virus , Calf Injury ,",13.0,"Head Injury , Muscular problems ,"
507,Marvin Stefaniak,https://www.transfermarkt.com/marvin-stefaniak/profil/spieler/196421,45.0,"Thigh Problems , Fitness , Inflammation ,",2018,,,,,,,,,,
508,Felix Klaus,https://www.transfermarkt.com/felix-klaus/profil/spieler/89591,30.0,"Adductor problems , Thigh Problems ,",2018,134.0,"Bruised Foot , Torn Muscle Fibre ,",4.0,"Bruised Foot ,",,,,,,
509,Jakub Blaszczykowski,https://www.transfermarkt.com/jakub-blaszczykowski/profil/spieler/29835,187.0,"Fitness , Back Injury , Muscular problems , Calf muscle strain ,",2018,,,,,,,,,,
510,Ismail Azzaoui,https://www.transfermarkt.com/ismail-azzaoui/profil/spieler/289507,67.0,"Knee Injury ,",2018,316.0,"Knee Injury , Unknown Injury ,",,,,,,,,
511,Admir Mehmedi,https://www.transfermarkt.com/admir-mehmedi/profil/spieler/66058,180.0,"Torn Ligament , Metatarsal bone bruise , Minor Knock , Muscular problems , Minor Knock ,",2018,,,41.0,"Unknown Injury , Fitness , Unknown Injury ,",40.0,"Calf Problems , Achilles tendon problems ,",,,,
512,Victor Osimhen,https://www.transfermarkt.com/victor-osimhen/profil/spieler/401923,128.0,"Shoulder Injury , Shoulder Injury , Calf Problems ,",2018,,,,,94.0,"Head Injury , Corona virus , Shoulder Injury ,",74.0,"Muscular problems , Corona virus , Cheekbone Fracture , Calf Strain ,",68.0,"Tear in the abductor muscle , Biceps femoris muscle injury , Tear in the abductor muscle ,"
513,Daniel Ginczek,https://www.transfermarkt.com/daniel-ginczek/profil/spieler/79501,72.0,"Pulled hamstring at the adductors , Knee Problems , Adductor problems ,",2018,74.0,"torn tendon ,",126.0,"torn tendon ,",28.0,"Back trouble ,",,,,
514,Landry Dimata,https://www.transfermarkt.com/landry-dimata/profil/spieler/311489,3.0,"Knock ,",2018,,,,,,,,,,
515,Ralf Fährmann,https://www.transfermarkt.com/ralf-fahrmann/profil/spieler/39015,3.0,"Nose surgery ,",2018,49.0,"Adductor problems , Strain , Knock , Corona virus ,",54.0,"Adductor problems , Strain , Knock , Corona virus ,",,,46.0,"Knock , Corona virus ,",,
516,Matija Nastasic,https://www.transfermarkt.com/matija-nastasic/profil/spieler/143559,119.0,"Knee Injury , Rest , Ankle fracture , Ankle fracture , Gastric problems ,",2018,,,42.0,"Calf Injury , Unknown Injury , Achilles Irritation ,",121.0,"Calf Injury , Head Injury ,",55.0,"Unknown Injury , Achilles Irritation , Calf Problems , Unknown Injury ,",80.0,"Calf Injury , Calf Injury ,"
517,Pablo Insua,https://www.transfermarkt.com/pablo-insua/profil/spieler/171362,217.0,"Fitness , Fitness , Heart Condition , Minor Knock , Fitness ,",2018,,,,,,,,,,
