,Player,Player_url,Duration,Type,Season
202,Remi Matthews,https://www.transfermarkt.com/remi-matthews/profil/spieler/196722,2,"Hip Injury ,",2023
203,Chris Richards,https://www.transfermarkt.com/chris-richards/profil/spieler/578539,114,"Leg Injury , Leg Injury ,",2023
204,Michael Olise,https://www.transfermarkt.com/michael-olise/profil/spieler/566723,91,"Hamstring Injury ,",2023
205,Steven Benda,https://www.transfermarkt.com/steven-benda/profil/spieler/381469,247,"Cruciate Ligament Rupture ,",2023
206,Tim Ream,https://www.transfermarkt.com/tim-ream/profil/spieler/145466,58,"Fractured Arm , Fractured Arm ,",2023
207,Antonee Robinson,https://www.transfermarkt.com/antonee-robinson/profil/spieler/349701,60,"Ankle Injury , Ankle Injury ,",2023
208,Fodé Ballo-Touré,https://www.transfermarkt.com/fode-ballo-toure/profil/spieler/296422,58,"Acromioclavicular Separation , Acromioclavicular Separation ,",2023
209,Kenny Tete,https://www.transfermarkt.com/kenny-tete/profil/spieler/206746,60,"Knock , Knock ,",2023
210,Sasa Lukic,https://www.transfermarkt.com/sasa-lukic/profil/spieler/245056,24,"Hamstring Injury , Calf Problems ,",2023
211,Tom Cairney,https://www.transfermarkt.com/tom-cairney/profil/spieler/123275,38,"Ankle Injury ,",2023
212,Andreas Pereira,https://www.transfermarkt.com/andreas-pereira/profil/spieler/203394,29,"Ankle Injury ,",2023
213,Willian,https://www.transfermarkt.com/willian/profil/spieler/52769,23,"Torn Muscle Fibre , Thigh Problems , Calf Injury ,",2023
214,Harry Wilson,https://www.transfermarkt.com/harry-wilson/profil/spieler/279455,136,"Knee Injury , Knee Injury ,",2023
215,Adama Traoré,https://www.transfermarkt.com/adama-traore/profil/spieler/204103,24,"Hamstring Injury ,",2023
216,Raúl Jiménez,https://www.transfermarkt.com/raul-jimenez/profil/spieler/206040,140,"Hip problems , Knee Injury , Hip problems , Knee Injury ,",2023
217,Santiago Bueno,https://www.transfermarkt.com/santiago-bueno/profil/spieler/438001,178,"Hamstring Injury , Hamstring Injury ,",2023
218,Rayan Aït-Nouri,https://www.transfermarkt.com/rayan-ait-nouri/profil/spieler/578391,10,"Ill , Ill ,",2023
219,Nélson Semedo,https://www.transfermarkt.com/nelson-semedo/profil/spieler/231572,208,"Hamstring Injury , Hamstring Injury ,",2023
220,Boubacar Traoré,https://www.transfermarkt.com/boubacar-traore/profil/spieler/649020,136,"Groin Injury ,",2023
221,Jean-Ricner Bellegarde,https://www.transfermarkt.com/jean-ricner-bellegarde/profil/spieler/450050,58,"Sprained ankle ,",2023
222,Tommy Doyle,https://www.transfermarkt.com/tommy-doyle/profil/spieler/433183,42,"Calf Strain ,",2023
223,Bruno Jordão,https://www.transfermarkt.com/bruno-jordao/profil/spieler/415646,184,"Groin Injury , Groin Injury ,",2023
224,Pedro Neto,https://www.transfermarkt.com/pedro-neto/profil/spieler/487465,254,"Ankle Injury , Ankle Injury ,",2023
225,Pablo Sarabia,https://www.transfermarkt.com/pablo-sarabia/profil/spieler/74230,4,"Injury to the ankle , Injury to the ankle ,",2023
226,Matheus Cunha,https://www.transfermarkt.com/matheus-cunha/profil/spieler/517894,14,"Muscle Injury , Muscle Injury ,",2023
227,Sasa Kalajdzic,https://www.transfermarkt.com/sasa-kalajdzic/profil/spieler/369567,576,"Cruciate Ligament Rupture , Ankle problems , Cruciate Ligament Rupture , Ankle problems ,",2023
228,Hee-chan Hwang,https://www.transfermarkt.com/hee-chan-hwang/profil/spieler/292246,88,"Hamstring Injury , Hamstring Injury , Adductor problems , Hamstring Injury , Hamstring Injury , Adductor problems ,",2023
229,Jordan Beyer,https://www.transfermarkt.com/jordan-beyer/profil/spieler/403898,79,"Unknown Injury , Foot Injury , Torn Muscle Fibre , Muscular problems , Unknown Injury , Foot Injury ,",2023
230,CJ Egan-Riley,https://www.transfermarkt.com/cj-egan-riley/profil/spieler/581669,37,"Hamstring Injury ,",2023
231,Hannes Delcroix,https://www.transfermarkt.com/hannes-delcroix/profil/spieler/338635,146,"Knee Injury , Knee Injury ,",2023
232,Josh Brownhill,https://www.transfermarkt.com/josh-brownhill/profil/spieler/293569,47,"Foot Injury ,",2023
233,Aaron Ramsey,https://www.transfermarkt.com/aaron-ramsey/profil/spieler/646658,68,"Knee Injury ,",2023
234,Jacob Bruun Larsen,https://www.transfermarkt.com/jacob-bruun-larsen/profil/spieler/293281,139,"Groin Surgery ,",2023
235,Darko Churlinov,https://www.transfermarkt.com/darko-churlinov/profil/spieler/386786,79,"Unknown Injury ,",2023
236,Nathan Redmond,https://www.transfermarkt.com/nathan-redmond/profil/spieler/129078,19,"Unknown Injury , Unknown Injury , Hand fracture ,",2023
237,Zeki Amdouni,https://www.transfermarkt.com/zeki-amdouni/profil/spieler/548729,24,"Unknown Injury , Unknown Injury ,",2023
238,Lyle Foster,https://www.transfermarkt.com/lyle-foster/profil/spieler/467623,8,"Knock ,",2023
239,Michael Obafemi,https://www.transfermarkt.com/michael-obafemi/profil/spieler/444208,196,"Hamstring Injury , Hamstring Injury ,",2023
240,Jay Rodríguez,https://www.transfermarkt.com/jay-rodriguez/profil/spieler/53360,227,"Hip Injury , Calf Injury , Ankle Injury , Hip problems ,",2023
241,Rhian Brewster,https://www.transfermarkt.com/rhian-brewster/profil/spieler/406560,662,"Hamstring Injury , Hamstring Injury ,",2023
242,Teden Mengi,https://www.transfermarkt.com/teden-mengi/profil/spieler/548470,272,"Hamstring Injury , Hamstring Injury ,",2023
243,Gabriel Osho,https://www.transfermarkt.com/gabriel-osho/profil/spieler/364409,46,"Knee Injury , Unknown Injury ,",2023
244,Issa Kaboré,https://www.transfermarkt.com/issa-kabore/profil/spieler/649452,4,"Sprained ankle ,",2023
245,Jacob Brown,https://www.transfermarkt.com/jacob-brown/profil/spieler/469958,43,"Thigh Problems ,",2023
246,Keylor Navas,https://www.transfermarkt.com/keylor-navas/profil/spieler/79422,149,"Groin Injury , Rest , Back Injury , Minor Knock , Lumbar vertebrae problems , Groin Injury , Rest , Back Injury ,",2023
247,Sergio Rico,https://www.transfermarkt.com/sergio-rico/profil/spieler/207302,122,"Brain haemorrhage , Rest ,",2023
248,Marquinhos,https://www.transfermarkt.com/marquinhos/profil/spieler/181767,9,"Dead Leg , Rest ,",2023
249,Milan Skriniar,https://www.transfermarkt.com/milan-skriniar/profil/spieler/204069,135,"Lumbar Vertebra Fracture , Back trouble , Lumbago , Lumbar Vertebra Fracture ,",2023
250,Lucas Hernández,https://www.transfermarkt.com/lucas-hernandez/profil/spieler/281963,532,"Cruciate Ligament Rupture , Torn muscle bundle , Cruciate Ligament Rupture , Torn muscle bundle ,",2023
251,Presnel Kimpembe,https://www.transfermarkt.com/presnel-kimpembe/profil/spieler/282041,442,"Achilles tendon rupture , Achilles tendon problems , Achilles tendon problems , Hamstring Injury , Calf Injury , Achilles tendon rupture , Achilles tendon problems ,",2023
252,Nuno Mendes,https://www.transfermarkt.com/nuno-mendes/profil/spieler/616341,414,"Hamstring Injury , Muscle Injury , Muscle Injury , Hamstring Injury , Hamstring Injury , Muscle Injury ,",2023
253,Layvin Kurzawa,https://www.transfermarkt.com/layvin-kurzawa/profil/spieler/126710,271,"Sideband tear , Knock , Sideband tear ,",2023
254,Achraf Hakimi,https://www.transfermarkt.com/achraf-hakimi/profil/spieler/398073,19,"Hamstring Injury ,",2023
255,Nordi Mukiele,https://www.transfermarkt.com/nordi-mukiele/profil/spieler/348026,136,"Hamstring Injury , Hamstring Injury ,",2023
256,Danilo Pereira,https://www.transfermarkt.com/danilo-pereira/profil/spieler/141050,106,"Fractured Rib , Hamstring Injury , Fractured Rib , Hamstring Injury ,",2023
257,Fabián Ruiz,https://www.transfermarkt.com/fabian-ruiz/profil/spieler/350219,9,"Adductor problems ,",2023
258,Ousmane Dembélé,https://www.transfermarkt.com/ousmane-dembele/profil/spieler/288230,178,"Hamstring Injury , Hamstring Injury ,",2023
259,Kylian Mbappé,https://www.transfermarkt.com/kylian-mbappe/profil/spieler/342229,24,"Hamstring Injury , Adductor problems , Hamstring Injury , Adductor problems ,",2023
260,Randal Kolo Muani,https://www.transfermarkt.com/randal-kolo-muani/profil/spieler/487969,4,"Adductor problems ,",2023
261,Gonçalo Ramos,https://www.transfermarkt.com/goncalo-ramos/profil/spieler/550550,18,"Muscular problems , Muscle Injury ,",2023
262,Radoslaw Majecki,https://www.transfermarkt.com/radoslaw-majecki/profil/spieler/346546,79,"Chest injury , Muscle Injury , Chest injury ,",2023
263,Mohammed Salisu,https://www.transfermarkt.com/mohammed-salisu/profil/spieler/563963,205,"Hip Injury , Knock ,",2023
264,Guillermo Maripán,https://www.transfermarkt.com/guillermo-maripan/profil/spieler/249730,70,"Knee Injury , Abdominal Strain , Knee Injury , Abdominal Strain ,",2023
265,Yllan Okou,https://www.transfermarkt.com/yllan-okou/profil/spieler/745202,30,"Muscle Injury ,",2023
266,Caio Henrique,https://www.transfermarkt.com/caio-henrique/profil/spieler/420064,7,"Corona virus ,",2023
267,Ismail Jakobs,https://www.transfermarkt.com/ismail-jakobs/profil/spieler/375137,32,"Hip Injury , Hip Injury ,",2023
268,Vanderson,https://www.transfermarkt.com/vanderson/profil/spieler/789082,37,"Knee Injury ,",2023
269,Wilfried Singo,https://www.transfermarkt.com/wilfried-singo/profil/spieler/648779,86,"Biceps femoris muscle injury , Knee Problems , Biceps femoris muscle injury , Knee Problems ,",2023
270,Mohamed Camara,https://www.transfermarkt.com/mohamed-camara/profil/spieler/543382,20,"Ankle Injury , Ankle Injury ,",2023
271,Denis Zakaria,https://www.transfermarkt.com/denis-zakaria/profil/spieler/334526,62,"Hamstring Injury , Hamstring Injury ,",2023
272,Aleksandr Golovin,https://www.transfermarkt.com/aleksandr-golovin/profil/spieler/263918,15,"Fever , Adductor problems ,",2023
273,Eliesse Ben Seghir,https://www.transfermarkt.com/eliesse-ben-seghir/profil/spieler/810895,14,"Ill ,",2023
274,Maghnes Akliouche,https://www.transfermarkt.com/maghnes-akliouche/profil/spieler/745200,2,"Hip problems ,",2023
275,Takumi Minamino,https://www.transfermarkt.com/takumi-minamino/profil/spieler/165793,6,"Muscular problems , Muscular problems ,",2023
276,Gelson Martins,https://www.transfermarkt.com/gelson-martins/profil/spieler/257448,23,"Tear in the abductor muscle , Adductor problems ,",2023
277,Folarin Balogun,https://www.transfermarkt.com/folarin-balogun/profil/spieler/503770,10,"Hamstring Injury ,",2023
278,Breel Embolo,https://www.transfermarkt.com/breel-embolo/profil/spieler/237662,114,"Unknown Injury , Knee Problems , Unknown Injury , Knee Problems ,",2023
279,Myron Boadu,https://www.transfermarkt.com/myron-boadu/profil/spieler/412932,92,"Tonsillitis , Knee Problems , Foot Injury , Tonsillitis , Knee Problems ,",2023
280,Steve Mandanda,https://www.transfermarkt.com/steve-mandanda/profil/spieler/23951,87,"Calf Injury , Muscle Fatigue , Knee Injury , Calf Injury , Muscle Fatigue ,",2023
281,Warmed Omari,https://www.transfermarkt.com/warmed-omari/profil/spieler/711996,138,"Pubalgia ,",2023
282,Jeanuël Belocian,https://www.transfermarkt.com/jeanuel-belocian/profil/spieler/919515,2,"Muscle Injury ,",2023
283,Christopher Wooh,https://www.transfermarkt.com/christopher-wooh/profil/spieler/572326,14,"Injury to the ankle , Ill ,",2023
284,Adrien Truffert,https://www.transfermarkt.com/adrien-truffert/profil/spieler/654539,174,"Injury to the ankle , Injury to the ankle ,",2023
285,Lorenz Assignon,https://www.transfermarkt.com/lorenz-assignon/profil/spieler/711969,105,"Cruciate Ligament Injury , Hip Injury , Dead Leg ,",2023
286,Baptiste Santamaria,https://www.transfermarkt.com/baptiste-santamaria/profil/spieler/285323,122,"Injury to the ankle ,",2023
287,Nemanja Matic,https://www.transfermarkt.com/nemanja-matic/profil/spieler/74683,12,"Rest , Stomach complaints , Adductor problems ,",2023
288,Désiré Doué,https://www.transfermarkt.com/desire-doue/profil/spieler/914562,54,"Injury to the ankle , Ill ,",2023
289,Martin Terrier,https://www.transfermarkt.com/martin-terrier/profil/spieler/442891,547,"Cruciate Ligament Rupture , Hamstring Injury , Cruciate Ligament Rupture ,",2023
290,Arnaud Kalimuendo,https://www.transfermarkt.com/arnaud-kalimuendo/profil/spieler/585959,61,"Dead Leg , Torn Muscle , Dead Leg ,",2023
291,Pau López,https://www.transfermarkt.com/pau-lopez/profil/spieler/286415,39,"Muscular problems , Muscle Injury , Muscular problems ,",2023
292,Samuel Gigot,https://www.transfermarkt.com/samuel-gigot/profil/spieler/276896,46,"Injury to the ankle , Concussion , Muscle Injury , Thigh Problems ,",2023
293,Jonathan Clauss,https://www.transfermarkt.com/jonathan-clauss/profil/spieler/175639,33,"Adductor problems , Dead Leg ,",2023
294,Amir Murillo,https://www.transfermarkt.com/amir-murillo/profil/spieler/354482,114,"Muscle partial avulsion , Hamstring Injury , Muscle partial avulsion , Hamstring Injury ,",2023
295,Azzedine Ounahi,https://www.transfermarkt.com/azzedine-ounahi/profil/spieler/593482,162,"Fractured Toe , Fractured Toe ,",2023
296,Amine Harit,https://www.transfermarkt.com/amine-harit/profil/spieler/372711,426,"Cruciate Ligament Injury , Cruciate Ligament Injury ,",2023
297,Joaquín Correa,https://www.transfermarkt.com/joaquin-correa/profil/spieler/227081,99,"Calf Injury , Hamstring Injury , Knee Problems , Patella problems ,",2023
298,Vitinha,https://www.transfermarkt.com/vitinha/profil/spieler/586853,20,"Unknown Injury , Unknown Injury ,",2023
299,Pierre-Emerick Aubameyang,https://www.transfermarkt.com/pierre-emerick-aubameyang/profil/spieler/58864,7,"Head Injury ,",2023
300,Marcin Bulka,https://www.transfermarkt.com/marcin-bulka/profil/spieler/465955,120,"Shoulder Injury ,",2023
301,Salvatore Sirigu,https://www.transfermarkt.com/salvatore-sirigu/profil/spieler/25508,135,"Achilles tendon rupture , Unknown Injury , Muscle Fatigue , Muscle Fatigue ,",2023
302,Jordan Lotomba,https://www.transfermarkt.com/jordan-lotomba/profil/spieler/313094,60,"Injury to the ankle , Injury to the ankle ,",2023
303,Youcef Atal,https://www.transfermarkt.com/youcef-atal/profil/spieler/416108,246,"Thigh Problems , Knee Injury , Sprained ankle , Adductor problems , Thigh Problems , Knee Injury , Sprained ankle , Adductor problems ,",2023
304,Youssouf Ndayishimiye,https://www.transfermarkt.com/youssouf-ndayishimiye/profil/spieler/674612,124,"Knee Problems , Knee Problems , Knee Injury , Knee Problems ,",2023
305,Khéphren Thuram,https://www.transfermarkt.com/khephren-thuram/profil/spieler/463618,32,"Hamstring Injury ,",2023
306,Hicham Boudaoui,https://www.transfermarkt.com/hicham-boudaoui/profil/spieler/560593,88,"Back Injury , Back Injury ,",2023
307,Morgan Sanson,https://www.transfermarkt.com/morgan-sanson/profil/spieler/174094,9,"Hamstring Injury ,",2023
308,Alexis Claude-Maurice,https://www.transfermarkt.com/alexis-claude-maurice/profil/spieler/384593,62,"Meniscal Injury , Meniscal Injury ,",2023
309,Sofiane Diop,https://www.transfermarkt.com/sofiane-diop/profil/spieler/569389,128,"Knee Injury , Knee Injury ,",2023
310,Jérémie Boga,https://www.transfermarkt.com/jeremie-boga/profil/spieler/216569,108,"Distortion of the ankle , Distortion of the ankle ,",2023
311,Vito Mannone,https://www.transfermarkt.com/vito-mannone/profil/spieler/33781,34,"Bruised Foot ,",2023
312,Tiago Djaló,https://www.transfermarkt.com/tiago-djalo/profil/spieler/420465,204,"Cruciate Ligament Rupture ,",2023
313,Samuel Umtiti,https://www.transfermarkt.com/samuel-umtiti/profil/spieler/126540,21,"Hamstring Injury , Unknown Injury , Hamstring Injury ,",2023
314,Gabriel Gudmundsson,https://www.transfermarkt.com/gabriel-gudmundsson/profil/spieler/362108,162,"Pubalgia , Pubalgia ,",2023
315,Ismaily,https://www.transfermarkt.com/ismaily/profil/spieler/124028,64,"Dead Leg ,",2023
316,Yusuf Yazici,https://www.transfermarkt.com/yusuf-yazici/profil/spieler/386726,54,"Muscular problems , Muscular problems , Unknown Injury , Twisted knee ,",2023
317,Ivan Cavaleiro,https://www.transfermarkt.com/ivan-cavaleiro/profil/spieler/149716,14,"Unknown Injury , Unknown Injury ,",2023
318,Adam Ounas,https://www.transfermarkt.com/adam-ounas/profil/spieler/400485,167,"Muscle Injury , Dead Leg , Flu , Hamstring Injury , Muscle Injury , Dead Leg , Flu ,",2023
319,Jonathan David,https://www.transfermarkt.com/jonathan-david/profil/spieler/533738,4,"Hand Injury ,",2023
320,Jean-Louis Leca,https://www.transfermarkt.com/jean-louis-leca/profil/spieler/27490,5,"Calf Injury ,",2023
321,Yannick Pandor,https://www.transfermarkt.com/yannick-pandor/profil/spieler/804829,14,"Adductor problems ,",2023
322,Kevin Danso,https://www.transfermarkt.com/kevin-danso/profil/spieler/263236,62,"Adductor problems , Muscular problems , Adductor problems , Muscular problems ,",2023
323,Facundo Medina,https://www.transfermarkt.com/facundo-medina/profil/spieler/474800,18,"Knee Injury ,",2023
324,Jonathan Gradit,https://www.transfermarkt.com/jonathan-gradit/profil/spieler/126557,44,"Collarbone fracture ,",2023
325,Faitout Maouassa,https://www.transfermarkt.com/faitout-maouassa/profil/spieler/357072,58,"Thigh Problems , Thigh Problems ,",2023
326,Deiver Machado,https://www.transfermarkt.com/deiver-machado/profil/spieler/332560,10,"Muscle Injury ,",2023
327,Massadio Haidara,https://www.transfermarkt.com/massadio-haidara/profil/spieler/170929,16,"Calf Injury , Calf Injury ,",2023
328,Ruben Aguilar,https://www.transfermarkt.com/ruben-aguilar/profil/spieler/203746,62,"Thigh muscle rupture , Heel Bone Injury , Tear in the abductor muscle ,",2023
329,Salis Abdul Samed,https://www.transfermarkt.com/salis-abdul-samed/profil/spieler/688707,3,"Knee Injury ,",2023
330,Jimmy Cabot,https://www.transfermarkt.com/jimmy-cabot/profil/spieler/206912,344,"Cruciate Ligament Rupture ,",2023
331,David Pereira da Costa,https://www.transfermarkt.com/david-pereira-da-costa/profil/spieler/719442,38,"Sprained ankle , Shoulder Injury ,",2023
332,Adrien Thomasson,https://www.transfermarkt.com/adrien-thomasson/profil/spieler/215977,20,"Muscle Injury ,",2023
333,Wesley Saïd,https://www.transfermarkt.com/wesley-said/profil/spieler/182916,222,"Dead Leg , Medial Collateral Ligament Injury , Hamstring Injury , Muscle Injury , Dead Leg , Medial Collateral Ligament Injury , Hamstring Injury , Muscle Injury ,",2023
334,Ibrahima Baldé,https://www.transfermarkt.com/ibrahima-balde/profil/spieler/804884,18,"Hamstring Injury ,",2023
335,Sinaly Diomandé,https://www.transfermarkt.com/sinaly-diomande/profil/spieler/702441,22,"Dead Leg , Dead Leg ,",2023
336,Dejan Lovren,https://www.transfermarkt.com/dejan-lovren/profil/spieler/37838,50,"Dead Leg , Dead Leg ,",2023
337,Nicolás Tagliafico,https://www.transfermarkt.com/nicolas-tagliafico/profil/spieler/131225,24,"Pubitis , Rest ,",2023
338,Henrique Silva,https://www.transfermarkt.com/henrique-silva/profil/spieler/204072,39,"Knee Injury ,",2023
339,Clinton Mata,https://www.transfermarkt.com/clinton-mata/profil/spieler/187718,131,"Ankle Injury , Bruised Rib , Ankle Injury , Ankle Injury , Ankle Injury ,",2023
340,Paul Akouokou,https://www.transfermarkt.com/paul-akouokou/profil/spieler/429901,16,"Appendicitis ,",2023
341,Maxence Caqueret,https://www.transfermarkt.com/maxence-caqueret/profil/spieler/395237,28,"Sprained ankle ,",2023
342,Corentin Tolisso,https://www.transfermarkt.com/corentin-tolisso/profil/spieler/190393,70,"Strain in the thigh and gluteal muscles , Strain in the thigh and gluteal muscles , Unknown Injury ,",2023
343,Mohamed El Arouch,https://www.transfermarkt.com/mohamed-el-arouch/profil/spieler/743533,11,"Ankle Injury ,",2023
344,Tino Kadewere,https://www.transfermarkt.com/tino-kadewere/profil/spieler/384060,96,"Leg Injury , Leg Injury ,",2023
345,Nicolas Pallois,https://www.transfermarkt.com/nicolas-pallois/profil/spieler/139279,31,"Knee Injury ,",2023
346,Quentin Merlin,https://www.transfermarkt.com/quentin-merlin/profil/spieler/557613,65,"Tear in the abductor muscle ,",2023
347,Fabien Centonze,https://www.transfermarkt.com/fabien-centonze/profil/spieler/384859,28,"Muscle Fatigue ,",2023
348,Pedro Chirivella,https://www.transfermarkt.com/pedro-chirivella/profil/spieler/242273,48,"Pubalgia ,",2023
349,Lamine Diack,https://www.transfermarkt.com/lamine-diack/profil/spieler/649024,31,"Unknown Injury ,",2023
350,Douglas Augusto,https://www.transfermarkt.com/douglas-augusto/profil/spieler/393621,5,"Unknown Injury ,",2023
351,Adson,https://www.transfermarkt.com/adson/profil/spieler/868891,86,"Thigh Problems ,",2023
352,Abdoul Kader Bamba,https://www.transfermarkt.com/abdoul-kader-bamba/profil/spieler/560725,44,"Muscle Injury , Dead Leg ,",2023
353,Alaa Bellaarouch,https://www.transfermarkt.com/alaa-bellaarouch/profil/spieler/667991,146,"Arm Injury , Arm Injury ,",2023
354,Abakar Sylla,https://www.transfermarkt.com/abakar-sylla/profil/spieler/962555,30,"Knock , Abdominal muscles injury , Rest , Muscle Injury , Rest ,",2023
355,Gerzino Nyamsi,https://www.transfermarkt.com/gerzino-nyamsi/profil/spieler/378953,61,"Hamstring Injury , Adductor problems , Muscle Injury ,",2023
356,Saïdou Sow,https://www.transfermarkt.com/saidou-sow/profil/spieler/807128,8,"Injury to the ankle ,",2023
357,Eduard Sobol,https://www.transfermarkt.com/eduard-sobol/profil/spieler/206717,31,"Nose Injury , Unknown Injury ,",2023
358,Emanuel Emegha,https://www.transfermarkt.com/emanuel-emegha/profil/spieler/559328,23,"Shoulder Injury ,",2023
359,Kévin Gameiro,https://www.transfermarkt.com/kevin-gameiro/profil/spieler/27389,4,"Muscle Fatigue ,",2023
360,Yvon Mvogo,https://www.transfermarkt.com/yvon-mvogo/profil/spieler/147051,308,"Patella problems , Patella problems ,",2023
361,Julien Laporte,https://www.transfermarkt.com/julien-laporte/profil/spieler/386057,109,"Knee Surgery , Hamstring Injury ,",2023
362,Loris Mouyokolo,https://www.transfermarkt.com/loris-mouyokolo/profil/spieler/799936,404,"Achilles tendon rupture , Achilles tendon rupture ,",2023
363,Jean-Victor Makengo,https://www.transfermarkt.com/jean-victor-makengo/profil/spieler/322305,46,"tendon irritation ,",2023
364,Romain Faivre,https://www.transfermarkt.com/romain-faivre/profil/spieler/555076,30,"Knee Problems , Dead Leg , Unknown Injury ,",2023
365,Théo Le Bris,https://www.transfermarkt.com/theo-le-bris/profil/spieler/766412,9,"Sprained ankle ,",2023
366,Quentin Boisgard,https://www.transfermarkt.com/quentin-boisgard/profil/spieler/412671,184,"Metatarsal Fracture , Metatarsal Fracture ,",2023
367,Aiyegun Tosin,https://www.transfermarkt.com/aiyegun-tosin/profil/spieler/239647,104,"Hamstring Injury , Ill , Hamstring Injury , Ill ,",2023
368,Dimitry Bertaud,https://www.transfermarkt.com/dimitry-bertaud/profil/spieler/371816,207,"Cruciate Ligament Rupture ,",2023
369,Becir Omeragic,https://www.transfermarkt.com/becir-omeragic/profil/spieler/507344,66,"Ill , Knock , Ill , Knock ,",2023
370,Théo Sainte-Luce,https://www.transfermarkt.com/theo-sainte-luce/profil/spieler/537127,195,"Cruciate Ligament Rupture ,",2023
371,Enzo Tchato,https://www.transfermarkt.com/enzo-tchato/profil/spieler/842338,22,"Adductor problems ,",2023
372,Léo Leroy,https://www.transfermarkt.com/leo-leroy/profil/spieler/650350,31,"Muscle Injury ,",2023
373,Kelvin Yeboah,https://www.transfermarkt.com/kelvin-yeboah/profil/spieler/589737,58,"Ruptured ankle aigament , Ruptured ankle aigament ,",2023
374,Alexandre Olliero,https://www.transfermarkt.com/alexandre-olliero/profil/spieler/395602,21,"Tear in the abductor muscle ,",2023
375,Joseph Okumu,https://www.transfermarkt.com/joseph-okumu/profil/spieler/453376,74,"Knock , Calf Injury , Calf Injury ,",2023
376,Thibault De Smet,https://www.transfermarkt.com/thibault-de-smet/profil/spieler/340177,54,"Hamstring Injury , Foot Injury , Foot Injury ,",2023
377,Thomas Foket,https://www.transfermarkt.com/thomas-foket/profil/spieler/215114,258,"Hamstring Injury , Hamstring Injury ,",2023
378,Maxime Busi,https://www.transfermarkt.com/maxime-busi/profil/spieler/570817,89,"Hamstring Injury , Tear in the abductor muscle , Hamstring Injury ,",2023
379,Marshall Munetsi,https://www.transfermarkt.com/marshall-munetsi/profil/spieler/414908,36,"Strain , Strain ,",2023
380,Azor Matusiwa,https://www.transfermarkt.com/azor-matusiwa/profil/spieler/315145,84,"Adductor problems , Adductor problems ,",2023
381,Teddy Teuma,https://www.transfermarkt.com/teddy-teuma/profil/spieler/409153,12,"Hamstring Injury ,",2023
382,Keito Nakamura,https://www.transfermarkt.com/keito-nakamura/profil/spieler/405397,7,"Unknown Injury ,",2023
383,Mohamed Daramy,https://www.transfermarkt.com/mohamed-daramy/profil/spieler/574385,11,"Unknown Injury ,",2023
384,Amine Salama,https://www.transfermarkt.com/amine-salama/profil/spieler/980576,94,"Pubalgia ,",2023
385,Brendan Chardonnet,https://www.transfermarkt.com/brendan-chardonnet/profil/spieler/250779,30,"Dead Leg ,",2023
386,Julien Le Cardinal,https://www.transfermarkt.com/julien-le-cardinal/profil/spieler/794349,22,"Knee Injury , Unknown Injury ,",2023
387,Kamory Doumbia,https://www.transfermarkt.com/kamory-doumbia/profil/spieler/671594,20,"Muscle Injury ,",2023
388,Jérémy Le Douaron,https://www.transfermarkt.com/jeremy-le-douaron/profil/spieler/737781,26,"Pubis bone irritation ,",2023
389,Adrien Lebeau,https://www.transfermarkt.com/adrien-lebeau/profil/spieler/395674,133,"Hamstring Injury , Muscular problems , Muscular problems , Muscular problems , Bruise ,",2023
390,Romain Del Castillo,https://www.transfermarkt.com/romain-del-castillo/profil/spieler/353399,28,"Hamstring Injury ,",2023
391,Martín Satriano,https://www.transfermarkt.com/martin-satriano/profil/spieler/640109,14,"Unknown Injury , Unknown Injury ,",2023
392,Steve Mounié,https://www.transfermarkt.com/steve-mounie/profil/spieler/238639,109,"Heel Bone Injury , Heel Bone Injury , Heel Bone Injury ,",2023
393,Oliver Zandén,https://www.transfermarkt.com/oliver-zanden/profil/spieler/611195,122,"Surgery ,",2023
394,Aron Dønnum,https://www.transfermarkt.com/aron-donnum/profil/spieler/476836,7,"Syndesmotic ligament tear ,",2023
395,Niklas Schmidt,https://www.transfermarkt.com/niklas-schmidt/profil/spieler/275249,4,"Ill ,",2023
396,César Gelabert,https://www.transfermarkt.com/cesar-gelabert/profil/spieler/505308,24,"Ankle Injury ,",2023
397,Naatan Skyttä,https://www.transfermarkt.com/naatan-skytta/profil/spieler/567309,147,"Tibia Fracture ,",2023
398,Alidu Seidu,https://www.transfermarkt.com/alidu-seidu/profil/spieler/798404,90,"Knee Surgery , Knee Surgery ,",2023
399,Andy Pelmard,https://www.transfermarkt.com/andy-pelmard/profil/spieler/494236,4,"Unknown Injury ,",2023
400,Komnen Andric,https://www.transfermarkt.com/komnen-andric/profil/spieler/260316,28,"Pubalgia ,",2023
401,Arthur Desmas,https://www.transfermarkt.com/arthur-desmas/profil/spieler/379869,44,"Fractured Finger , Metatarsal Fracture ,",2023
402,Gautier Lloris,https://www.transfermarkt.com/gautier-lloris/profil/spieler/249636,55,"Calf Injury ,",2023
403,Abdoulaye Touré,https://www.transfermarkt.com/abdoulaye-toure/profil/spieler/181382,123,"Unknown Injury ,",2023
404,Nolan Mbemba,https://www.transfermarkt.com/nolan-mbemba/profil/spieler/276768,58,"Hamstring Injury , Hamstring Injury ,",2023
405,Daler Kuzyaev,https://www.transfermarkt.com/daler-kuzyaev/profil/spieler/279570,30,"Bruised Knee , Medial Collateral Ligament Injury ,",2023
406,Yassine Kechta,https://www.transfermarkt.com/yassine-kechta/profil/spieler/667967,89,"Fibula Fracture ,",2023
