,Player,Player_url,Duration,Type,Season
50,Victor Lindelöf,https://www.transfermarkt.com/victor-lindelof/profil/spieler/184573,24,"Back trouble ,",2023
51,Jonny Evans,https://www.transfermarkt.com/jonny-evans/profil/spieler/42412,170,"Calf Injury , Calf Problems ,",2023
52,Luke Shaw,https://www.transfermarkt.com/luke-shaw/profil/spieler/183288,26,"Unknown Injury , Unknown Injury ,",2023
53,Sergio Reguilón,https://www.transfermarkt.com/sergio-reguilon/profil/spieler/282429,176,"Hamstring Injury , Pubalgia , Hamstring Injury , Pubalgia ,",2023
54,Diogo Dalot,https://www.transfermarkt.com/diogo-dalot/profil/spieler/357147,44,"Hamstring Injury , Hamstring Injury ,",2023
55,Aaron Wan-Bissaka,https://www.transfermarkt.com/aaron-wan-bissaka/profil/spieler/477758,43,"Back trouble ,",2023
56,Sofyan Amrabat,https://www.transfermarkt.com/sofyan-amrabat/profil/spieler/287579,16,"Rest , Rest , Lumbago , Back trouble , Rest ,",2023
57,Scott McTominay,https://www.transfermarkt.com/scott-mctominay/profil/spieler/315969,120,"Unknown Injury , Unknown Injury , Unknown Injury , Unknown Injury ,",2023
58,Donny van de Beek,https://www.transfermarkt.com/donny-van-de-beek/profil/spieler/288255,229,"Knee Injury , Knock ,",2023
59,Mason Mount,https://www.transfermarkt.com/mason-mount/profil/spieler/346483,72,"Pelvis Injury , bruised pelvis , Knock ,",2023
60,Christian Eriksen,https://www.transfermarkt.com/christian-eriksen/profil/spieler/69633,134,"Ankle Injury , Ankle Injury ,",2023
61,Marcus Rashford,https://www.transfermarkt.com/marcus-rashford/profil/spieler/258923,75,"Leg Injury , Muscle Injury , Unknown Injury , Muscle Injury , Leg Injury , Muscle Injury ,",2023
62,Jadon Sancho,https://www.transfermarkt.com/jadon-sancho/profil/spieler/401173,26,"Ill , Ill ,",2023
63,Alejandro Garnacho,https://www.transfermarkt.com/alejandro-garnacho/profil/spieler/811779,50,"Ankle Injury ,",2023
64,Antony,https://www.transfermarkt.com/antony/profil/spieler/602105,41,"Leg Injury , Unknown Injury ,",2023
65,Facundo Pellistri,https://www.transfermarkt.com/facundo-pellistri/profil/spieler/676318,32,"Ankle Injury ,",2023
66,Rasmus Højlund,https://www.transfermarkt.com/rasmus-hojlund/profil/spieler/610442,9,"Adductor problems ,",2023
67,Anthony Martial,https://www.transfermarkt.com/anthony-martial/profil/spieler/182877,123,"Hip Injury , Unknown Injury , Back Injury , Achilles Irritation , Hamstring Injury ,",2023
68,Ibrahima Konaté,https://www.transfermarkt.com/ibrahima-konate/profil/spieler/357119,166,"Muscle Injury , Knee Injury , Muscle Injury , Knee Injury ,",2023
69,Virgil van Dijk,https://www.transfermarkt.com/virgil-van-dijk/profil/spieler/139208,82,"Hamstring Injury , Hamstring Injury ,",2023
70,Joe Gomez,https://www.transfermarkt.com/joe-gomez/profil/spieler/256178,42,"Muscle Injury , Muscle Injury ,",2023
71,Joel Matip,https://www.transfermarkt.com/joel-matip/profil/spieler/82105,15,"Calf Injury ,",2023
72,Andrew Robertson,https://www.transfermarkt.com/andrew-robertson/profil/spieler/234803,32,"Knee Injury ,",2023
73,Konstantinos Tsimikas,https://www.transfermarkt.com/konstantinos-tsimikas/profil/spieler/338070,8,"Bruised Rib , Bruised Rib ,",2023
74,Trent Alexander-Arnold,https://www.transfermarkt.com/trent-alexander-arnold/profil/spieler/314353,10,"Ankle problems , Ankle problems ,",2023
75,Stefan Bajcetic,https://www.transfermarkt.com/stefan-bajcetic/profil/spieler/864799,158,"Tear in the abductor muscle , Tear in the abductor muscle ,",2023
76,Wataru Endo,https://www.transfermarkt.com/wataru-endo/profil/spieler/146310,18,"Concussion , Bruise , Concussion , Bruise ,",2023
77,Ryan Gravenberch,https://www.transfermarkt.com/ryan-gravenberch/profil/spieler/478573,20,"Bruised Knee , Bruised Knee ,",2023
78,Curtis Jones,https://www.transfermarkt.com/curtis-jones/profil/spieler/433188,84,"Stress response of the bone , Stress response of the bone ,",2023
79,Thiago,https://www.transfermarkt.com/thiago/profil/spieler/60444,403,"Hip Injury , Problems with the hip flexor , Hamstring Injury , Hip Injury , Problems with the hip flexor ,",2023
80,Luis Díaz,https://www.transfermarkt.com/luis-diaz/profil/spieler/480692,188,"Knee Injury ,",2023
81,Cody Gakpo,https://www.transfermarkt.com/cody-gakpo/profil/spieler/434675,6,"Virus Infection , Virus Infection ,",2023
82,Diogo Jota,https://www.transfermarkt.com/diogo-jota/profil/spieler/340950,294,"Calf Injury , Hamstring Injury , Calf Injury , Hamstring Injury ,",2023
83,Ben Doak,https://www.transfermarkt.com/ben-doak/profil/spieler/719673,19,"Concussion ,",2023
84,Darwin Núñez,https://www.transfermarkt.com/darwin-nunez/profil/spieler/546543,66,"Toe Injury , Ankle Injury , Shoulder Injury , Shoulder Injury , Dead Leg , Muscular problems , Toe Injury ,",2023
85,Guglielmo Vicario,https://www.transfermarkt.com/guglielmo-vicario/profil/spieler/286047,114,"Chest injury , Chest injury ,",2023
86,Hugo Lloris,https://www.transfermarkt.com/hugo-lloris/profil/spieler/17965,88,"Knee Injury , Knee Injury ,",2023
87,Cristian Romero,https://www.transfermarkt.com/cristian-romero/profil/spieler/355915,74,"Hamstring Injury , Adductor problems , Hamstring Injury , Adductor problems ,",2023
88,Destiny Udogie,https://www.transfermarkt.com/destiny-udogie/profil/spieler/556385,61,"Unknown Injury , Muscle Injury ,",2023
89,Ben Davies,https://www.transfermarkt.com/ben-davies/profil/spieler/192765,36,"Knee Injury , Knee Injury ,",2023
90,Pedro Porro,https://www.transfermarkt.com/pedro-porro/profil/spieler/553875,34,"Knock , Knock ,",2023
91,Oliver Skipp,https://www.transfermarkt.com/oliver-skipp/profil/spieler/406638,84,"Foot Injury , Foot Injury ,",2023
92,Rodrigo Bentancur,https://www.transfermarkt.com/rodrigo-bentancur/profil/spieler/354362,498,"Cruciate Ligament Rupture , Adductor problems , Head Injury , Cruciate Ligament Rupture ,",2023
93,Yves Bissouma,https://www.transfermarkt.com/yves-bissouma/profil/spieler/410425,160,"Ankle Fracture , Ankle Fracture ,",2023
94,Ryan Sessegnon,https://www.transfermarkt.com/ryan-sessegnon/profil/spieler/392775,278,"Hamstring Injury , Hamstring Injury ,",2023
95,James Maddison,https://www.transfermarkt.com/james-maddison/profil/spieler/294057,32,"Knee Injury , Knee Injury ,",2023
96,Giovani Lo Celso,https://www.transfermarkt.com/giovani-lo-celso/profil/spieler/348795,98,"Torn muscle bundle , Torn muscle bundle ,",2023
97,Heung-min Son,https://www.transfermarkt.com/heung-min-son/profil/spieler/91845,76,"Groin Surgery , Facial Fracture , Groin Surgery , Facial Fracture ,",2023
98,Manor Solomon,https://www.transfermarkt.com/manor-solomon/profil/spieler/396638,294,"Knee Surgery , Knee Surgery ,",2023
99,Bryan Gil,https://www.transfermarkt.com/bryan-gil/profil/spieler/537382,14,"Knock ,",2023
100,Dejan Kulusevski,https://www.transfermarkt.com/dejan-kulusevski/profil/spieler/431755,37,"Thigh Problems ,",2023
101,Richarlison,https://www.transfermarkt.com/richarlison/profil/spieler/378710,59,"Hamstring Injury , Calf Injury ,",2023
102,Nick Pope,https://www.transfermarkt.com/nick-pope/profil/spieler/192080,68,"Hand Injury , Thigh Problems , Hand Injury ,",2023
103,Sven Botman,https://www.transfermarkt.com/sven-botman/profil/spieler/361093,14,"Virus Infection , Virus Infection ,",2023
104,Fabian Schär,https://www.transfermarkt.com/fabian-schar/profil/spieler/135343,6,"Concussion ,",2023
105,Jamaal Lascelles,https://www.transfermarkt.com/jamaal-lascelles/profil/spieler/183318,32,"Calf Injury ,",2023
106,Matt Targett,https://www.transfermarkt.com/matt-targett/profil/spieler/250478,78,"Heel Bone Injury , Dead Leg ,",2023
107,Dan Burn,https://www.transfermarkt.com/dan-burn/profil/spieler/134270,5,"Concussion ,",2023
108,Emil Krafth,https://www.transfermarkt.com/emil-krafth/profil/spieler/184528,684,"Cruciate Ligament Rupture , Cruciate Ligament Rupture ,",2023
109,Javier Manquillo,https://www.transfermarkt.com/javier-manquillo/profil/spieler/162029,11,"Knock ,",2023
110,Bruno Guimarães,https://www.transfermarkt.com/bruno-guimaraes/profil/spieler/520624,41,"Ankle Injury , Hamstring Injury ,",2023
111,Sandro Tonali,https://www.transfermarkt.com/sandro-tonali/profil/spieler/397033,26,"Rest , Muscle Fatigue , Unknown Injury ,",2023
112,Joelinton,https://www.transfermarkt.com/joelinton/profil/spieler/333241,9,"Knock ,",2023
113,Joe Willock,https://www.transfermarkt.com/joe-willock/profil/spieler/340329,18,"Hamstring Injury ,",2023
114,Sean Longstaff,https://www.transfermarkt.com/sean-longstaff/profil/spieler/346707,23,"Ligament Problems ,",2023
115,Matt Ritchie,https://www.transfermarkt.com/matt-ritchie/profil/spieler/92469,22,"Knee Injury ,",2023
116,Anthony Gordon,https://www.transfermarkt.com/anthony-gordon/profil/spieler/503733,50,"Ankle Injury , Ill , Ankle Injury ,",2023
117,Miguel Almirón,https://www.transfermarkt.com/miguel-almiron/profil/spieler/272999,31,"Thigh Problems ,",2023
118,Alexander Isak,https://www.transfermarkt.com/alexander-isak/profil/spieler/349066,212,"Thigh Problems , Thigh Problems ,",2023
119,Callum Wilson,https://www.transfermarkt.com/callum-wilson/profil/spieler/123682,90,"Corona virus , Hamstring Injury , Corona virus , Hamstring Injury ,",2023
120,Diego Carlos,https://www.transfermarkt.com/diego-carlos/profil/spieler/329145,213,"Achilles tendon rupture ,",2023
121,Clément Lenglet,https://www.transfermarkt.com/clement-lenglet/profil/spieler/182904,8,"Tear in the abductor muscle ,",2023
122,Lucas Digne,https://www.transfermarkt.com/lucas-digne/profil/spieler/126664,60,"Shoulder Injury , Ankle Injury ,",2023
123,Matty Cash,https://www.transfermarkt.com/matty-cash/profil/spieler/425334,103,"Fitness , Calf Injury , torn tendon , Fitness , Calf Injury ,",2023
124,Boubacar Kamara,https://www.transfermarkt.com/boubacar-kamara/profil/spieler/394327,110,"Ankle Injury , Ankle Injury , Knee Injury , Ankle Injury , Ankle Injury ,",2023
125,Jacob Ramsey,https://www.transfermarkt.com/jacob-ramsey/profil/spieler/503749,46,"Hamstring Injury ,",2023
126,John McGinn,https://www.transfermarkt.com/john-mcginn/profil/spieler/193116,68,"Thigh Muscle Strain , Thigh Muscle Strain ,",2023
127,Youri Tielemans,https://www.transfermarkt.com/youri-tielemans/profil/spieler/249565,86,"Torn Ankle Ligament , Torn Ankle Ligament ,",2023
128,Nicolò Zaniolo,https://www.transfermarkt.com/nicolo-zaniolo/profil/spieler/392085,64,"Depression , Flu , Shoulder Injury , Depression , Flu , Shoulder Injury ,",2023
129,Moussa Diaby,https://www.transfermarkt.com/moussa-diaby/profil/spieler/395516,8,"Muscle Injury , Muscle Injury ,",2023
130,Bertrand Traoré,https://www.transfermarkt.com/bertrand-traore/profil/spieler/131996,98,"Knee Injury , Knee Injury ,",2023
131,Joseph Anang,https://www.transfermarkt.com/joseph-anang/profil/spieler/576099,138,"Fractured Arm ,",2023
132,Nayef Aguerd,https://www.transfermarkt.com/nayef-aguerd/profil/spieler/361914,204,"Minor Knock , Ankle Injury , Minor Knock , Ankle Injury ,",2023
133,Kurt Zouma,https://www.transfermarkt.com/kurt-zouma/profil/spieler/157509,188,"Hamstring Injury , Knee Injury , Hamstring Injury , Knee Injury ,",2023
134,Konstantinos Mavropanos,https://www.transfermarkt.com/konstantinos-mavropanos/profil/spieler/415912,39,"Shinbone injury , Head Injury , Muscular problems , Shinbone injury , Head Injury ,",2023
135,Vladimir Coufal,https://www.transfermarkt.com/vladimir-coufal/profil/spieler/157672,26,"Hamstring Injury , Hamstring Injury ,",2023
136,Edson Álvarez,https://www.transfermarkt.com/edson-alvarez/profil/spieler/401356,2,"Knock ,",2023
137,Lucas Paquetá,https://www.transfermarkt.com/lucas-paqueta/profil/spieler/444523,35,"Foot Injury , Shoulder Injury , Shoulder Injury ,",2023
138,Mohammed Kudus,https://www.transfermarkt.com/mohammed-kudus/profil/spieler/543499,68,"Hamstring Injury , Ill , Hamstring Injury , Ill ,",2023
139,Maxwel Cornet,https://www.transfermarkt.com/maxwel-cornet/profil/spieler/234781,0,"Calf Injury ,",2023
140,Danny Ings,https://www.transfermarkt.com/danny-ings/profil/spieler/134294,0,"Knee Injury , Knee Injury ,",2023
141,Moussa Niakhaté,https://www.transfermarkt.com/moussa-niakhate/profil/spieler/291200,428,"Hamstring Injury , Hamstring Injury ,",2023
142,Scott McKenna,https://www.transfermarkt.com/scott-mckenna/profil/spieler/255906,200,"Shoulder Injury , Hamstring Injury , Shoulder Injury , Hamstring Injury ,",2023
143,Willy Boly,https://www.transfermarkt.com/willy-boly/profil/spieler/142310,170,"Hamstring Injury , Hamstring Injury ,",2023
144,Nuno Tavares,https://www.transfermarkt.com/nuno-tavares/profil/spieler/535955,11,"Thigh Problems ,",2023
145,Neco Williams,https://www.transfermarkt.com/neco-williams/profil/spieler/503680,33,"Facial Fracture ,",2023
146,Serge Aurier,https://www.transfermarkt.com/serge-aurier/profil/spieler/127032,15,"Calf Injury ,",2023
147,Ola Aina,https://www.transfermarkt.com/ola-aina/profil/spieler/236490,177,"Muscle Injury , Biceps femoris muscle injury , Muscle Injury ,",2023
148,Ibrahim Sangaré,https://www.transfermarkt.com/ibrahim-sangare/profil/spieler/375885,16,"Ill , Ill , Ill , Ill ,",2023
149,Cheikhou Kouyaté,https://www.transfermarkt.com/cheikhou-kouyate/profil/spieler/66934,86,"Hamstring Injury , Hamstring Injury ,",2023
150,Nicolás Domínguez,https://www.transfermarkt.com/nicolas-dominguez/profil/spieler/497291,27,"Knee Problems , Unknown Injury ,",2023
151,Orel Mangala,https://www.transfermarkt.com/orel-mangala/profil/spieler/289592,88,"Muscle Injury , Corona virus , Muscle Injury ,",2023
152,Ryan Yates,https://www.transfermarkt.com/ryan-yates/profil/spieler/425902,86,"Shoulder Injury , Ill ,",2023
153,Callum Hudson-Odoi,https://www.transfermarkt.com/callum-hudson-odoi/profil/spieler/392768,31,"Unknown Injury , Knock , Knee Problems ,",2023
154,Taiwo Awoniyi,https://www.transfermarkt.com/taiwo-awoniyi/profil/spieler/295313,87,"Groin Injury ,",2023
155,Chris Wood,https://www.transfermarkt.com/chris-wood/profil/spieler/108725,95,"Hamstring Injury ,",2023
156,Divock Origi,https://www.transfermarkt.com/divock-origi/profil/spieler/148368,58,"Adductor problems , Hamstring Injury , Inflammation , Muscle Fatigue , Inflammation ,",2023
157,Bart Verbruggen,https://www.transfermarkt.com/bart-verbruggen/profil/spieler/565093,2,"Virus Infection ,",2023
158,Igor,https://www.transfermarkt.com/igor/profil/spieler/380350,14,"Unknown Injury ,",2023
159,Tariq Lamptey,https://www.transfermarkt.com/tariq-lamptey/profil/spieler/504148,174,"Knee Injury , Knee Injury ,",2023
160,Mahmoud Dahoud,https://www.transfermarkt.com/mahmoud-dahoud/profil/spieler/191422,98,"Shoulder Injury ,",2023
161,James Milner,https://www.transfermarkt.com/james-milner/profil/spieler/3333,33,"Hamstring Injury , Concussion ,",2023
162,Facundo Buonanotte,https://www.transfermarkt.com/facundo-buonanotte/profil/spieler/983989,10,"Cervical spine injury ,",2023
163,Adam Lallana,https://www.transfermarkt.com/adam-lallana/profil/spieler/43530,197,"Thigh Problems , Calf Injury , Thigh Problems ,",2023
164,Ansu Fati,https://www.transfermarkt.com/ansu-fati/profil/spieler/466810,12,"Bruised Knee , Bruised Knee ,",2023
165,Simon Adingra,https://www.transfermarkt.com/simon-adingra/profil/spieler/658536,8,"Hip Injury , Hip Injury ,",2023
166,João Pedro,https://www.transfermarkt.com/joao-pedro/profil/spieler/626724,76,"Ankle Injury , Calf Injury ,",2023
167,Evan Ferguson,https://www.transfermarkt.com/evan-ferguson/profil/spieler/648046,20,"Ankle Injury ,",2023
168,Danny Welbeck,https://www.transfermarkt.com/danny-welbeck/profil/spieler/67063,24,"Calf Injury , Unknown Injury , Calf Injury , Unknown Injury ,",2023
169,Thomas Strakosha,https://www.transfermarkt.com/thomas-strakosha/profil/spieler/222209,186,"Ankle Injury , Ankle Injury ,",2023
170,Aaron Hickey,https://www.transfermarkt.com/aaron-hickey/profil/spieler/591949,82,"Ankle Injury ,",2023
171,Yegor Yarmolyuk,https://www.transfermarkt.com/yegor-yarmolyuk/profil/spieler/717411,50,"Unknown Injury , Unknown Injury ,",2023
172,Keane Lewis-Potter,https://www.transfermarkt.com/keane-lewis-potter/profil/spieler/644401,171,"Knee Injury , Fitness , Ligament Injury , Knee Injury ,",2023
173,Jordan Pickford,https://www.transfermarkt.com/jordan-pickford/profil/spieler/130164,36,"Thigh Problems , Thigh Problems ,",2023
174,João Virgínia,https://www.transfermarkt.com/joao-virginia/profil/spieler/329813,59,"Unknown Injury ,",2023
175,Andy Lonergan,https://www.transfermarkt.com/andy-lonergan/profil/spieler/14044,440,"Knee Problems , Knee Problems ,",2023
176,Ben Godfrey,https://www.transfermarkt.com/ben-godfrey/profil/spieler/343475,91,"Fibula Fracture ,",2023
177,Jarrad Branthwaite,https://www.transfermarkt.com/jarrad-branthwaite/profil/spieler/661053,62,"Thigh Muscle Strain , Ill , Unknown Injury , Fitness , Thigh Muscle Strain ,",2023
178,Vitaliy Mykolenko,https://www.transfermarkt.com/vitaliy-mykolenko/profil/spieler/404842,46,"Muscle Fatigue , Muscle Fatigue ,",2023
179,Nathan Patterson,https://www.transfermarkt.com/nathan-patterson/profil/spieler/424015,35,"Knee Injury , Ankle Injury ,",2023
180,Seamus Coleman,https://www.transfermarkt.com/seamus-coleman/profil/spieler/68390,294,"Knee Injury , Knee Injury ,",2023
181,Amadou Onana,https://www.transfermarkt.com/amadou-onana/profil/spieler/485706,10,"Leg Injury ,",2023
182,James Garner,https://www.transfermarkt.com/james-garner/profil/spieler/505219,178,"Back Injury , Back Injury ,",2023
183,Abdoulaye Doucouré,https://www.transfermarkt.com/abdoulaye-doucoure/profil/spieler/127187,102,"Hamstring Injury , Hamstring Injury ,",2023
184,Tyler Onyango,https://www.transfermarkt.com/tyler-onyango/profil/spieler/663225,145,"Hamstring Injury ,",2023
185,Dele Alli,https://www.transfermarkt.com/dele-alli/profil/spieler/207929,406,"Muscle partial avulsion , Thigh Muscle Strain , Muscle partial avulsion , Thigh Muscle Strain ,",2023
186,Dominic Calvert-Lewin,https://www.transfermarkt.com/dominic-calvert-lewin/profil/spieler/306024,256,"Hamstring Injury , Hamstring Injury , Knee Injury , Hamstring Injury ,",2023
187,Beto,https://www.transfermarkt.com/beto/profil/spieler/595809,27,"Lumbago , Flu ,",2023
188,Ionut Radu,https://www.transfermarkt.com/ionut-radu/profil/spieler/303657,133,"Surgery , Elbow Injury ,",2023
189,Neto,https://www.transfermarkt.com/neto/profil/spieler/111819,80,"Fitness , Hamstring Injury ,",2023
190,Ilya Zabarnyi,https://www.transfermarkt.com/ilya-zabarnyi/profil/spieler/659089,49,"Ankle Injury ,",2023
191,Lloyd Kelly,https://www.transfermarkt.com/lloyd-kelly/profil/spieler/480116,204,"Ankle Injury , Ankle Injury ,",2023
192,Ryan Fredericks,https://www.transfermarkt.com/ryan-fredericks/profil/spieler/140191,49,"Knock ,",2023
193,Tyler Adams,https://www.transfermarkt.com/tyler-adams/profil/spieler/332705,388,"Hamstring Injury , Hamstring Injury ,",2023
194,Lewis Cook,https://www.transfermarkt.com/lewis-cook/profil/spieler/249089,0,"Knee Injury , Knee Injury ,",2023
195,Marcus Tavernier,https://www.transfermarkt.com/marcus-tavernier/profil/spieler/399434,170,"Hamstring Injury , Hamstring Injury , Hamstring Injury ,",2023
196,Hamed Junior Traorè,https://www.transfermarkt.com/hamed-junior-traore/profil/spieler/391065,243,"Foot Injury , Foot Injury , Metatarsal Fracture , Foot Injury ,",2023
197,Luis Sinisterra,https://www.transfermarkt.com/luis-sinisterra/profil/spieler/512385,159,"Ankle Injury , Muscle Injury , Foot Injury , Ankle Injury ,",2023
198,Justin Kluivert,https://www.transfermarkt.com/justin-kluivert/profil/spieler/330659,59,"Hamstring Injury , Unknown Injury , Hamstring Injury ,",2023
199,David Brooks,https://www.transfermarkt.com/david-brooks/profil/spieler/277033,398,"Fitness , Hamstring Injury , Fitness , Hamstring Injury ,",2023
200,Dominic Solanke,https://www.transfermarkt.com/dominic-solanke/profil/spieler/258889,48,"Knee Injury , Knee Injury ,",2023
201,Dean Henderson,https://www.transfermarkt.com/dean-henderson/profil/spieler/258919,137,"Thigh Problems ,",2023
