,Player,Player_url,Duration,Type,Season
371,Dzenis Burnic,https://www.transfermarkt.com/dzenis-burnic/profil/spieler/251295,52.0,"Knee Problems ,",2018
372,Thomas Delaney,https://www.transfermarkt.com/thomas-delaney/profil/spieler/91849,16.0,"Knock , Muscular problems ,",2018
373,Mahmoud Dahoud,https://www.transfermarkt.com/mahmoud-dahoud/profil/spieler/191422,37.0,"Minor Knock , Neck bruise , Influenza , Toothache , Rest , Bruised Foot , Bruised Foot ,",2018
374,Sebastian Rode,https://www.transfermarkt.com/sebastian-rode/profil/spieler/44466,328.0,"Groin Surgery , Stress response of the bone , Torn Muscle Fibre , Bruise ,",2018
375,Marco Reus,https://www.transfermarkt.com/marco-reus/profil/spieler/35207,271.0,"Muscular problems , Fitness , Cruciate Ligament Rupture ,",2018
376,Mario Götze,https://www.transfermarkt.com/mario-gotze/profil/spieler/74842,71.0,"Back trouble , Ruptured ankle ligament , Rest , Rest , Facial Injury , Rest , Back trouble ,",2018
377,Shinji Kagawa,https://www.transfermarkt.com/shinji-kagawa/profil/spieler/81785,180.0,"Ankle Injury , Ankle problems , Influenza , Shoulder Injury ,",2018
378,Jadon Sancho,https://www.transfermarkt.com/jadon-sancho/profil/spieler/401173,94.0,"Ligament Injury , Stretched Ligament , Fitness , Fitness ,",2018
379,Jacob Bruun Larsen,https://www.transfermarkt.com/jacob-bruun-larsen/profil/spieler/293281,251.0,"Fitness , Knee Injury , Fatigue fracture ,",2018
382,Maximilian Philipp,https://www.transfermarkt.com/maximilian-philipp/profil/spieler/143891,89.0,"Patella tendon luxation , Rest ,",2018
383,Paco Alcácer,https://www.transfermarkt.com/paco-alcacer/profil/spieler/126716,44.0,"Muscle Injury , Flu ,",2018
384,Alexander Isak,https://www.transfermarkt.com/alexander-isak/profil/spieler/349066,32.0,"Knee Problems ,",2018
385,Yvon Mvogo,https://www.transfermarkt.com/yvon-mvogo/profil/spieler/147051,4.0,"Back trouble ,",2018
386,Marius Müller,https://www.transfermarkt.com/marius-muller/profil/spieler/118161,4.0,"Pelvis Injury ,",2018
387,Ibrahima Konaté,https://www.transfermarkt.com/ibrahima-konate/profil/spieler/357119,12.0,"Minor Knock , Thigh Problems ,",2018
388,Dayot Upamecano,https://www.transfermarkt.com/dayot-upamecano/profil/spieler/344695,24.0,"Strain in the thigh and gluteal muscles , Torn Muscle Fibre , Ill , Knee Problems , Rest , Rest ,",2018
389,Marcel Halstenberg,https://www.transfermarkt.com/marcel-halstenberg/profil/spieler/70243,38.0,"Fractured Hand , Muscular problems ,",2018
390,Willi Orbán,https://www.transfermarkt.com/willi-orban/profil/spieler/93740,3.0,"Cut , Hamstring Injury ,",2018
391,Atinc Nukan,https://www.transfermarkt.com/atinc-nukan/profil/spieler/149516,296.0,"Cruciate Ligament Rupture ,",2018
392,Marcelo Saracchi,https://www.transfermarkt.com/marcelo-saracchi/profil/spieler/373916,23.0,"Muscle Injury , Rest , Muscle Injury , Muscle Injury ,",2018
393,Lukas Klostermann,https://www.transfermarkt.com/lukas-klostermann/profil/spieler/215599,7.0,"Thigh Problems , Rest ,",2018
394,Diego Demme,https://www.transfermarkt.com/diego-demme/profil/spieler/82070,42.0,"Cold , Knock , Minor Knock , Fitness , Bruised Knee ,",2018
395,Stefan Ilsanker,https://www.transfermarkt.com/stefan-ilsanker/profil/spieler/40074,57.0,"Knee Problems , Toe Injury , Fractured Toe ,",2018
396,Marcel Sabitzer,https://www.transfermarkt.com/marcel-sabitzer/profil/spieler/106987,76.0,"Torn Ankle Ligament , Back trouble , Cold , Shoulder Injury , Dental Surgery , Minor Knock , Bruise , Bruise ,",2018
397,Kevin Kampl,https://www.transfermarkt.com/kevin-kampl/profil/spieler/53418,7.0,"Knee Problems , Rest , Thigh Problems ,",2018
398,Konrad Laimer,https://www.transfermarkt.com/konrad-laimer/profil/spieler/223967,36.0,"Torn Muscle , Adductor problems , Minor Knock ,",2018
399,Emil Forsberg,https://www.transfermarkt.com/emil-forsberg/profil/spieler/111078,81.0,"Fitness , Pubitis , Cold , Angina ,",2018
400,Bruma,https://www.transfermarkt.com/bruma/profil/spieler/139396,3.0,"Thigh Problems ,",2018
401,Timo Werner,https://www.transfermarkt.com/timo-werner/profil/spieler/170527,28.0,"Minor Knock , Cold , Influenza , Cervical spine injury , Circulation Problems , Thigh Muscle Strain ,",2018
402,Yussuf Poulsen,https://www.transfermarkt.com/yussuf-poulsen/profil/spieler/157635,11.0,"Back trouble , Adductor problems ,",2018
403,Jean-Kévin Augustin,https://www.transfermarkt.com/jean-kevin-augustin/profil/spieler/264956,26.0,"Ill , Thigh Muscle Strain , Knock ,",2018
404,Lukas Hradecky,https://www.transfermarkt.com/lukas-hradecky/profil/spieler/48015,4.0,"Back trouble ,",2018
405,Ramazan Özcan,https://www.transfermarkt.com/ramazan-ozcan/profil/spieler/16498,11.0,"Infection ,",2018
406,Jonathan Tah,https://www.transfermarkt.com/jonathan-tah/profil/spieler/196357,87.0,"Torn Muscle Fibre , Muscular problems , Influenza , Back bruise , Knee Injury , Tear in the abductor muscle ,",2018
407,Panagiotis Retsos,https://www.transfermarkt.com/panagiotis-retsos/profil/spieler/324351,11.0,"Minor Knock ,",2018
408,Tin Jedvaj,https://www.transfermarkt.com/tin-jedvaj/profil/spieler/206386,170.0,"Thigh Muscle Strain , Fitness , Shinbone injury , Thigh Muscle Strain ,",2018
409,Wendell,https://www.transfermarkt.com/wendell/profil/spieler/228433,32.0,"Fitness , Double Torn Ligament , Bruised Foot ,",2018
410,Benjamin Henrichs,https://www.transfermarkt.com/benjamin-henrichs/profil/spieler/202591,30.0,"Bruised Foot , Infection , groin strain ,",2018
411,Mitchell Weiser,https://www.transfermarkt.com/mitchell-weiser/profil/spieler/119211,49.0,"Torn Muscle Fibre , Ankle Injury , Bruised Hip ,",2018
412,Sven Bender,https://www.transfermarkt.com/sven-bender/profil/spieler/29993,46.0,"Calf muscle strain , Distortion of the ankle , Back trouble , Fractured Rib , Muscular problems , Bruised Rib , Calf Problems , Thigh Problems ,",2018
413,Lars Bender,https://www.transfermarkt.com/lars-bender/profil/spieler/30059,84.0,"Adductor problems , Pulled hamstring at the adductors , Minor Knock , Knock , Minor Knock , Rest , Fitness , Bruise on ankle , Cold , Muscular problems ,",2018
414,Julian Baumgartlinger,https://www.transfermarkt.com/julian-baumgartlinger/profil/spieler/34787,18.0,"Minor Knock , Cold , Thigh Problems , Infection ,",2018
415,Charles Aránguiz,https://www.transfermarkt.com/charles-aranguiz/profil/spieler/89701,78.0,"Calf Problems , Rest , Knee Problems , Torn muscle bundle , Torn muscle bundle , Torn muscle bundle , Torn muscle bundle ,",2018
416,Kai Havertz,https://www.transfermarkt.com/kai-havertz/profil/spieler/309400,10.0,"Knee Problems ,",2018
417,Julian Brandt,https://www.transfermarkt.com/julian-brandt/profil/spieler/187492,10.0,"Minor Knock , Knee Problems ,",2018
418,Leon Bailey,https://www.transfermarkt.com/leon-bailey/profil/spieler/387626,11.0,"Cold , Infection ,",2018
419,Paulinho,https://www.transfermarkt.com/paulinho/profil/spieler/428791,116.0,"Fractured Arm ,",2018
420,Karim Bellarabi,https://www.transfermarkt.com/karim-bellarabi/profil/spieler/61087,3.0,"Shin bone bruise ,",2018
421,Kevin Volland,https://www.transfermarkt.com/kevin-volland/profil/spieler/82009,3.0,"Ruptured ankle ligament ,",2018
422,Lucas Alario,https://www.transfermarkt.com/lucas-alario/profil/spieler/193782,16.0,"Adductor problems ,",2018
423,Joel Pohjanpalo,https://www.transfermarkt.com/joel-pohjanpalo/profil/spieler/173491,455.0,"Ankle Injury , Fitness , Torn Muscle Fibre , Thigh Problems ,",2018
424,Oliver Baumann,https://www.transfermarkt.com/oliver-baumann/profil/spieler/55089,4.0,"Rest ,",2018
425,Gregor Kobel,https://www.transfermarkt.com/gregor-kobel/profil/spieler/257814,7.0,"Ill ,",2018
426,Kevin Vogt,https://www.transfermarkt.com/kevin-vogt/profil/spieler/84435,14.0,"Abdominal Influenza , Knee Problems , Minor Knock ,",2018
427,Benjamin Hübner,https://www.transfermarkt.com/benjamin-hubner/profil/spieler/52348,73.0,"Thigh Muscle Strain , Knee Problems , Muscular problems , Thigh Problems , Rest ,",2018
428,Kevin Akpoguma,https://www.transfermarkt.com/kevin-akpoguma/profil/spieler/160241,49.0,"Fitness ,",2018
430,Ermin Bicakcic,https://www.transfermarkt.com/ermin-bicakcic/profil/spieler/51676,95.0,"Adductor problems , Fitness , Cruciate Ligament Strain ,",2018
431,Nico Schulz,https://www.transfermarkt.com/nico-schulz/profil/spieler/85867,0.0,"Muscular problems ,",2018
432,Pavel Kaderabek,https://www.transfermarkt.com/pavel-kaderabek/profil/spieler/143798,70.0,"Back trouble , Ligament Problems , Rest , Back trouble , Ligament Problems , Rest ,",2018
433,Stefan Posch,https://www.transfermarkt.com/stefan-posch/profil/spieler/223974,157.0,"groin strain , Fitness , Pubis bone irritation , Hip Injury , Bruised Rib , Minor Knock , Torn Ligament ,",2018
434,Florian Grillitsch,https://www.transfermarkt.com/florian-grillitsch/profil/spieler/195736,11.0,"Cold , Gastric problems , Fitness , Foot Injury ,",2018
435,Alfons Amade,https://www.transfermarkt.com/alfons-amade/profil/spieler/296340,17.0,"Knock ,",2018
436,Joelinton,https://www.transfermarkt.com/joelinton/profil/spieler/333241,37.0,"Ruptured lateral collateral ligament ,",2018
437,Kerem Demirbay,https://www.transfermarkt.com/kerem-demirbay/profil/spieler/125858,132.0,"Capsular rupture in the ankle , Fitness , Torn ankle ligament , Hamstring Injury , Torn Muscle Fibre ,",2018
438,Nadiem Amiri,https://www.transfermarkt.com/nadiem-amiri/profil/spieler/232454,27.0,"Bruised Foot , Bruise , Calf Strain , Bruised Foot ,",2018
439,Dennis Geiger,https://www.transfermarkt.com/dennis-geiger/profil/spieler/251309,34.0,"Muscular problems , Thigh Muscle Strain , Muscular problems , Muscular problems , Rest , Calf muscle strain , Muscular problems , Rest , Minor Knock ,",2018
440,Lukas Rupp,https://www.transfermarkt.com/lukas-rupp/profil/spieler/82863,75.0,"Calf Problems , Knee Problems , Ankle problems , Muscular problems , Rest , Hip problems , Pelvis Injury , Rest , Back trouble ,",2018
441,Leonardo Bittencourt,https://www.transfermarkt.com/leonardo-bittencourt/profil/spieler/93844,96.0,"Groin Surgery , Adductor problems , Adductor problems , Hip problems , Adductor problems , Hip problems ,",2018
442,Robert Zulj,https://www.transfermarkt.com/robert-zulj/profil/spieler/122676,101.0,"Fitness , Pubitis ,",2018
443,Vincenzo Grifo,https://www.transfermarkt.com/vincenzo-grifo/profil/spieler/185077,88.0,"Cruciate ligament stretch , Tear in a joint capsule , Cruciate ligament stretch ,",2018
444,Steven Zuber,https://www.transfermarkt.com/steven-zuber/profil/spieler/68033,6.0,"Ill ,",2018
445,Philipp Ochs,https://www.transfermarkt.com/philipp-ochs/profil/spieler/207592,5.0,"Knock ,",2018
446,Robin Hack,https://www.transfermarkt.com/robin-hack/profil/spieler/284010,14.0,"Abdominal Influenza , Concussion ,",2018
447,Nicolas Wähling,https://www.transfermarkt.com/nicolas-wahling/profil/spieler/282180,8.0,"Knock ,",2018
448,Andrej Kramaric,https://www.transfermarkt.com/andrej-kramaric/profil/spieler/46580,20.0,"Minor Knock , Plantar fascia ,",2018
449,Ishak Belfodil,https://www.transfermarkt.com/ishak-belfodil/profil/spieler/111039,13.0,"Minor Knock , Knock , Influenza ,",2018
450,Ádám Szalai,https://www.transfermarkt.com/adam-szalai/profil/spieler/39106,70.0,"Fitness , Tear in the abductor muscle , Calf Problems ,",2018
451,David Otto,https://www.transfermarkt.com/david-otto/profil/spieler/362184,35.0,"Knock , Knock ,",2018
453,Jan Zimmermann,https://www.transfermarkt.com/jan-zimmermann/profil/spieler/10917,17.0,"open wound ,",2018
454,Martin Hinteregger,https://www.transfermarkt.com/martin-hinteregger/profil/spieler/85789,48.0,"Rest , Fitness , Ankle Surgery , Ankle problems ,",2018
455,Carlos Salcedo,https://www.transfermarkt.com/carlos-salcedo/profil/spieler/256866,45.0,"Fitness , Collarbone fracture , Influenza , Fitness ,",2018
456,Simon Falette,https://www.transfermarkt.com/simon-falette/profil/spieler/170927,2.0,"Knee Problems ,",2018
457,David Abraham,https://www.transfermarkt.com/david-abraham/profil/spieler/58178,67.0,"Abdominal muscles injury , Ankle fracture ,",2018
458,Makoto Hasebe,https://www.transfermarkt.com/makoto-hasebe/profil/spieler/39259,54.0,"Influenza , Knee Problems , Knee Problems , Knee Problems , Knee Problems , Knee Problems ,",2018
459,Marco Russ,https://www.transfermarkt.com/marco-russ/profil/spieler/16520,39.0,"Bruise , Cold , Heel pain , Achilles tendon problems ,",2018
460,Andersson Ordóñez,https://www.transfermarkt.com/andersson-ordonez/profil/spieler/234625,9.0,"Knee Problems , Adductor problems ,",2018
461,Taleb Tawatha,https://www.transfermarkt.com/taleb-tawatha/profil/spieler/60761,14.0,"Thigh Problems , Ill ,",2018
462,Danny da Costa,https://www.transfermarkt.com/danny-da-costa/profil/spieler/85906,105.0,"Fitness , Tendon crack , Thigh Problems ,",2018
463,Timothy Chandler,https://www.transfermarkt.com/timothy-chandler/profil/spieler/49723,55.0,"Knee Problems , Fitness , Torn Meniscus , Achilles tendon problems ,",2018
464,Lucas Torró,https://www.transfermarkt.com/lucas-torro/profil/spieler/213670,24.0,"Knock , Knee Injury ,",2018
465,Jonathan de Guzmán,https://www.transfermarkt.com/jonathan-de-guzman/profil/spieler/31067,183.0,"Thigh Muscle Strain , Fitness , Acromioclavicular Separation , Muscular problems , Dental Surgery , Fitness , Adductor problems , Fitness ,",2018
466,Gelson Fernandes,https://www.transfermarkt.com/gelson-fernandes/profil/spieler/20081,42.0,"Fitness , Torn Muscle Fibre ,",2018
467,Allan,https://www.transfermarkt.com/allan/profil/spieler/385271,95.0,"Arm Injury ,",2018
469,Marc Stendera,https://www.transfermarkt.com/marc-stendera/profil/spieler/160943,79.0,"Fitness , Ill , Fitness , Sprained Ankle , Shoulder Injury ,",2018
470,Max Besuschkow,https://www.transfermarkt.com/max-besuschkow/profil/spieler/207578,24.0,"Ill , Torn Muscle Fibre ,",2018
471,Sahverdi Cetin,https://www.transfermarkt.com/sahverdi-cetin/profil/spieler/342100,113.0,"Ruptured syndesmotic ligament , Hip problems , Ankle problems ,",2018
472,Nelson Mandela Mbouhom,https://www.transfermarkt.com/nelson-mandela-mbouhom/profil/spieler/326399,257.0,"Cruciate Ligament Rupture ,",2018
473,Filip Kostić,https://www.transfermarkt.com/filip-kosti%C4%87/profil/spieler/161011,47.0,"Torn Muscle Fibre , Tear in a joint capsule ,",2018
474,Mijat Gacinovic,https://www.transfermarkt.com/mijat-gacinovic/profil/spieler/215864,3.0,"Sprained ankle , Minor Knock , Calf Problems ,",2018
475,Daichi Kamada,https://www.transfermarkt.com/daichi-kamada/profil/spieler/356141,14.0,"Ill , Dead Leg ,",2018
476,Marco Fabián,https://www.transfermarkt.com/marco-fabian/profil/spieler/67685,193.0,"Influenza , Fitness , Lumbar vertebrae problems , Bruise ,",2018
477,Nicolai Müller,https://www.transfermarkt.com/nicolai-muller/profil/spieler/39426,255.0,"Fitness , Cruciate Ligament Rupture ,",2018
478,Ante Rebic,https://www.transfermarkt.com/ante-rebic/profil/spieler/187587,49.0,"Ill , Torn Muscle Fibre , Cold , Ankle problems ,",2018
479,Danny Blum,https://www.transfermarkt.com/danny-blum/profil/spieler/41541,180.0,"Inflammation , Fitness , Calf Problems , Calf Problems , Angina , Tonsillitis , Angina , Tonsillitis ,",2018
480,Patrice Kabuya,https://www.transfermarkt.com/patrice-kabuya/profil/spieler/336003,293.0,"Cruciate Ligament Rupture ,",2018
481,Luka Jović,https://www.transfermarkt.com/luka-jovi%C4%87/profil/spieler/257462,10.0,"Bruised Knee , Ill ,",2018
482,Sébastien Haller,https://www.transfermarkt.com/sebastien-haller/profil/spieler/181375,10.0,"Dental Surgery ,",2018
483,Yann Sommer,https://www.transfermarkt.com/yann-sommer/profil/spieler/42205,27.0,"Pulled hamstring at the adductors , Twisted knee ,",2018
484,Nico Elvedi,https://www.transfermarkt.com/nico-elvedi/profil/spieler/192635,3.0,"Tear in a joint capsule ,",2018
485,Tony Jantschke,https://www.transfermarkt.com/tony-jantschke/profil/spieler/47587,69.0,"Bruised Knee , Bone Bruise , Head Injury , Head Injury , Muscular problems ,",2018
486,Mamadou Doucouré,https://www.transfermarkt.com/mamadou-doucoure/profil/spieler/340480,623.0,"Muscle partial avulsion , Torn muscle bundle , Torn muscle bundle ,",2018
487,Florian Mayer,https://www.transfermarkt.com/florian-mayer/profil/spieler/331634,38.0,"Muscle Injury , Muscle Injury ,",2018
488,Oscar Wendt,https://www.transfermarkt.com/oscar-wendt/profil/spieler/19305,42.0,"Muscle partial avulsion ,",2018
489,Denis Zakaria,https://www.transfermarkt.com/denis-zakaria/profil/spieler/334526,20.0,"Torn Muscle Fibre ,",2018
490,Christoph Kramer,https://www.transfermarkt.com/christoph-kramer/profil/spieler/82097,72.0,"Knee Injury , Pinched nerve , Ill , Neck Injury , Shoulder Injury , Minor Knock , Head Injury , Thigh Problems , Nasal Bone Fracture ,",2018
491,Tobias Strobl,https://www.transfermarkt.com/tobias-strobl/profil/spieler/57845,433.0,"Fitness , Cruciate Ligament Rupture , Torn Meniscus ,",2018
492,Florian Neuhaus,https://www.transfermarkt.com/florian-neuhaus/profil/spieler/278332,3.0,"Adductor problems ,",2018
493,Michaël Cuisance,https://www.transfermarkt.com/michael-cuisance/profil/spieler/344600,7.0,"Ankle Injury ,",2018
494,László Bénes,https://www.transfermarkt.com/laszlo-benes/profil/spieler/243188,251.0,"Foot surgery , Torn Muscle Fibre , Metatarsal Fracture ,",2018
495,Torben Müsel,https://www.transfermarkt.com/torben-musel/profil/spieler/368860,31.0,"Torn Muscle Fibre ,",2018
496,Fabian Johnson,https://www.transfermarkt.com/fabian-johnson/profil/spieler/31041,322.0,"Back trouble , Back trouble , Back trouble , Back trouble , Back trouble , Back trouble ,",2018
497,Jonas Hofmann,https://www.transfermarkt.com/jonas-hofmann/profil/spieler/7161,87.0,"Medial Collateral Ligament avulsion , Muscular problems ,",2018
498,Patrick Herrmann,https://www.transfermarkt.com/patrick-herrmann/profil/spieler/32711,32.0,"Torn lateral collateral ligament , Torn Muscle Fibre ,",2018
499,Ibrahima Traoré,https://www.transfermarkt.com/ibrahima-traore/profil/spieler/47285,189.0,"Torn Muscle Fibre , Torn muscle bundle ,",2018
500,Raffael,https://www.transfermarkt.com/raffael/profil/spieler/19819,60.0,"Cals Sclerosis , Calf Problems ,",2018
501,Josip Drmic,https://www.transfermarkt.com/josip-drmic/profil/spieler/140579,203.0,"Knee Injury ,",2018
502,Julio Villalba,https://www.transfermarkt.com/julio-villalba/profil/spieler/401717,267.0,"Torn muscle bundle , Ill , Finger Injury ,",2018
503,Koen Casteels,https://www.transfermarkt.com/koen-casteels/profil/spieler/108880,14.0,"Muscular problems ,",2018
504,Phillip Menzel,https://www.transfermarkt.com/phillip-menzel/profil/spieler/284346,4.0,"Finger Injury ,",2018
505,John Anthony Brooks,https://www.transfermarkt.com/john-anthony-brooks/profil/spieler/124732,197.0,"Fitness , Knee inflammation , Toe Injury , Knock , Fitness , Tendon crack ,",2018
506,Marcel Tisserand,https://www.transfermarkt.com/marcel-tisserand/profil/spieler/170463,231.0,"torn tendon , Fitness , torn tendon , Fitness , Ill , Flu , Thigh Problems ,",2018
507,Felix Uduokhai,https://www.transfermarkt.com/felix-uduokhai/profil/spieler/278343,64.0,"Fitness , Knee Problems , Minor Knock , Knee Problems ,",2018
508,Jeffrey Bruma,https://www.transfermarkt.com/jeffrey-bruma/profil/spieler/88721,181.0,"Knee Problems , Virus Infection , Fitness , Knee Surgery ,",2018
509,Luca Itter,https://www.transfermarkt.com/luca-itter/profil/spieler/296378,65.0,"Torn Muscle Fibre , Muscular problems , Thigh Problems , Fitness , Bronchitis , Strain , Thigh Problems ,",2018
510,Dominik Franke,https://www.transfermarkt.com/dominik-franke/profil/spieler/288348,3.0,"Calf Problems , Infection ,",2018
511,Paul Verhaegh,https://www.transfermarkt.com/paul-verhaegh/profil/spieler/18021,58.0,"Head Injury , Ankle problems , Influenza , Influenza ,",2018
512,Sebastian Jung,https://www.transfermarkt.com/sebastian-jung/profil/spieler/49730,365.0,"Calf Problems , Fitness , Torn Muscle Fibre , Fitness , Torn ankle ligament , Fitness , Torn Muscle Fibre ,",2018
513,Ignacio Camacho,https://www.transfermarkt.com/ignacio-camacho/profil/spieler/58874,186.0,"Torn Muscle Fibre , Fitness , Ankle Surgery ,",2018
514,Josuha Guilavogui,https://www.transfermarkt.com/josuha-guilavogui/profil/spieler/93704,27.0,"Muscle Injury , Calf Problems , Minor Knock ,",2018
515,Riechedly Bazoer,https://www.transfermarkt.com/riechedly-bazoer/profil/spieler/216443,125.0,"Meniscal Injury , Knock , Influenza , Muscular problems , Knee Injury , Torn Meniscus ,",2018
516,Maximilian Arnold,https://www.transfermarkt.com/maximilian-arnold/profil/spieler/117674,7.0,"Ill , Gastric problems ,",2018
517,Yannick Gerhardt,https://www.transfermarkt.com/yannick-gerhardt/profil/spieler/119277,94.0,"Fitness , Ruptured syndesmotic ligament , Fitness ,",2018
518,John Yeboah,https://www.transfermarkt.com/john-yeboah/profil/spieler/439914,10.0,"Nasal Bone Fracture ,",2018
519,Josip Brekalo,https://www.transfermarkt.com/josip-brekalo/profil/spieler/293169,10.0,"Concussion , Calf Injury ,",2018
520,Marvin Stefaniak,https://www.transfermarkt.com/marvin-stefaniak/profil/spieler/196421,45.0,"Thigh Problems , Fitness , Inflammation ,",2018
521,Felix Klaus,https://www.transfermarkt.com/felix-klaus/profil/spieler/89591,30.0,"Adductor problems , Thigh Problems ,",2018
522,Jakub Blaszczykowski,https://www.transfermarkt.com/jakub-blaszczykowski/profil/spieler/29835,187.0,"Fitness , Back Injury , Muscular problems , Calf muscle strain ,",2018
523,Ismail Azzaoui,https://www.transfermarkt.com/ismail-azzaoui/profil/spieler/289507,67.0,"Knee Injury ,",2018
524,Admir Mehmedi,https://www.transfermarkt.com/admir-mehmedi/profil/spieler/66058,180.0,"Torn Ligament , Metatarsal bone bruise , Minor Knock , Muscular problems , Minor Knock ,",2018
525,Victor Osimhen,https://www.transfermarkt.com/victor-osimhen/profil/spieler/401923,128.0,"Shoulder Injury , Shoulder Injury , Calf Problems ,",2018
526,Daniel Ginczek,https://www.transfermarkt.com/daniel-ginczek/profil/spieler/79501,72.0,"Pulled hamstring at the adductors , Knee Problems , Adductor problems ,",2018
527,Landry Dimata,https://www.transfermarkt.com/landry-dimata/profil/spieler/311489,3.0,"Knock ,",2018
528,Ralf Fährmann,https://www.transfermarkt.com/ralf-fahrmann/profil/spieler/39015,3.0,"Nose surgery ,",2018
529,Matija Nastasic,https://www.transfermarkt.com/matija-nastasic/profil/spieler/143559,119.0,"Knee Injury , Rest , Ankle fracture , Ankle fracture , Gastric problems ,",2018
531,Pablo Insua,https://www.transfermarkt.com/pablo-insua/profil/spieler/171362,217.0,"Fitness , Fitness , Heart Condition , Minor Knock , Fitness ,",2018
532,Naldo,https://www.transfermarkt.com/naldo/profil/spieler/32213,24.0,"Knock , Strain , Knock , Strain ,",2018
534,Hamza Mendyl,https://www.transfermarkt.com/hamza-mendyl/profil/spieler/447221,162.0,"Cruciate Ligament Rupture ,",2018
535,Bastian Oczipka,https://www.transfermarkt.com/bastian-oczipka/profil/spieler/53437,4.0,"Infection ,",2018
536,Sascha Riether,https://www.transfermarkt.com/sascha-riether/profil/spieler/1662,5.0,"Lumbago ,",2018
537,Benjamin Stambouli,https://www.transfermarkt.com/benjamin-stambouli/profil/spieler/127160,11.0,"Thigh Problems ,",2018
538,Omar Mascarell,https://www.transfermarkt.com/omar-mascarell/profil/spieler/142031,319.0,"Hairline crack in the foot , Foot Injury , Fitness , Achilles tendon surgery , Achilles tendon problems ,",2018
539,Weston McKennie,https://www.transfermarkt.com/weston-mckennie/profil/spieler/332697,73.0,"Muscular problems , Fitness , Medial Collateral Ligament Knee Injury , Torn Muscle Fibre ,",2018
540,Suat Serdar,https://www.transfermarkt.com/suat-serdar/profil/spieler/261905,81.0,"Hamstring Injury , Compartment syndrome , Minor Knock ,",2018
541,Nabil Bentaleb,https://www.transfermarkt.com/nabil-bentaleb/profil/spieler/245537,72.0,"Pubitis , groin strain , Calf muscle strain ,",2018
542,Amine Harit,https://www.transfermarkt.com/amine-harit/profil/spieler/372711,3.0,"Virus Infection , Muscular problems , Calf Problems ,",2018
543,Alessandro Schöpf,https://www.transfermarkt.com/alessandro-schopf/profil/spieler/118397,171.0,"Rest , Tear in a joint capsule , Back trouble , Fitness , Ruptured cruciate ligament ,",2018
544,Yevgen Konoplyanka,https://www.transfermarkt.com/yevgen-konoplyanka/profil/spieler/58949,4.0,"Muscle Injury ,",2018
545,Fabian Reese,https://www.transfermarkt.com/fabian-reese/profil/spieler/227102,5.0,"Flu ,",2018
546,Breel Embolo,https://www.transfermarkt.com/breel-embolo/profil/spieler/237662,182.0,"Muscle Injury , Ankle fracture ,",2018
547,Mark Uth,https://www.transfermarkt.com/mark-uth/profil/spieler/112935,46.0,"Calf Problems , Shoulder Injury , Calf muscle strain , Muscular problems , Calf Problems ,",2018
548,Guido Burgstaller,https://www.transfermarkt.com/guido-burgstaller/profil/spieler/49239,13.0,"Bruised Foot , Bruised Foot ,",2018
549,Ahmed Kutucu,https://www.transfermarkt.com/ahmed-kutucu/profil/spieler/452084,34.0,"Muscular problems ,",2018
550,Steven Skrzybski,https://www.transfermarkt.com/steven-skrzybski/profil/spieler/93827,50.0,"Torn Muscle Fibre , Toe Injury , Thigh Problems , Ill , Achilles Irritation ,",2018
551,Franco Di Santo,https://www.transfermarkt.com/franco-di-santo/profil/spieler/59783,17.0,"Muscular problems , Tear in a joint capsule , Bruise ,",2018
552,Cedric Teuchert,https://www.transfermarkt.com/cedric-teuchert/profil/spieler/207597,21.0,"Knee Problems , Cold ,",2018
553,Haji Wright,https://www.transfermarkt.com/haji-wright/profil/spieler/315291,11.0,"Flu ,",2018
554,Rune Jarstein,https://www.transfermarkt.com/rune-jarstein/profil/spieler/24112,25.0,"Torn Muscle Fibre , Rest , Rest , Infection , Muscular problems ,",2018
555,Thomas Kraft,https://www.transfermarkt.com/thomas-kraft/profil/spieler/39732,33.0,"Blockade in the spinal , Bruised Knee , Influenza , Calf Problems , Nasal Bone Fracture , Neck Injury ,",2018
556,Marius Gersbeck,https://www.transfermarkt.com/marius-gersbeck/profil/spieler/196382,277.0,"Cruciate Ligament Rupture ,",2018
557,Dennis Smarsch,https://www.transfermarkt.com/dennis-smarsch/profil/spieler/342966,356.0,"Twisted knee ,",2018
558,Jonathan Klinsmann,https://www.transfermarkt.com/jonathan-klinsmann/profil/spieler/334992,159.0,"Shoulder Injury , Toe Injury , Fitness , Torn Ankle Ligament , Patella tendon irritation ,",2018
559,Niklas Stark,https://www.transfermarkt.com/niklas-stark/profil/spieler/162434,87.0,"Thigh Problems , Nasal Bone Fracture , Fitness , Calf Injury , Fractured Rib ,",2018
560,Karim Rekik,https://www.transfermarkt.com/karim-rekik/profil/spieler/182579,83.0,"Muscle Injury , Shin bone bruise , Ill , Rest , Rest , Adductor problems ,",2018
561,Jordan Torunarigha,https://www.transfermarkt.com/jordan-torunarigha/profil/spieler/227110,37.0,"Bruised Hip , Influenza , Pelvis Injury , Ligament Problems ,",2018
562,Derrick Luckassen,https://www.transfermarkt.com/derrick-luckassen/profil/spieler/241457,18.0,"Knee Injury ,",2018
563,Fabian Lustenberger,https://www.transfermarkt.com/fabian-lustenberger/profil/spieler/42203,32.0,"Knee Problems , Knee Problems , Nasal Bone Fracture , Concussion , Minor Knock , Minor Knock ,",2018
