,Player,Player_url,Duration_2022,Type_2022,Season
18,Kieran Tierney,https://www.transfermarkt.com/kieran-tierney/profil/spieler/300716,228,"Knee Surgery , Ankle problems , Knee Surgery , Ankle problems ,",2022
19,Takehiro Tomiyasu,https://www.transfermarkt.com/takehiro-tomiyasu/profil/spieler/331560,120,"Calf Injury , Calf Injury ,",2022
20,Thomas Partey,https://www.transfermarkt.com/thomas-partey/profil/spieler/230784,144,"Knock , Ankle Injury ,",2022
21,Jorginho,https://www.transfermarkt.com/jorginho/profil/spieler/102017,7,"Unknown Injury ,",2022
22,Granit Xhaka,https://www.transfermarkt.com/granit-xhaka/profil/spieler/111455,138,"Medial Collateral Ligament Injury , Medial Collateral Ligament Injury ,",2022
23,Albert Sambi Lokonga,https://www.transfermarkt.com/albert-sambi-lokonga/profil/spieler/381967,14,"Corona virus , Corona virus ,",2022
24,Fábio Vieira,https://www.transfermarkt.com/fabio-vieira/profil/spieler/537598,13,"Leg Injury ,",2022
25,Leandro Trossard,https://www.transfermarkt.com/leandro-trossard/profil/spieler/144028,36,"Ill , Hamstring Injury , Elbow Injury , Ill , Hamstring Injury , Elbow Injury ,",2022
26,Bukayo Saka,https://www.transfermarkt.com/bukayo-saka/profil/spieler/433177,5,"Dead Leg ,",2022
27,Reiss Nelson,https://www.transfermarkt.com/reiss-nelson/profil/spieler/340325,66,"Minor Knock , Knock , Corona virus , Groin Injury ,",2022
28,Khayon Edwards,https://www.transfermarkt.com/khayon-edwards/profil/spieler/741650,121,"Unknown Injury ,",2022
29,Edouard Mendy,https://www.transfermarkt.com/edouard-mendy/profil/spieler/442531,32,"Corona virus , Bruised Rib , Corona virus , Bruised Rib ,",2022
30,Wesley Fofana,https://www.transfermarkt.com/wesley-fofana/profil/spieler/475411,446,"Fibula Fracture , Fibula Fracture ,",2022
31,Benoît Badiashile,https://www.transfermarkt.com/benoit-badiashile/profil/spieler/463603,84,"Hamstring Injury , Corona virus , Hamstring Injury ,",2022
32,Trevoh Chalobah,https://www.transfermarkt.com/trevoh-chalobah/profil/spieler/346314,22,"Surgery , Hamstring Injury ,",2022
33,Kalidou Koulibaly,https://www.transfermarkt.com/kalidou-koulibaly/profil/spieler/93128,50,"Corona virus , Biceps femoris muscle injury , Corona virus ,",2022
34,Thiago Silva,https://www.transfermarkt.com/thiago-silva/profil/spieler/29241,11,"Corona virus , Knee Problems ,",2022
35,Ben Chilwell,https://www.transfermarkt.com/ben-chilwell/profil/spieler/316125,356,"Ruptured cruciate ligament , Ruptured cruciate ligament ,",2022
36,Abdul Rahman Baba,https://www.transfermarkt.com/abdul-rahman-baba/profil/spieler/224884,80,"Hamstring Injury , Hamstring Injury ,",2022
37,Reece James,https://www.transfermarkt.com/reece-james/profil/spieler/472423,84,"Hamstring Injury , Muscle Injury , Fitness , Hamstring Injury ,",2022
38,César Azpilicueta,https://www.transfermarkt.com/cesar-azpilicueta/profil/spieler/57500,15,"Corona virus , Ill , Knock ,",2022
40,Denis Zakaria,https://www.transfermarkt.com/denis-zakaria/profil/spieler/334526,113,"Thigh Problems , Tear in the abductor muscle , Strain , Corona virus , Fitness , Corona virus , Thigh Problems , Tear in the abductor muscle , Strain ,",2022
41,N'Golo Kanté,https://www.transfermarkt.com/ngolo-kante/profil/spieler/225083,95,"Knee Problems , Knock , Corona virus , Knee Problems , Corona virus , Groin Injury ,",2022
42,Billy Gilmour,https://www.transfermarkt.com/billy-gilmour/profil/spieler/423744,56,"Ankle Injury , Ankle Injury ,",2022
43,Mateo Kovacic,https://www.transfermarkt.com/mateo-kovacic/profil/spieler/51471,61,"Ankle Injury , Corona virus , Adductor problems ,",2022
44,Ruben Loftus-Cheek,https://www.transfermarkt.com/ruben-loftus-cheek/profil/spieler/202886,39,"Corona virus , Unknown Injury , Corona virus ,",2022
45,Mason Mount,https://www.transfermarkt.com/mason-mount/profil/spieler/346483,17,"Ankle Injury , Minor Knock ,",2022
46,Kai Havertz,https://www.transfermarkt.com/kai-havertz/profil/spieler/309400,16,"Corona virus , Cold ,",2022
47,Hakim Ziyech,https://www.transfermarkt.com/hakim-ziyech/profil/spieler/217111,23,"Achilles tendon problems , Shoulder Injury , Achilles tendon problems ,",2022
48,Mykhaylo Mudryk,https://www.transfermarkt.com/mykhaylo-mudryk/profil/spieler/537860,5,"Knock ,",2022
49,Callum Hudson-Odoi,https://www.transfermarkt.com/callum-hudson-odoi/profil/spieler/392768,63,"Achilles tendon problems ,",2022
50,Noni Madueke,https://www.transfermarkt.com/noni-madueke/profil/spieler/503987,276,"Muscle Injury , Muscle Injury , Muscle Injury , Muscle Injury , Muscle Injury , Muscle Injury , Muscle Injury ,",2022
51,Christian Pulisic,https://www.transfermarkt.com/christian-pulisic/profil/spieler/315779,130,"Ill , Ankle Injury , Corona virus , Ill , Ankle Injury ,",2022
52,João Félix,https://www.transfermarkt.com/joao-felix/profil/spieler/462250,328,"Muscle Injury , Corona virus , Muscle Injury , Ankle Fracture , Muscle Injury , Corona virus , Muscle Injury , Ankle Fracture ,",2022
53,Armando Broja,https://www.transfermarkt.com/armando-broja/profil/spieler/571743,27,"Corona virus , Fitness , Ankle Injury ,",2022
54,Pierre-Emerick Aubameyang,https://www.transfermarkt.com/pierre-emerick-aubameyang/profil/spieler/58864,42,"Heart Condition , Corona virus , Corona virus ,",2022
55,Dean Henderson,https://www.transfermarkt.com/dean-henderson/profil/spieler/258919,31,"Ill ,",2022
56,Martin Dúbravka,https://www.transfermarkt.com/martin-dubravka/profil/spieler/74960,89,"Angina , Foot Injury , Angina ,",2022
57,Lisandro Martínez,https://www.transfermarkt.com/lisandro-martinez/profil/spieler/480762,72,"Muscle Injury , Unknown Injury ,",2022
58,Raphaël Varane,https://www.transfermarkt.com/raphael-varane/profil/spieler/164770,95,"Muscular problems , Corona virus , Stomach complaints , Hamstring Injury , Groin Injury ,",2022
59,Harry Maguire,https://www.transfermarkt.com/harry-maguire/profil/spieler/177907,47,"Knee Problems , Chest injury , Calf Injury , Knee Problems ,",2022
60,Victor Lindelöf,https://www.transfermarkt.com/victor-lindelof/profil/spieler/184573,27,"Ill , Corona virus , Heart Condition ,",2022
61,Axel Tuanzebe,https://www.transfermarkt.com/axel-tuanzebe/profil/spieler/342046,39,"Lumbago ,",2022
62,Teden Mengi,https://www.transfermarkt.com/teden-mengi/profil/spieler/548470,426,"Hamstring Injury , Hamstring Injury , Hamstring Injury ,",2022
63,Luke Shaw,https://www.transfermarkt.com/luke-shaw/profil/spieler/183288,153,"Leg Injury , Corona virus , Hamstring Injury , Head Injury , Leg Injury , Corona virus , Hamstring Injury ,",2022
64,Tyrell Malacia,https://www.transfermarkt.com/tyrell-malacia/profil/spieler/339340,29,"Hamstring Injury , Minor Knock , Rest , Hamstring Injury ,",2022
65,Aaron Wan-Bissaka,https://www.transfermarkt.com/aaron-wan-bissaka/profil/spieler/477758,14,"Ill , Hand Injury ,",2022
66,Casemiro,https://www.transfermarkt.com/casemiro/profil/spieler/16306,48,"Muscular problems , Abdominal Influenza , Infection , Muscular problems , Abdominal Influenza , Infection ,",2022
67,Scott McTominay,https://www.transfermarkt.com/scott-mctominay/profil/spieler/315969,41,"Foot Injury , Ill , Groin Injury ,",2022
68,Marcel Sabitzer,https://www.transfermarkt.com/marcel-sabitzer/profil/spieler/106987,30,"Muscular problems , Calf Injury ,",2022
69,Fred,https://www.transfermarkt.com/fred/profil/spieler/191614,28,"Problems with the hip flexor , Corona virus ,",2022
70,Donny van de Beek,https://www.transfermarkt.com/donny-van-de-beek/profil/spieler/288255,71,"Thigh Problems , Thigh Problems , Groin Injury ,",2022
71,Bruno Fernandes,https://www.transfermarkt.com/bruno-fernandes/profil/spieler/240306,2,"Ill ,",2022
72,Hannibal,https://www.transfermarkt.com/hannibal/profil/spieler/607224,2,"Corona virus ,",2022
73,Marcus Rashford,https://www.transfermarkt.com/marcus-rashford/profil/spieler/258923,112,"Bronchitis , Dead Leg , Shoulder Injury ,",2022
74,Jadon Sancho,https://www.transfermarkt.com/jadon-sancho/profil/spieler/401173,12,"Tonsillitis ,",2022
75,Antony,https://www.transfermarkt.com/antony/profil/spieler/602105,122,"Ankle Injury , Unknown Injury ,",2022
76,Amad Diallo,https://www.transfermarkt.com/amad-diallo/profil/spieler/536835,48,"Unknown Injury , Thigh Problems ,",2022
77,Facundo Pellistri,https://www.transfermarkt.com/facundo-pellistri/profil/spieler/676318,14,"Ankle Injury , Corona virus ,",2022
78,Mason Greenwood,https://www.transfermarkt.com/mason-greenwood/profil/spieler/532826,16,"Corona virus , Corona virus ,",2022
79,Cristiano Ronaldo,https://www.transfermarkt.com/cristiano-ronaldo/profil/spieler/8198,34,"Rest , Problems with the hip flexor , Problems with the hip flexor , Arm Injury , Rest , Problems with the hip flexor , Problems with the hip flexor ,",2022
80,Anthony Martial,https://www.transfermarkt.com/anthony-martial/profil/spieler/182877,39,"Muscle Injury , Knee Injury , Fitness ,",2022
81,Wout Weghorst,https://www.transfermarkt.com/wout-weghorst/profil/spieler/228645,15,"Corona virus ,",2022
82,Alisson,https://www.transfermarkt.com/alisson/profil/spieler/105470,14,"Corona virus , Corona virus ,",2022
83,Caoimhín Kelleher,https://www.transfermarkt.com/caoimhin-kelleher/profil/spieler/340918,115,"Hamstring Injury , Ill ,",2022
84,Adrián,https://www.transfermarkt.com/adrian/profil/spieler/71271,30,"Calf Injury ,",2022
85,Virgil van Dijk,https://www.transfermarkt.com/virgil-van-dijk/profil/spieler/139208,34,"Rest , Knee Problems , Corona virus , Rest ,",2022
86,Joel Matip,https://www.transfermarkt.com/joel-matip/profil/spieler/82105,11,"Ill , Corona virus ,",2022
87,Nathaniel Phillips,https://www.transfermarkt.com/nathaniel-phillips/profil/spieler/371814,45,"Cheekbone Fracture ,",2022
88,Rhys Williams,https://www.transfermarkt.com/rhys-williams/profil/spieler/503679,6,"Knock ,",2022
89,Trent Alexander-Arnold,https://www.transfermarkt.com/trent-alexander-arnold/profil/spieler/314353,121,"Hamstring Injury , Corona virus , Muscular problems , Hamstring Injury , Hamstring Injury , Corona virus , Muscular problems ,",2022
90,Calvin Ramsay,https://www.transfermarkt.com/calvin-ramsay/profil/spieler/633652,65,"Ill , Hamstring Injury ,",2022
91,Fabinho,https://www.transfermarkt.com/fabinho/profil/spieler/225693,13,"Thigh Problems ,",2022
92,Stefan Bajcetic,https://www.transfermarkt.com/stefan-bajcetic/profil/spieler/864799,316,"Back Injury , Back Injury ,",2022
93,Curtis Jones,https://www.transfermarkt.com/curtis-jones/profil/spieler/433188,122,"Eye Injury , Eye Injury ,",2022
94,Thiago,https://www.transfermarkt.com/thiago/profil/spieler/60444,98,"Thigh Problems , Hip Injury , Corona virus , Calf Injury ,",2022
95,Arthur Melo,https://www.transfermarkt.com/arthur-melo/profil/spieler/362842,111,"Unknown Injury , Distortion of the ankle , Corona virus , Surgery ,",2022
96,Naby Keïta,https://www.transfermarkt.com/naby-keita/profil/spieler/302215,48,"Knee Problems , Hamstring Injury ,",2022
97,Jordan Henderson,https://www.transfermarkt.com/jordan-henderson/profil/spieler/61651,16,"Ill , Ill ,",2022
98,Harvey Elliott,https://www.transfermarkt.com/harvey-elliott/profil/spieler/565822,280,"Fracture-dislocation of the ankle , Fracture-dislocation of the ankle ,",2022
99,Fábio Carvalho,https://www.transfermarkt.com/fabio-carvalho/profil/spieler/559263,65,"Corona virus , Toe Injury , Ankle Injury ,",2022
100,Cody Gakpo,https://www.transfermarkt.com/cody-gakpo/profil/spieler/434675,60,"Unknown Injury , Ankle Injury , Concussion , Unknown Injury ,",2022
101,Diogo Jota,https://www.transfermarkt.com/diogo-jota/profil/spieler/340950,28,"Ankle Injury , Ankle Injury ,",2022
102,Darwin Núñez,https://www.transfermarkt.com/darwin-nunez/profil/spieler/546543,25,"Knock , Foot Injury , Knee Injury ,",2022
103,Roberto Firmino,https://www.transfermarkt.com/roberto-firmino/profil/spieler/131789,154,"Foot Injury , Muscular problems , Corona virus , Hamstring Injury , Muscle Injury , Foot Injury , Muscular problems ,",2022
104,Fraser Forster,https://www.transfermarkt.com/fraser-forster/profil/spieler/52570,23,"Unknown Injury ,",2022
105,Cristian Romero,https://www.transfermarkt.com/cristian-romero/profil/spieler/355915,138,"Hip problems , Hamstring Injury , Quarantine , Knee Injury , Knee Injury , Hip problems ,",2022
106,Eric Dier,https://www.transfermarkt.com/eric-dier/profil/spieler/175722,56,"Thigh Problems , Thigh Problems , Thigh Problems , Thigh Problems ,",2022
107,Davinson Sánchez,https://www.transfermarkt.com/davinson-sanchez/profil/spieler/341429,8,"Quarantine ,",2022
108,Clément Lenglet,https://www.transfermarkt.com/clement-lenglet/profil/spieler/182904,38,"Hamstring Injury , Gastric problems , Corona virus , Patella problems ,",2022
109,Japhet Tanganga,https://www.transfermarkt.com/japhet-tanganga/profil/spieler/346478,292,"Knee Injury , Knee Injury ,",2022
110,Ben Davies,https://www.transfermarkt.com/ben-davies/profil/spieler/192765,20,"Thigh Muscle Strain , Ill , Thigh Muscle Strain , Ill ,",2022
111,Pedro Porro,https://www.transfermarkt.com/pedro-porro/profil/spieler/553875,154,"Minor Knock , Muscle Injury , Muscle Injury , Bruised Knee , Minor Knock , Muscle Injury ,",2022
112,Emerson Royal,https://www.transfermarkt.com/emerson-royal/profil/spieler/476344,20,"Unknown Injury , Unknown Injury ,",2022
113,Matt Doherty,https://www.transfermarkt.com/matt-doherty/profil/spieler/171679,104,"Medial Collateral Ligament Tear , Unknown Injury ,",2022
114,Oliver Skipp,https://www.transfermarkt.com/oliver-skipp/profil/spieler/406638,290,"Pubitis , Pubitis ,",2022
115,Rodrigo Bentancur,https://www.transfermarkt.com/rodrigo-bentancur/profil/spieler/354362,28,"Back trouble , Ankle Injury ,",2022
116,Yves Bissouma,https://www.transfermarkt.com/yves-bissouma/profil/spieler/410425,50,"Knee Injury , Knee Injury ,",2022
117,Pape Matar Sarr,https://www.transfermarkt.com/pape-matar-sarr/profil/spieler/568693,14,"Corona virus , Corona virus ,",2022
118,Ryan Sessegnon,https://www.transfermarkt.com/ryan-sessegnon/profil/spieler/392775,289,"Hamstring Injury , Muscle Injury , Bruise , Thigh Problems , Hamstring Injury , Muscle Injury , Bruise ,",2022
119,Ivan Perisic,https://www.transfermarkt.com/ivan-perisic/profil/spieler/42460,39,"Leg Injury , Muscle Fatigue ,",2022
120,Heung-min Son,https://www.transfermarkt.com/heung-min-son/profil/spieler/91845,84,"Hamstring Injury , Calf Strain , Hamstring Injury , Calf Strain ,",2022
121,Arnaut Danjuma,https://www.transfermarkt.com/arnaut-danjuma/profil/spieler/355861,288,"Muscular problems , Muscular problems ,",2022
122,Bryan Gil,https://www.transfermarkt.com/bryan-gil/profil/spieler/537382,51,"Hip Injury , Corona virus , Hamstring Injury ,",2022
123,Dejan Kulusevski,https://www.transfermarkt.com/dejan-kulusevski/profil/spieler/431755,8,"Surgery ,",2022
124,Lucas Moura,https://www.transfermarkt.com/lucas-moura/profil/spieler/77100,14,"Dead Leg , Ankle Injury ,",2022
125,Richarlison,https://www.transfermarkt.com/richarlison/profil/spieler/378710,70,"Calf Injury , Knee Injury ,",2022
126,Nick Pope,https://www.transfermarkt.com/nick-pope/profil/spieler/192080,8,"Corona virus ,",2022
128,Karl Darlow,https://www.transfermarkt.com/karl-darlow/profil/spieler/99397,18,"Corona virus ,",2022
129,Sven Botman,https://www.transfermarkt.com/sven-botman/profil/spieler/361093,84,"Hamstring Injury , Groin Injury ,",2022
130,Fabian Schär,https://www.transfermarkt.com/fabian-schar/profil/spieler/135343,9,"Adductor problems ,",2022
131,Jamaal Lascelles,https://www.transfermarkt.com/jamaal-lascelles/profil/spieler/183318,5,"Ill ,",2022
132,Federico Fernández,https://www.transfermarkt.com/federico-fernandez/profil/spieler/85475,64,"Thigh Problems ,",2022
133,Ciaran Clark,https://www.transfermarkt.com/ciaran-clark/profil/spieler/98240,22,"Corona virus , Corona virus ,",2022
134,Dan Burn,https://www.transfermarkt.com/dan-burn/profil/spieler/134270,74,"Shoulder Injury , Knee Injury , Torn Knee Ligament ,",2022
135,Jamal Lewis,https://www.transfermarkt.com/jamal-lewis/profil/spieler/346018,89,"Groin Surgery , Hamstring Injury ,",2022
136,Paul Dummett,https://www.transfermarkt.com/paul-dummett/profil/spieler/170321,314,"Calf Injury , Calf Injury ,",2022
137,Kieran Trippier,https://www.transfermarkt.com/kieran-trippier/profil/spieler/95810,218,"Metatarsal Fracture , Shoulder Injury , Metatarsal Fracture , Shoulder Injury ,",2022
138,Javier Manquillo,https://www.transfermarkt.com/javier-manquillo/profil/spieler/162029,11,"Chickenpox ,",2022
139,Isaac Hayden,https://www.transfermarkt.com/isaac-hayden/profil/spieler/206225,113,"Knee Surgery ,",2022
140,Joelinton,https://www.transfermarkt.com/joelinton/profil/spieler/333241,46,"Laceration , Knock , Groin Injury ,",2022
141,Joe Willock,https://www.transfermarkt.com/joe-willock/profil/spieler/340329,40,"Knee Injury , Knee Injury , Corona virus ,",2022
142,Jonjo Shelvey,https://www.transfermarkt.com/jonjo-shelvey/profil/spieler/71292,94,"Calf Problems , Muscle Injury , Calf Injury ,",2022
143,Matt Ritchie,https://www.transfermarkt.com/matt-ritchie/profil/spieler/92469,11,"Corona virus ,",2022
144,Allan Saint-Maximin,https://www.transfermarkt.com/allan-saint-maximin/profil/spieler/272642,31,"Ill , Knock , Calf Injury ,",2022
145,Alexander Isak,https://www.transfermarkt.com/alexander-isak/profil/spieler/349066,41,"Hamstring Injury , Knee Problems , Hamstring Injury ,",2022
146,Callum Wilson,https://www.transfermarkt.com/callum-wilson/profil/spieler/123682,346,"Calf Injury , Hamstring Injury , Calf Injury , Hamstring Injury ,",2022
147,Chris Wood,https://www.transfermarkt.com/chris-wood/profil/spieler/108725,11,"Hip Injury ,",2022
148,Jason Steele,https://www.transfermarkt.com/jason-steele/profil/spieler/73564,28,"Corona virus , Corona virus ,",2022
149,Levi Colwill,https://www.transfermarkt.com/levi-colwill/profil/spieler/614258,61,"Knee Injury , Ankle Injury ,",2022
150,Adam Webster,https://www.transfermarkt.com/adam-webster/profil/spieler/212847,110,"Groin Injury , Calf Injury , Hamstring Injury ,",2022
151,Lewis Dunk,https://www.transfermarkt.com/lewis-dunk/profil/spieler/148153,52,"Knee Injury ,",2022
152,Tariq Lamptey,https://www.transfermarkt.com/tariq-lamptey/profil/spieler/504148,16,"Knee Injury , Knee Injury ,",2022
153,Joël Veltman,https://www.transfermarkt.com/joel-veltman/profil/spieler/111195,52,"Ankle Injury , Corona virus , Ankle Injury , Corona virus ,",2022
154,Moisés Caicedo,https://www.transfermarkt.com/moises-caicedo/profil/spieler/687626,5,"Ill ,",2022
156,Jakub Moder,https://www.transfermarkt.com/jakub-moder/profil/spieler/384461,1276,"Cruciate Ligament Rupture , Cruciate Ligament Rupture ,",2022
157,Pascal Groß,https://www.transfermarkt.com/pascal-gross/profil/spieler/82873,22,"Corona virus , Corona virus ,",2022
158,Steven Alzate,https://www.transfermarkt.com/steven-alzate/profil/spieler/476237,87,"Ill , Ankle Surgery ,",2022
159,Taylor Richards,https://www.transfermarkt.com/taylor-richards/profil/spieler/484551,49,"Unknown Injury ,",2022
160,Enock Mwepu,https://www.transfermarkt.com/enock-mwepu/profil/spieler/490307,108,"Groin Injury , Hamstring Injury , Unknown Injury , Knock ,",2022
161,Jeremy Sarmiento,https://www.transfermarkt.com/jeremy-sarmiento/profil/spieler/568005,126,"Hamstring Injury , Hamstring Injury ,",2022
162,Adam Lallana,https://www.transfermarkt.com/adam-lallana/profil/spieler/43530,41,"Hamstring Injury , Hamstring Injury , Leg Injury ,",2022
164,Kaoru Mitoma,https://www.transfermarkt.com/kaoru-mitoma/profil/spieler/504849,74,"Sprained Ankle , Sprained Ankle ,",2022
165,Solly March,https://www.transfermarkt.com/solly-march/profil/spieler/209212,13,"Hamstring Injury ,",2022
166,Julio Enciso,https://www.transfermarkt.com/julio-enciso/profil/spieler/660867,226,"Facial Injury , Facial Injury ,",2022
167,Neal Maupay,https://www.transfermarkt.com/neal-maupay/profil/spieler/217115,28,"Corona virus , Shoulder Injury , Corona virus ,",2022
168,Danny Welbeck,https://www.transfermarkt.com/danny-welbeck/profil/spieler/67063,246,"Hamstring Injury , Hamstring Injury , Hamstring Injury , Hamstring Injury ,",2022
169,Emiliano Martínez,https://www.transfermarkt.com/emiliano-martinez/profil/spieler/111873,9,"Knee Problems ,",2022
170,Jed Steer,https://www.transfermarkt.com/jed-steer/profil/spieler/110867,484,"Achilles tendon problems , Achilles tendon problems ,",2022
171,Ezri Konsa,https://www.transfermarkt.com/ezri-konsa/profil/spieler/413403,56,"Knee Injury ,",2022
172,Diego Carlos,https://www.transfermarkt.com/diego-carlos/profil/spieler/329145,28,"Knock ,",2022
173,Álex Moreno,https://www.transfermarkt.com/alex-moreno/profil/spieler/193098,20,"Muscle Injury , Muscle Injury , Muscle Injury ,",2022
174,Lucas Digne,https://www.transfermarkt.com/lucas-digne/profil/spieler/126664,23,"Shoulder Injury , Hamstring Injury ,",2022
175,Boubacar Kamara,https://www.transfermarkt.com/boubacar-kamara/profil/spieler/394327,7,"Thigh Problems ,",2022
176,Marvelous Nakamba,https://www.transfermarkt.com/marvelous-nakamba/profil/spieler/324882,110,"Knee Injury ,",2022
177,Leon Bailey,https://www.transfermarkt.com/leon-bailey/profil/spieler/387626,67,"Thigh Problems ,",2022
178,Philippe Coutinho,https://www.transfermarkt.com/philippe-coutinho/profil/spieler/80444,62,"Corona virus , Fitness , Corona virus , Fitness ,",2022
179,Bertrand Traoré,https://www.transfermarkt.com/bertrand-traore/profil/spieler/131996,144,"Corona virus , Strain in the thigh and gluteal muscles , Corona virus , Strain in the thigh and gluteal muscles ,",2022
180,Keinan Davis,https://www.transfermarkt.com/keinan-davis/profil/spieler/412660,69,"Hamstring Injury , Knee Injury ,",2022
181,José Sá,https://www.transfermarkt.com/jose-sa/profil/spieler/249994,114,"Unknown Injury , Unknown Injury ,",2022
182,Matija Sarkic,https://www.transfermarkt.com/matija-sarkic/profil/spieler/293257,447,"Shoulder Injury , Shoulder Injury , Shoulder Injury ,",2022
183,Max Kilman,https://www.transfermarkt.com/max-kilman/profil/spieler/525247,39,"Bruised Ankle ,",2022
184,Yerson Mosquera,https://www.transfermarkt.com/yerson-mosquera/profil/spieler/716276,169,"Hamstring Injury , Hamstring Injury ,",2022
185,Willy Boly,https://www.transfermarkt.com/willy-boly/profil/spieler/142310,164,"Leg Injury , Unknown Injury , Hamstring Injury , Leg Injury ,",2022
186,Rayan Aït-Nouri,https://www.transfermarkt.com/rayan-ait-nouri/profil/spieler/578391,44,"Groin Injury , Head Injury , Groin Injury ,",2022
187,Hugo Bueno,https://www.transfermarkt.com/hugo-bueno/profil/spieler/698678,13,"Unknown Injury ,",2022
188,Rúben Neves,https://www.transfermarkt.com/ruben-neves/profil/spieler/225161,74,"Knee Injury , Knee Injury ,",2022
189,Mario Lemina,https://www.transfermarkt.com/mario-lemina/profil/spieler/170934,28,"Heart Condition , Corona virus , Heart Condition , Corona virus ,",2022
190,Daniel Podence,https://www.transfermarkt.com/daniel-podence/profil/spieler/256977,88,"Foot Injury , Corona virus , Foot Injury ,",2022
191,Matheus Cunha,https://www.transfermarkt.com/matheus-cunha/profil/spieler/517894,59,"Knee Injury , Muscle Injury ,",2022
192,Sasa Kalajdzic,https://www.transfermarkt.com/sasa-kalajdzic/profil/spieler/369567,177,"Corona virus , Calf Problems , Shoulder Injury , Corona virus , Corona virus , Calf Problems ,",2022
193,Hee-chan Hwang,https://www.transfermarkt.com/hee-chan-hwang/profil/spieler/292246,49,"Hamstring Injury ,",2022
194,Danny Ward,https://www.transfermarkt.com/danny-ward/profil/spieler/203026,92,"Knee Surgery , Knee Surgery ,",2022
196,Caglar Söyüncü,https://www.transfermarkt.com/caglar-soyuncu/profil/spieler/320141,46,"Hamstring Injury , Hamstring Injury ,",2022
197,Harry Souttar,https://www.transfermarkt.com/harry-souttar/profil/spieler/298091,678,"Cruciate Ligament Rupture , Cruciate Ligament Rupture ,",2022
198,Jonny Evans,https://www.transfermarkt.com/jonny-evans/profil/spieler/42412,149,"Hamstring Injury , Foot Injury ,",2022
199,Victor Kristiansen,https://www.transfermarkt.com/victor-kristiansen/profil/spieler/564529,90,"Unknown Injury ,",2022
200,Ryan Bertrand,https://www.transfermarkt.com/ryan-bertrand/profil/spieler/40611,1274,"Knee Surgery , Knee Problems , Knee Surgery , Knee Problems ,",2022
201,Ricardo Pereira,https://www.transfermarkt.com/ricardo-pereira/profil/spieler/215876,22,"Hamstring Injury ,",2022
202,Wilfred Ndidi,https://www.transfermarkt.com/wilfred-ndidi/profil/spieler/274839,148,"Knee Injury , Knee Injury ,",2022
203,Nampalys Mendy,https://www.transfermarkt.com/nampalys-mendy/profil/spieler/111051,210,"groin strain , groin strain , groin strain , groin strain ,",2022
204,Youri Tielemans,https://www.transfermarkt.com/youri-tielemans/profil/spieler/249565,60,"Calf Injury , Calf Injury ,",2022
205,Kiernan Dewsbury-Hall,https://www.transfermarkt.com/kiernan-dewsbury-hall/profil/spieler/475188,4,"Calf Injury ,",2022
